 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
52 (50)
53 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 12 (4)
23 32 (1)
23 43 (5)
23 31 (29)
23 41 (30)
23 51 (27)
23 52 (3)
23 53 (6)
23 42 (2)
23 13 (5)
23 33 (5)
23 11 (27)
12 32 (21)
12 43 (9)
12 31 (2)
12 41 (3)
12 51 (5)
12 52 (22)
12 53 (11)
12 42 (23)
12 33 (12)
12 22 (9)
12 21 (23)
32 51 (2)
32 52 (43)
32 53 (1)
32 42 (44)
32 13 (12)
32 22 (12)
32 21 (32)
32 11 (12)
43 31 (1)
43 51 (1)
43 53 (44)
43 13 (37)
43 33 (46)
43 22 (24)
43 21 (17)
31 41 (48)
31 51 (45)
31 52 (2)
31 42 (2)
31 13 (2)
31 33 (2)
31 22 (18)
31 21 (3)
31 11 (46)
41 51 (47)
41 52 (3)
41 53 (1)
41 42 (1)
41 22 (18)
41 21 (2)
41 11 (47)
51 52 (2)
51 53 (1)
51 42 (1)
51 13 (1)
51 33 (1)
51 22 (19)
51 21 (4)
51 11 (44)
52 42 (46)
52 13 (14)
52 33 (4)
52 22 (15)
52 21 (32)
52 11 (14)
53 42 (5)
53 13 (38)
53 33 (48)
53 22 (23)
53 21 (21)
53 11 (1)
42 13 (18)
42 33 (9)
42 22 (15)
42 21 (37)
42 11 (13)
13 33 (43)
13 22 (29)
13 21 (21)
33 22 (27)
33 21 (23)
22 11 (19)
21 11 (13)
23 12 32 (1)
23 12 31 (2)
23 12 41 (3)
23 12 51 (3)
23 12 52 (1)
23 12 53 (1)
23 12 42 (1)
23 32 52 (1)
23 32 42 (1)
23 43 53 (5)
23 43 13 (5)
23 43 33 (5)
23 31 41 (29)
23 31 51 (26)
23 31 52 (2)
23 31 42 (1)
23 31 11 (27)
23 41 51 (27)
23 41 52 (2)
23 41 53 (1)
23 41 42 (1)
23 41 11 (27)
23 51 53 (1)
23 51 11 (24)
23 52 42 (1)
23 52 11 (2)
23 53 13 (5)
23 53 33 (5)
23 42 11 (1)
23 13 33 (5)
12 32 51 (1)
12 32 52 (21)
12 32 42 (20)
12 32 22 (5)
12 32 21 (15)
12 43 51 (1)
12 43 53 (8)
12 43 33 (9)
12 43 22 (4)
12 43 21 (5)
12 31 41 (2)
12 31 51 (2)
12 41 51 (3)
12 41 53 (1)
12 51 52 (1)
12 51 53 (1)
12 51 33 (1)
12 51 22 (1)
12 51 21 (1)
12 52 42 (21)
12 52 33 (1)
12 52 22 (5)
12 52 21 (16)
12 53 42 (2)
12 53 33 (10)
12 53 22 (3)
12 53 21 (7)
12 42 33 (3)
12 42 22 (5)
12 42 21 (17)
12 33 22 (4)
12 33 21 (8)
32 51 52 (1)
32 51 42 (1)
32 51 13 (1)
32 51 21 (2)
32 52 42 (42)
32 52 13 (11)
32 52 22 (12)
32 52 21 (30)
32 52 11 (11)
32 53 42 (1)
32 53 21 (1)
32 53 11 (1)
