 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 12 (4)
23 32 (4)
23 43 (6)
23 31 (20)
23 41 (25)
23 51 (19)
23 53 (5)
23 52 (8)
23 42 (7)
23 33 (7)
23 13 (6)
23 22 (5)
23 21 (5)
23 11 (23)
12 32 (13)
12 43 (13)
12 31 (8)
12 41 (4)
12 51 (6)
12 53 (11)
12 52 (16)
12 42 (18)
12 33 (10)
12 13 (7)
12 22 (11)
12 21 (18)
12 11 (5)
32 43 (5)
32 31 (7)
32 41 (10)
32 51 (8)
32 53 (4)
32 52 (27)
32 42 (29)
32 33 (6)
32 13 (14)
32 22 (16)
32 21 (21)
32 11 (16)
43 31 (7)
43 41 (5)
43 51 (5)
43 53 (28)
43 52 (7)
43 42 (7)
43 33 (32)
43 13 (28)
43 22 (21)
43 21 (17)
43 11 (3)
31 41 (29)
31 51 (25)
31 53 (8)
31 52 (10)
31 42 (9)
31 33 (13)
31 13 (10)
31 22 (16)
31 21 (9)
31 11 (29)
41 51 (31)
41 53 (10)
41 52 (8)
41 42 (7)
41 33 (10)
41 13 (5)
41 22 (13)
41 21 (9)
41 11 (34)
51 53 (14)
51 52 (7)
51 42 (6)
51 33 (9)
51 13 (6)
51 22 (19)
51 21 (14)
51 11 (31)
53 52 (6)
53 42 (8)
53 33 (31)
53 13 (25)
53 22 (20)
53 21 (20)
53 11 (10)
52 42 (32)
52 33 (9)
52 13 (17)
52 22 (15)
52 21 (25)
52 11 (13)
42 33 (12)
42 13 (20)
42 22 (16)
42 21 (26)
42 11 (19)
33 13 (29)
33 22 (24)
33 21 (20)
33 11 (8)
13 22 (27)
13 21 (19)
13 11 (7)
22 21 (6)
22 11 (19)
21 11 (19)
23 12 32 (1)
23 12 43 (2)
23 12 41 (1)
23 12 51 (1)
23 12 52 (1)
23 12 42 (1)
23 12 13 (1)
