 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 12 (4)
23 32 (6)
23 43 (7)
23 31 (18)
23 41 (23)
23 51 (19)
23 53 (5)
23 52 (6)
23 42 (7)
23 33 (7)
23 13 (9)
23 22 (6)
23 21 (5)
23 11 (22)
12 32 (12)
12 43 (15)
12 31 (8)
12 41 (4)
12 51 (5)
12 53 (11)
12 52 (16)
12 42 (18)
12 33 (10)
12 13 (7)
12 22 (11)
12 21 (18)
12 11 (5)
32 43 (6)
32 31 (7)
32 41 (9)
32 51 (7)
32 53 (5)
32 52 (26)
32 42 (27)
32 33 (8)
32 13 (14)
32 22 (17)
32 21 (20)
32 11 (16)
43 31 (7)
43 41 (6)
43 51 (6)
43 53 (26)
43 52 (8)
43 42 (8)
43 33 (29)
43 13 (26)
43 22 (19)
43 21 (17)
43 11 (4)
31 41 (29)
31 51 (24)
31 53 (8)
31 52 (10)
31 42 (10)
31 33 (14)
31 13 (10)
31 22 (16)
31 21 (10)
31 11 (29)
41 51 (28)
41 53 (10)
41 52 (9)
41 42 (7)
41 33 (12)
41 13 (6)
41 22 (13)
41 21 (10)
41 11 (34)
51 53 (14)
51 52 (9)
51 42 (8)
51 33 (10)
51 13 (9)
51 22 (19)
51 21 (14)
51 11 (28)
53 52 (6)
53 42 (9)
53 33 (31)
53 13 (26)
53 22 (20)
53 21 (19)
53 11 (10)
52 42 (32)
52 33 (9)
52 13 (16)
52 22 (15)
52 21 (25)
52 11 (13)
42 33 (12)
42 13 (18)
42 22 (16)
42 21 (26)
42 11 (18)
33 13 (26)
33 22 (24)
33 21 (18)
33 11 (10)
13 22 (26)
13 21 (19)
13 11 (8)
22 21 (7)
22 11 (19)
21 11 (20)
23 12 32 (1)
23 12 43 (2)
23 12 41 (1)
23 12 51 (1)
23 12 52 (1)
23 12 42 (1)
23 12 13 (1)
23 12 22 (2)
23 12 11 (2)
23 32 43 (2)
23 32 31 (1)
23 32 41 (1)
23 32 51 (1)
23 32 53 (1)
23 32 42 (1)
23 32 33 (1)
23 32 13 (3)
23 32 22 (3)
23 32 21 (1)
23 32 11 (2)
23 43 41 (1)
23 43 51 (2)
23 43 53 (2)
23 43 42 (1)
23 43 33 (3)
23 43 13 (5)
23 43 22 (2)
23 43 21 (1)
23 31 41 (14)
23 31 51 (11)
23 31 52 (5)
23 31 42 (3)
23 31 33 (3)
23 31 13 (2)
23 31 22 (2)
23 31 21 (1)
23 31 11 (12)
23 41 51 (15)
23 41 53 (3)
23 41 52 (5)
23 41 42 (2)
23 41 33 (4)
23 41 13 (3)
23 41 21 (3)
23 41 11 (17)
23 51 53 (3)
23 51 52 (1)
23 51 42 (1)
23 51 33 (2)
23 51 13 (3)
23 51 22 (1)
23 51 21 (4)
23 51 11 (12)
23 53 33 (2)
23 53 13 (1)
23 53 11 (3)
23 52 42 (1)
23 52 33 (1)
23 52 11 (4)
23 42 33 (1)
23 42 13 (2)
23 42 22 (2)
23 42 21 (1)
23 42 11 (5)
23 33 13 (2)
23 33 11 (2)
23 13 22 (2)
23 13 21 (1)
23 13 11 (2)
23 22 21 (1)
23 22 11 (3)
23 21 11 (2)
12 32 43 (1)
12 32 31 (1)
12 32 41 (1)
12 32 51 (1)
12 32 52 (9)
12 32 42 (8)
12 32 33 (2)
12 32 13 (2)
12 32 22 (5)
12 32 21 (4)
12 32 11 (1)
12 43 31 (2)
12 43 41 (1)
12 43 51 (2)
12 43 53 (9)
12 43 52 (2)
12 43 42 (2)
12 43 33 (6)
12 43 13 (3)
12 43 22 (4)
12 43 21 (9)
12 43 11 (2)
12 31 41 (2)
12 31 51 (1)
12 31 53 (3)
12 31 52 (2)
12 31 42 (4)
12 31 33 (3)
12 31 13 (1)
12 31 22 (1)
12 31 21 (4)
12 41 51 (2)
12 41 33 (2)
12 41 22 (2)
12 41 21 (1)
12 51 53 (1)
12 51 52 (2)
12 51 42 (1)
12 51 33 (1)
12 51 22 (2)
12 51 21 (1)
12 53 42 (3)
12 53 33 (6)
12 53 13 (2)
12 53 22 (3)
12 53 21 (5)
12 53 11 (1)
12 52 42 (14)
12 52 33 (1)
12 52 13 (2)
12 52 22 (3)
12 52 21 (10)
12 52 11 (2)
12 42 33 (1)
12 42 13 (4)
12 42 22 (4)
12 42 21 (9)
12 42 11 (3)
12 33 22 (3)
12 33 21 (5)
12 13 22 (2)
12 13 21 (3)
12 13 11 (1)
12 22 21 (1)
12 22 11 (1)
12 21 11 (2)
32 43 41 (1)
32 43 53 (1)
32 43 52 (3)
32 43 42 (3)
32 43 33 (1)
32 43 13 (1)
32 43 22 (2)
32 43 21 (2)
32 43 11 (1)
32 31 41 (3)
32 31 51 (2)
32 31 53 (1)
32 31 52 (2)
32 31 42 (2)
32 31 33 (1)
32 31 13 (2)
32 31 22 (1)
32 31 21 (1)
32 31 11 (4)
32 41 51 (2)
32 41 53 (2)
32 41 42 (2)
32 41 33 (2)
32 41 13 (2)
32 41 22 (3)
32 41 21 (2)
32 41 11 (6)
32 51 53 (1)
32 51 52 (3)
32 51 42 (1)
32 51 33 (1)
32 51 13 (2)
32 51 22 (3)
32 51 21 (2)
32 51 11 (2)
32 53 52 (2)
32 53 33 (2)
32 53 13 (1)
32 53 22 (1)
32 53 21 (2)
32 53 11 (1)
32 52 42 (20)
32 52 33 (3)
32 52 13 (9)
32 52 22 (9)
32 52 21 (13)
32 52 11 (5)
32 42 33 (3)
32 42 13 (8)
32 42 22 (10)
32 42 21 (15)
32 42 11 (8)
32 33 22 (1)
32 33 21 (4)
32 33 11 (3)
32 13 22 (6)
32 13 21 (4)
32 13 11 (2)
32 22 21 (2)
32 22 11 (5)
32 21 11 (8)
43 31 41 (2)
43 31 53 (2)
43 31 33 (6)
43 31 13 (3)
43 31 22 (3)
43 31 21 (2)
43 31 11 (1)
43 41 51 (2)
43 41 53 (1)
43 41 52 (1)
43 41 42 (2)
43 41 33 (3)
43 41 13 (1)
43 41 22 (1)
43 41 11 (2)
43 51 53 (2)
43 51 52 (1)
43 51 42 (1)
43 51 33 (2)
43 51 13 (2)
43 51 22 (3)
43 51 21 (1)
43 53 52 (1)
43 53 42 (1)
43 53 33 (21)
43 53 13 (16)
43 53 22 (11)
43 53 21 (10)
43 53 11 (1)
43 52 42 (5)
43 52 33 (1)
43 52 13 (3)
43 52 22 (2)
43 52 21 (5)
43 42 33 (2)
43 42 13 (2)
43 42 22 (1)
43 42 21 (2)
43 42 11 (2)
43 33 13 (19)
43 33 22 (14)
43 33 21 (8)
43 33 11 (1)
43 13 22 (13)
43 13 21 (9)
43 13 11 (1)
43 22 21 (1)
43 21 11 (1)
31 41 51 (17)
31 41 53 (2)
31 41 52 (6)
31 41 42 (2)
31 41 33 (7)
31 41 13 (1)
31 41 22 (8)
31 41 21 (4)
31 41 11 (19)
31 51 53 (3)
31 51 52 (1)
31 51 42 (3)
31 51 33 (2)
31 51 13 (3)
31 51 22 (9)
31 51 21 (4)
