 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
33 (55)
13 (55)
21 (57)
22 (57)
11 (59)
23 12 (8)
23 32 (10)
23 43 (10)
23 31 (10)
23 41 (11)
23 53 (12)
23 51 (9)
23 52 (12)
23 42 (9)
23 33 (10)
23 13 (11)
23 21 (7)
23 22 (15)
23 11 (10)
12 32 (7)
12 43 (11)
12 31 (9)
12 41 (9)
12 53 (11)
12 51 (9)
12 52 (11)
12 42 (12)
12 33 (7)
12 13 (12)
12 21 (12)
12 22 (13)
12 11 (13)
32 43 (10)
32 31 (15)
32 41 (11)
32 53 (10)
32 51 (10)
32 52 (14)
32 42 (15)
32 33 (15)
32 13 (16)
32 21 (14)
32 22 (15)
32 11 (18)
43 31 (12)
43 41 (14)
43 53 (16)
43 51 (13)
43 52 (9)
43 42 (13)
43 33 (13)
43 13 (16)
43 21 (12)
43 22 (16)
43 11 (19)
31 41 (16)
31 53 (12)
31 51 (14)
31 52 (17)
31 42 (14)
31 33 (16)
31 13 (15)
31 21 (21)
31 22 (16)
31 11 (13)
41 53 (10)
41 51 (19)
41 52 (12)
41 42 (14)
41 33 (17)
41 13 (12)
41 21 (18)
41 22 (18)
41 11 (19)
53 51 (17)
53 52 (14)
53 42 (10)
53 33 (18)
53 13 (21)
53 21 (15)
53 22 (16)
53 11 (18)
51 52 (14)
51 42 (16)
51 33 (15)
51 13 (13)
51 21 (18)
51 22 (15)
51 11 (18)
52 42 (15)
52 33 (19)
52 13 (17)
52 21 (14)
52 22 (14)
52 11 (18)
42 33 (22)
42 13 (20)
42 21 (20)
42 22 (20)
42 11 (16)
33 13 (17)
33 21 (19)
33 22 (13)
33 11 (19)
13 21 (16)
13 22 (19)
13 11 (15)
21 22 (20)
21 11 (22)
22 11 (18)
23 12 32 (2)
23 12 43 (2)
23 12 31 (1)
23 12 53 (1)
23 12 51 (2)
23 12 52 (3)
23 12 42 (4)
23 12 33 (1)
23 12 13 (4)
23 12 22 (3)
23 12 11 (1)
23 32 43 (2)
23 32 31 (3)
23 32 41 (2)
23 32 53 (3)
23 32 51 (2)
23 32 52 (1)
23 32 42 (2)
23 32 33 (2)
23 32 13 (1)
23 32 21 (1)
23 32 22 (5)
23 32 11 (4)
23 43 31 (3)
23 43 41 (3)
23 43 53 (4)
23 43 51 (2)
23 43 52 (1)
23 43 42 (3)
23 43 33 (3)
23 43 13 (2)
23 43 22 (4)
23 43 11 (1)
23 31 41 (4)
23 31 53 (2)
23 31 51 (2)
23 31 52 (3)
23 31 42 (1)
23 31 33 (4)
23 31 13 (1)
23 31 21 (2)
23 31 22 (4)
23 41 51 (4)
23 41 52 (4)
23 41 33 (4)
23 41 13 (2)
23 41 21 (3)
23 41 22 (3)
23 41 11 (4)
23 53 51 (2)
23 53 52 (4)
23 53 42 (2)
23 53 33 (4)
23 53 13 (4)
23 53 21 (3)
23 53 22 (5)
23 53 11 (2)
23 51 52 (3)
23 51 42 (2)
23 51 13 (1)
23 51 21 (2)
23 51 22 (2)
23 51 11 (3)
23 52 42 (2)
23 52 33 (3)
23 52 13 (6)
23 52 21 (2)
23 52 22 (2)
23 52 11 (2)
23 42 33 (1)
23 42 13 (5)
23 42 22 (3)
23 42 11 (2)
23 33 13 (2)
23 33 21 (2)
23 33 22 (3)
23 33 11 (1)
23 13 22 (2)
23 13 11 (3)
23 21 22 (4)
23 21 11 (2)
23 22 11 (5)
12 32 31 (2)
12 32 41 (2)
12 32 53 (1)
12 32 52 (2)
12 32 42 (2)
12 32 33 (1)
12 32 13 (1)
12 32 21 (2)
12 32 22 (4)
12 32 11 (2)
12 43 31 (2)
12 43 41 (1)
12 43 53 (3)
12 43 51 (1)
12 43 52 (1)
12 43 42 (6)
12 43 33 (1)
12 43 13 (4)
12 43 21 (4)
12 43 22 (4)
12 43 11 (4)
12 31 41 (2)
12 31 53 (1)
12 31 51 (2)
12 31 52 (2)
12 31 42 (1)
12 31 33 (1)
12 31 13 (3)
12 31 21 (3)
12 31 22 (4)
12 31 11 (3)
12 41 53 (2)
12 41 51 (3)
12 41 52 (1)
12 41 42 (3)
12 41 33 (3)
12 41 13 (2)
12 41 21 (3)
12 41 22 (1)
12 41 11 (4)
12 53 51 (2)
12 53 52 (3)
12 53 42 (1)
12 53 33 (3)
12 53 13 (4)
12 53 21 (5)
12 53 22 (3)
12 53 11 (4)
12 51 52 (4)
12 51 42 (4)
12 51 33 (1)
12 51 13 (2)
12 51 21 (2)
12 51 22 (2)
12 51 11 (2)
12 52 42 (3)
12 52 33 (2)
12 52 13 (4)
12 52 21 (3)
12 52 22 (3)
12 52 11 (2)
12 42 33 (1)
12 42 13 (3)
12 42 21 (2)
12 42 22 (4)
12 42 11 (2)
12 33 13 (2)
12 33 21 (3)
12 33 22 (1)
12 33 11 (1)
12 13 21 (3)
12 13 22 (2)
12 13 11 (2)
12 21 22 (1)
12 21 11 (5)
12 22 11 (7)
32 43 31 (3)
32 43 41 (3)
32 43 53 (2)
32 43 51 (1)
32 43 52 (2)
32 43 42 (2)
32 43 33 (3)
32 43 13 (5)
32 43 21 (1)
32 43 22 (3)
32 43 11 (3)
32 31 41 (1)
32 31 53 (3)
32 31 51 (1)
32 31 52 (7)
32 31 42 (5)
32 31 33 (2)
32 31 13 (3)
32 31 21 (6)
32 31 22 (6)
32 31 11 (3)
32 41 53 (3)
32 41 51 (5)
32 41 52 (1)
32 41 42 (2)
32 41 33 (3)
32 41 13 (3)
32 41 21 (3)
32 41 22 (2)
32 41 11 (3)
32 53 51 (5)
32 53 52 (1)
32 53 33 (5)
32 53 13 (1)
32 53 21 (1)
32 53 22 (1)
32 53 11 (4)
32 51 52 (1)
32 51 42 (1)
32 51 33 (5)
32 51 13 (1)
32 51 21 (1)
32 51 22 (3)
32 51 11 (4)
32 52 42 (3)
32 52 33 (5)
32 52 13 (4)
32 52 21 (4)
32 52 22 (4)
32 52 11 (7)
32 42 33 (5)
32 42 13 (8)
32 42 21 (6)
32 42 22 (4)
32 42 11 (5)
32 33 13 (4)
32 33 21 (3)
32 33 22 (1)
32 33 11 (6)
32 13 21 (5)
32 13 22 (6)
32 13 11 (6)
32 21 22 (4)
32 21 11 (5)
32 22 11 (2)
43 31 41 (4)
43 31 53 (2)
43 31 51 (3)
43 31 42 (1)
43 31 33 (1)
43 31 13 (3)
43 31 21 (5)
43 31 22 (6)
43 31 11 (3)
43 41 53 (1)
43 41 51 (5)
43 41 52 (2)
43 41 42 (4)
43 41 33 (3)
43 41 13 (2)
43 41 21 (2)
43 41 22 (7)
43 41 11 (5)
43 53 51 (5)
43 53 52 (2)
43 53 42 (3)
43 53 33 (4)
43 53 13 (7)
43 53 21 (4)
43 53 22 (4)
43 53 11 (7)
43 51 52 (3)
43 51 42 (2)
43 51 33 (4)
43 51 13 (4)
43 51 21 (2)
43 51 22 (1)
