 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
52 (50)
51 (50)
42 (54)
33 (55)
13 (55)
21 (57)
22 (57)
11 (59)
23 12 (9)
23 32 (8)
23 43 (9)
23 31 (14)
23 41 (10)
23 53 (8)
23 52 (13)
23 51 (10)
23 42 (13)
23 33 (8)
23 13 (8)
23 21 (12)
23 22 (13)
23 11 (9)
12 32 (10)
12 43 (9)
12 31 (11)
12 41 (11)
12 53 (11)
12 52 (6)
12 51 (10)
12 42 (8)
12 33 (9)
12 13 (13)
12 21 (9)
12 22 (14)
12 11 (14)
32 43 (11)
32 31 (10)
32 41 (12)
32 53 (13)
32 52 (17)
32 51 (13)
32 42 (16)
32 33 (11)
32 13 (10)
32 21 (16)
32 22 (16)
32 11 (17)
43 31 (9)
43 41 (11)
43 53 (19)
43 52 (11)
43 51 (14)
43 42 (13)
43 33 (15)
43 13 (19)
43 21 (12)
43 22 (16)
43 11 (16)
31 41 (20)
31 53 (11)
31 52 (14)
31 51 (16)
31 42 (15)
31 33 (16)
31 13 (15)
31 21 (19)
31 22 (17)
31 11 (13)
41 53 (10)
41 52 (9)
41 51 (16)
41 42 (16)
41 33 (21)
41 13 (12)
41 21 (15)
41 22 (20)
41 11 (17)
53 52 (13)
53 51 (17)
53 42 (13)
53 33 (14)
53 13 (22)
53 21 (15)
53 22 (14)
53 11 (20)
52 51 (11)
52 42 (21)
52 33 (17)
52 13 (16)
52 21 (20)
52 22 (13)
52 11 (19)
51 42 (14)
51 33 (16)
51 13 (14)
51 21 (16)
51 22 (17)
51 11 (16)
42 33 (16)
42 13 (19)
42 21 (18)
42 22 (16)
42 11 (18)
33 13 (19)
33 21 (19)
33 22 (16)
33 11 (23)
13 21 (16)
13 22 (20)
13 11 (17)
21 22 (20)
21 11 (21)
22 11 (16)
23 12 32 (2)
23 12 43 (2)
23 12 31 (1)
23 12 41 (2)
23 12 53 (2)
23 12 52 (4)
23 12 51 (2)
23 12 42 (3)
23 12 13 (4)
23 12 21 (1)
23 12 22 (3)
23 12 11 (1)
23 32 43 (1)
23 32 31 (3)
23 32 41 (2)
23 32 53 (1)
23 32 52 (1)
23 32 51 (3)
23 32 42 (3)
23 32 33 (1)
23 32 13 (1)
23 32 21 (3)
23 32 22 (2)
23 32 11 (1)
23 43 31 (2)
23 43 41 (2)
23 43 53 (2)
23 43 52 (3)
23 43 51 (3)
23 43 42 (2)
23 43 33 (3)
23 43 13 (1)
23 43 21 (2)
23 43 22 (3)
23 43 11 (1)
23 31 41 (6)
23 31 53 (1)
23 31 52 (4)
23 31 51 (4)
23 31 42 (4)
23 31 33 (5)
23 31 13 (2)
23 31 21 (4)
23 31 22 (5)
23 31 11 (1)
23 41 52 (2)
23 41 51 (2)
23 41 42 (3)
23 41 33 (4)
23 41 21 (2)
23 41 22 (4)
23 41 11 (1)
23 53 52 (3)
23 53 51 (1)
23 53 42 (3)
23 53 33 (1)
23 53 13 (5)
23 53 21 (1)
23 53 22 (2)
23 53 11 (2)
23 52 51 (1)
23 52 42 (5)
23 52 33 (2)
23 52 13 (3)
23 52 21 (4)
23 52 22 (2)
23 52 11 (5)
23 51 42 (2)
23 51 13 (3)
23 51 21 (4)
23 51 22 (4)
23 51 11 (1)
23 42 33 (1)
23 42 13 (2)
23 42 21 (3)
23 42 22 (3)
23 42 11 (5)
23 33 21 (2)
23 33 22 (3)
23 33 11 (2)
23 13 21 (1)
23 13 22 (1)
23 13 11 (1)
23 21 22 (5)
23 21 11 (4)
23 22 11 (2)
12 32 43 (2)
12 32 31 (3)
12 32 41 (2)
12 32 53 (1)
12 32 52 (1)
12 32 51 (3)
12 32 42 (2)
12 32 13 (3)
12 32 21 (3)
12 32 22 (6)
12 32 11 (2)
12 43 31 (2)
12 43 41 (1)
12 43 53 (5)
12 43 51 (1)
12 43 42 (2)
12 43 13 (4)
12 43 22 (4)
12 43 11 (4)
12 31 41 (5)
12 31 53 (2)
12 31 52 (2)
12 31 51 (4)
12 31 42 (1)
12 31 33 (3)
12 31 13 (4)
12 31 21 (1)
12 31 22 (3)
12 31 11 (2)
12 41 53 (1)
12 41 52 (2)
12 41 51 (2)
12 41 42 (1)
12 41 33 (4)
12 41 13 (2)
12 41 21 (4)
12 41 22 (3)
12 41 11 (4)
12 53 52 (1)
12 53 51 (2)
12 53 42 (1)
12 53 33 (3)
12 53 13 (6)
12 53 21 (2)
12 53 22 (2)
12 53 11 (5)
12 52 51 (2)
12 52 42 (2)
12 52 33 (1)
12 52 13 (1)
12 52 11 (2)
12 51 42 (1)
12 51 33 (2)
12 51 13 (3)
12 51 21 (2)
12 51 22 (3)
12 51 11 (3)
12 42 33 (1)
12 42 13 (2)
12 42 21 (2)
12 42 22 (3)
12 42 11 (3)
12 33 13 (1)
12 33 21 (5)
12 33 22 (2)
12 33 11 (5)
12 13 21 (1)
12 13 22 (4)
12 13 11 (4)
12 21 22 (4)
12 21 11 (2)
12 22 11 (5)
32 43 41 (3)
32 43 53 (2)
32 43 52 (3)
32 43 51 (1)
32 43 42 (3)
32 43 33 (5)
32 43 13 (3)
32 43 21 (1)
32 43 22 (4)
32 43 11 (5)
32 31 41 (1)
32 31 53 (2)
32 31 52 (5)
32 31 51 (4)
32 31 42 (4)
32 31 21 (4)
32 31 22 (3)
32 31 11 (1)
32 41 53 (3)
32 41 52 (2)
32 41 51 (2)
32 41 42 (5)
32 41 33 (4)
32 41 13 (3)
32 41 21 (3)
32 41 22 (3)
32 41 11 (3)
32 53 52 (5)
32 53 51 (5)
32 53 42 (3)
32 53 33 (2)
32 53 13 (2)
32 53 21 (4)
32 53 22 (4)
32 53 11 (5)
32 52 51 (4)
32 52 42 (4)
32 52 33 (4)
32 52 13 (2)
32 52 21 (7)
32 52 22 (5)
32 52 11 (8)
32 51 42 (3)
32 51 33 (2)
32 51 13 (1)
32 51 21 (3)
32 51 22 (6)
32 51 11 (2)
32 42 33 (3)
32 42 13 (4)
32 42 21 (5)
32 42 22 (3)
32 42 11 (6)
32 33 13 (2)
32 33 21 (2)
32 33 22 (2)
32 33 11 (6)
32 13 21 (3)
32 13 22 (3)
32 13 11 (3)
32 21 22 (4)
32 21 11 (6)
32 22 11 (3)
43 31 41 (3)
43 31 53 (2)
43 31 51 (2)
43 31 42 (1)
43 31 33 (1)
43 31 13 (4)
43 31 21 (4)
43 31 22 (4)
43 31 11 (2)
43 41 53 (4)
43 41 52 (1)
43 41 51 (5)
43 41 42 (2)
43 41 33 (5)
43 41 13 (1)
43 41 21 (1)
43 41 22 (3)
43 41 11 (2)
43 53 52 (3)
43 53 51 (6)
43 53 42 (3)
43 53 33 (4)
43 53 13 (10)
43 53 21 (3)
43 53 22 (5)
43 53 11 (8)
43 52 51 (2)
43 52 42 (4)
43 52 33 (5)
43 52 13 (3)
43 52 21 (2)
43 52 22 (3)
43 52 11 (4)
43 51 42 (4)
43 51 33 (5)
43 51 13 (3)
43 51 21 (3)
43 51 22 (2)
43 51 11 (5)
43 42 33 (4)
43 42 13 (5)
43 42 21 (3)
43 42 22 (3)
43 42 11 (3)
43 33 13 (3)
43 33 21 (3)
43 33 22 (3)
43 33 11 (4)
43 13 21 (8)
43 13 22 (6)
43 13 11 (6)
43 21 22 (5)
43 21 11 (1)
43 22 11 (3)
31 41 53 (2)
31 41 52 (3)
31 41 51 (6)
31 41 42 (5)
31 41 33 (8)
31 41 13 (3)
31 41 21 (6)
31 41 22 (7)
31 41 11 (5)
31 53 52 (4)
31 53 51 (5)
31 53 42 (3)
31 53 33 (2)
31 53 13 (5)
31 53 21 (3)
31 53 22 (1)
31 53 11 (1)
31 52 51 (1)
31 52 42 (5)
31 52 33 (3)
31 52 13 (3)
31 52 21 (6)
31 52 22 (3)
31 52 11 (3)
31 51 42 (4)
31 51 33 (2)
31 51 13 (4)
31 51 21 (4)
31 51 22 (4)
31 51 11 (4)
31 42 33 (3)
31 42 13 (2)
31 42 21 (6)
31 42 22 (5)
31 42 11 (2)
31 33 13 (7)
31 33 21 (4)
31 33 22 (4)
31 33 11 (6)
31 13 21 (4)
31 13 22 (4)
31 13 11 (3)
31 21 22 (5)
31 21 11 (6)
31 22 11 (3)
41 53 52 (1)
41 53 51 (4)
41 53 42 (3)
41 53 33 (2)
41 53 13 (1)
41 53 21 (3)
41 53 22 (3)
41 53 11 (3)
41 52 51 (1)
41 52 42 (5)
41 52 33 (3)
41 52 13 (2)
41 52 21 (1)
41 52 22 (1)
41 52 11 (3)
41 51 42 (4)
41 51 33 (5)
41 51 13 (2)
41 51 21 (4)
41 51 22 (6)
41 51 11 (5)
41 42 33 (5)
41 42 13 (4)
41 42 21 (4)
41 42 22 (4)
41 42 11 (3)
41 33 13 (7)
41 33 21 (3)
41 33 22 (6)
41 33 11 (7)
41 13 21 (1)
41 13 22 (6)
41 13 11 (4)
41 21 22 (8)
41 21 11 (5)
41 22 11 (6)
53 52 51 (2)
53 52 42 (5)
53 52 33 (2)
53 52 13 (5)
53 52 21 (3)
53 52 22 (3)
53 52 11 (2)
53 51 42 (4)
53 51 33 (5)
53 51 13 (6)
53 51 21 (3)
53 51 22 (2)
53 51 11 (6)
53 42 33 (1)
53 42 13 (5)
53 42 21 (2)
53 42 22 (1)
53 42 11 (5)
53 33 13 (5)
53 33 21 (6)
53 33 22 (4)
53 33 11 (5)
53 13 21 (3)
53 13 22 (5)
53 13 11 (8)
53 21 22 (6)
53 21 11 (6)
53 22 11 (4)
52 51 42 (2)
52 51 33 (5)
52 51 13 (2)
52 51 21 (6)
52 51 22 (3)
52 51 11 (2)
52 42 33 (4)
52 42 13 (8)
52 42 21 (9)
52 42 22 (4)
52 42 11 (6)
52 33 13 (5)
52 33 21 (5)
52 33 22 (3)
52 33 11 (9)
52 13 21 (5)
52 13 22 (7)
52 13 11 (2)
52 21 22 (3)
52 21 11 (9)
52 22 11 (2)
51 42 33 (4)
51 42 13 (3)
51 42 21 (2)
51 42 22 (5)
51 42 11 (4)
51 33 13 (5)
51 33 21 (5)
51 33 22 (3)
51 33 11 (5)
51 13 21 (3)
51 13 22 (3)
51 13 11 (4)
51 21 22 (6)
51 21 11 (3)
51 22 11 (4)
42 33 13 (7)
42 33 21 (5)
42 33 22 (6)
42 33 11 (4)
42 13 21 (5)
42 13 22 (6)
42 13 11 (4)
42 21 22 (2)
42 21 11 (6)
42 22 11 (3)
33 13 21 (6)
33 13 22 (5)
33 13 11 (4)
33 21 22 (3)
33 21 11 (8)
33 22 11 (4)
13 21 22 (5)
13 21 11 (3)
13 22 11 (5)
21 22 11 (4)
23 12 32 51 (1)
23 12 32 13 (1)
23 12 32 21 (1)
23 12 32 22 (1)
23 12 43 53 (1)
23 12 43 42 (1)
23 12 43 13 (1)
23 12 43 22 (1)
23 12 31 41 (1)
23 12 31 52 (1)
23 12 41 52 (2)
23 12 41 42 (1)
23 12 53 52 (1)
23 12 53 13 (2)
23 12 52 42 (2)
