 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 12 (7)
23 32 (10)
23 43 (11)
23 31 (11)
23 41 (12)
23 53 (7)
23 51 (9)
23 52 (8)
23 42 (11)
23 33 (16)
23 13 (9)
23 22 (10)
23 21 (8)
23 11 (15)
12 32 (9)
12 43 (10)
12 31 (9)
12 41 (11)
12 53 (13)
12 51 (8)
12 52 (10)
12 42 (11)
12 33 (12)
12 13 (10)
12 22 (14)
12 21 (11)
12 11 (9)
32 43 (9)
32 31 (9)
32 41 (10)
32 53 (8)
32 51 (13)
32 52 (21)
32 42 (18)
32 33 (9)
32 13 (12)
32 22 (11)
32 21 (22)
32 11 (19)
43 31 (10)
43 41 (11)
43 53 (15)
43 51 (13)
43 52 (13)
43 42 (12)
43 33 (20)
43 13 (19)
43 22 (17)
43 21 (13)
43 11 (11)
31 41 (20)
31 53 (13)
31 51 (19)
31 52 (13)
31 42 (13)
31 33 (18)
31 13 (14)
31 22 (19)
31 21 (13)
31 11 (19)
41 53 (12)
41 51 (19)
41 52 (11)
41 42 (12)
41 33 (16)
41 13 (11)
41 22 (18)
41 21 (13)
41 11 (24)
53 51 (19)
53 52 (12)
53 42 (15)
53 33 (16)
53 13 (22)
53 22 (14)
53 21 (18)
53 11 (16)
51 52 (7)
51 42 (14)
51 33 (13)
51 13 (17)
51 22 (17)
51 21 (15)
51 11 (17)
52 42 (20)
52 33 (15)
52 13 (16)
52 22 (17)
52 21 (24)
52 11 (13)
42 33 (16)
42 13 (21)
42 22 (20)
42 21 (17)
42 11 (16)
33 13 (18)
33 22 (17)
33 21 (18)
33 11 (16)
13 22 (19)
13 21 (17)
13 11 (15)
22 21 (14)
22 11 (21)
21 11 (25)
23 12 32 (1)
23 12 43 (1)
23 12 31 (1)
23 12 41 (1)
23 12 53 (2)
23 12 51 (1)
23 12 52 (1)
23 12 42 (2)
23 12 33 (1)
23 12 13 (3)
23 12 22 (3)
23 12 11 (4)
23 32 43 (2)
23 32 41 (3)
23 32 53 (3)
23 32 51 (3)
23 32 52 (1)
23 32 42 (4)
23 32 33 (3)
23 32 13 (1)
23 32 22 (2)
23 32 21 (4)
23 32 11 (3)
23 43 31 (4)
23 43 41 (1)
23 43 53 (1)
23 43 51 (1)
23 43 52 (1)
23 43 42 (3)
23 43 33 (6)
23 43 13 (5)
23 43 22 (4)
23 43 21 (1)
23 43 11 (3)
23 31 41 (5)
23 31 51 (2)
23 31 52 (3)
23 31 42 (2)
23 31 33 (8)
23 31 22 (3)
23 31 21 (1)
23 31 11 (4)
23 41 53 (2)
23 41 51 (5)
23 41 52 (3)
23 41 42 (1)
23 41 33 (6)
23 41 13 (1)
23 41 22 (2)
23 41 21 (2)
23 41 11 (4)
23 53 52 (2)
23 53 42 (1)
23 53 33 (1)
23 53 13 (2)
23 53 22 (1)
23 53 21 (3)
23 53 11 (3)
23 51 52 (1)
23 51 42 (3)
23 51 33 (3)
23 51 13 (1)
23 51 22 (1)
23 51 21 (2)
23 51 11 (4)
23 52 42 (1)
23 52 33 (4)
23 52 13 (4)
23 52 21 (2)
23 52 11 (1)
23 42 33 (5)
23 42 13 (3)
23 42 22 (3)
23 42 21 (2)
23 42 11 (3)
23 33 13 (4)
23 33 22 (2)
23 33 11 (5)
23 13 22 (2)
23 13 11 (1)
23 22 21 (2)
23 22 11 (5)
23 21 11 (5)
12 32 43 (2)
12 32 31 (2)
12 32 41 (1)
12 32 53 (1)
12 32 51 (3)
12 32 52 (4)
12 32 42 (3)
12 32 33 (1)
12 32 13 (2)
12 32 22 (3)
12 32 21 (3)
12 32 11 (1)
12 43 41 (3)
12 43 53 (4)
12 43 51 (3)
12 43 52 (3)
12 43 42 (1)
12 43 33 (2)
12 43 13 (3)
12 43 22 (2)
12 43 21 (4)
12 43 11 (2)
12 31 41 (3)
12 31 53 (2)
12 31 51 (1)
12 31 52 (3)
12 31 42 (4)
12 31 33 (3)
12 31 13 (1)
12 31 22 (5)
12 31 21 (1)
12 31 11 (1)
12 41 53 (3)
12 41 51 (2)
12 41 42 (1)
12 41 33 (5)
12 41 13 (2)
12 41 22 (3)
12 41 21 (4)
12 41 11 (5)
12 53 51 (4)
12 53 52 (4)
12 53 42 (3)
12 53 33 (4)
12 53 13 (3)
12 53 22 (3)
12 53 21 (2)
12 53 11 (4)
12 51 42 (2)
12 51 33 (1)
12 51 13 (2)
12 51 22 (3)
12 51 11 (2)
12 52 42 (2)
12 52 33 (3)
12 52 13 (1)
12 52 22 (4)
12 52 21 (5)
12 42 33 (3)
12 42 13 (5)
12 42 22 (4)
12 42 21 (3)
12 33 13 (2)
12 33 22 (3)
12 33 21 (6)
12 33 11 (2)
12 13 22 (2)
12 13 21 (2)
12 13 11 (2)
12 22 21 (3)
12 22 11 (4)
32 43 31 (1)
32 43 41 (3)
32 43 51 (3)
32 43 52 (4)
32 43 42 (3)
32 43 33 (2)
32 43 13 (2)
32 43 22 (2)
32 43 21 (2)
32 43 11 (1)
32 31 41 (2)
32 31 53 (1)
32 31 51 (2)
32 31 52 (5)
32 31 42 (1)
32 31 13 (2)
32 31 22 (2)
32 31 21 (4)
32 31 11 (5)
32 41 53 (1)
32 41 51 (3)
32 41 52 (2)
32 41 42 (3)
32 41 33 (3)
32 41 13 (2)
32 41 22 (1)
32 41 21 (1)
32 41 11 (5)
32 53 51 (2)
32 53 52 (3)
