 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
52 (50)
53 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 12 (4)
23 32 (4)
23 43 (4)
23 31 (25)
23 41 (29)
23 51 (27)
23 52 (5)
23 53 (6)
23 42 (3)
23 13 (4)
23 33 (5)
23 22 (1)
23 21 (3)
23 11 (24)
12 32 (17)
12 43 (10)
12 31 (7)
12 41 (3)
12 51 (5)
12 52 (21)
12 53 (10)
12 42 (21)
12 13 (2)
12 33 (12)
12 22 (10)
12 21 (20)
12 11 (2)
32 43 (1)
32 31 (4)
32 41 (2)
32 51 (5)
32 52 (38)
32 53 (1)
32 42 (39)
32 13 (13)
32 33 (4)
32 22 (12)
32 21 (26)
32 11 (14)
43 31 (3)
43 41 (3)
43 51 (1)
43 52 (2)
43 53 (40)
43 42 (1)
43 13 (35)
43 33 (42)
43 22 (23)
43 21 (18)
43 11 (1)
31 41 (40)
31 51 (40)
31 52 (5)
31 53 (2)
31 42 (3)
31 13 (6)
31 33 (4)
31 22 (18)
31 21 (5)
31 11 (38)
41 51 (43)
41 52 (4)
41 53 (7)
41 42 (2)
41 13 (1)
41 33 (4)
41 22 (17)
41 21 (5)
41 11 (40)
51 52 (1)
51 53 (3)
51 42 (4)
51 13 (3)
51 33 (2)
51 22 (18)
51 21 (8)
51 11 (40)
52 53 (4)
52 42 (41)
52 13 (15)
52 33 (6)
52 22 (16)
52 21 (27)
52 11 (15)
53 42 (7)
53 13 (33)
53 33 (42)
53 22 (22)
53 21 (20)
53 11 (3)
42 13 (18)
42 33 (11)
42 22 (18)
42 21 (32)
42 11 (16)
13 33 (37)
13 22 (28)
13 21 (21)
13 11 (4)
33 22 (25)
33 21 (24)
33 11 (2)
22 21 (1)
22 11 (19)
21 11 (18)
23 12 32 (2)
23 12 31 (2)
23 12 41 (2)
23 12 51 (2)
23 12 52 (2)
23 12 42 (2)
23 32 43 (1)
