 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
52 (50)
53 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 12 (3)
23 32 (4)
23 43 (4)
23 31 (24)
23 41 (29)
23 51 (26)
23 52 (5)
23 53 (6)
23 42 (4)
23 13 (4)
23 33 (6)
23 22 (2)
23 21 (4)
23 11 (23)
12 32 (17)
12 43 (10)
12 31 (7)
12 41 (4)
12 51 (5)
12 52 (21)
12 53 (11)
12 42 (20)
12 13 (3)
12 33 (11)
12 22 (11)
12 21 (18)
12 11 (3)
32 43 (4)
32 31 (4)
32 41 (3)
32 51 (6)
32 52 (36)
32 53 (1)
32 42 (37)
32 13 (12)
32 33 (3)
32 22 (14)
32 21 (25)
32 11 (14)
43 31 (4)
43 41 (3)
43 51 (1)
43 52 (3)
43 53 (36)
43 42 (2)
43 13 (33)
43 33 (39)
43 22 (22)
43 21 (20)
43 11 (3)
31 41 (38)
31 51 (37)
31 52 (6)
31 53 (4)
31 42 (5)
31 13 (7)
31 33 (6)
31 22 (17)
31 21 (5)
31 11 (36)
41 51 (41)
41 52 (4)
41 53 (7)
41 42 (3)
41 13 (1)
41 33 (7)
41 22 (15)
41 21 (7)
41 11 (38)
51 52 (2)
51 53 (4)
51 42 (5)
51 13 (4)
51 33 (4)
51 22 (16)
51 21 (11)
51 11 (38)
52 53 (5)
52 42 (39)
52 13 (16)
52 33 (6)
52 22 (18)
52 21 (25)
52 11 (14)
53 42 (8)
53 13 (34)
53 33 (40)
53 22 (20)
53 21 (20)
53 11 (4)
42 13 (17)
42 33 (10)
42 22 (19)
42 21 (29)
42 11 (18)
13 33 (37)
13 22 (28)
13 21 (20)
13 11 (4)
33 22 (25)
33 21 (23)
33 11 (3)
22 21 (2)
22 11 (19)
21 11 (19)
23 12 32 (1)
23 12 31 (2)
23 12 41 (2)
23 12 51 (2)
23 12 52 (1)
23 12 42 (1)
23 32 43 (1)
23 32 31 (1)
23 32 41 (1)
23 32 51 (1)
23 32 52 (2)
23 32 42 (2)
23 32 13 (1)
23 32 22 (1)
23 32 21 (1)
23 43 53 (3)
23 43 13 (4)
23 43 33 (3)
23 43 22 (1)
23 31 41 (23)
23 31 51 (20)
23 31 52 (3)
23 31 53 (1)
23 31 42 (1)
23 31 33 (1)
23 31 22 (1)
23 31 21 (1)
23 31 11 (18)
23 41 51 (25)
23 41 52 (3)
23 41 53 (3)
23 41 42 (2)
23 41 33 (3)
23 41 21 (3)
23 41 11 (22)
23 51 53 (3)
23 51 42 (1)
23 51 33 (2)
23 51 22 (1)
23 51 21 (3)
23 51 11 (20)
23 52 42 (2)
23 52 33 (1)
23 52 21 (1)
23 52 11 (2)
23 53 13 (3)
23 53 33 (4)
23 53 11 (1)
23 42 21 (1)
23 42 11 (2)
23 13 33 (3)
23 13 22 (1)
23 33 11 (1)
23 22 11 (1)
23 21 11 (2)
12 32 31 (1)
12 32 51 (1)
12 32 52 (17)
12 32 42 (15)
12 32 13 (1)
12 32 33 (1)
12 32 22 (6)
12 32 21 (8)
12 43 31 (1)
12 43 51 (1)
12 43 52 (1)
12 43 53 (7)
12 43 13 (1)
12 43 33 (7)
12 43 22 (4)
12 43 21 (6)
12 43 11 (2)
12 31 41 (3)
12 31 51 (3)
12 31 52 (1)
12 31 53 (2)
12 31 42 (3)
12 31 13 (1)
12 31 33 (2)
12 31 22 (1)
12 31 21 (1)
12 41 51 (3)
12 41 53 (1)
12 41 33 (1)
12 41 22 (1)
12 41 21 (1)
12 51 52 (1)
12 51 33 (1)
12 51 22 (2)
12 51 21 (1)
12 52 53 (2)
12 52 42 (18)
12 52 13 (1)
12 52 33 (2)
12 52 22 (7)
12 52 21 (11)
12 52 11 (1)
12 53 42 (3)
12 53 13 (1)
12 53 33 (7)
12 53 22 (3)
12 53 21 (6)
12 53 11 (1)
12 42 13 (2)
12 42 33 (2)
12 42 22 (5)
12 42 21 (10)
12 42 11 (1)
12 13 21 (1)
12 13 11 (1)
12 33 22 (3)
12 33 21 (7)
12 22 11 (1)
12 21 11 (2)
32 43 41 (1)
32 43 52 (1)
32 43 42 (2)
32 43 13 (1)
32 43 33 (1)
32 43 22 (2)
32 43 21 (2)
32 43 11 (1)
32 31 41 (2)
32 31 51 (2)
32 31 52 (2)
32 31 42 (1)
32 31 13 (1)
32 31 11 (2)
32 41 51 (2)
32 41 33 (1)
32 41 22 (1)
32 41 11 (1)
32 51 52 (2)
32 51 42 (2)
32 51 13 (2)
32 51 21 (4)
32 51 11 (2)
32 52 42 (32)
32 52 13 (10)
32 52 33 (1)
32 52 22 (12)
32 52 21 (20)
32 52 11 (9)
32 53 42 (1)
32 53 21 (1)
32 53 11 (1)
32 42 13 (9)
32 42 33 (1)
32 42 22 (11)
32 42 21 (23)
32 42 11 (12)
32 13 22 (6)
32 13 21 (4)
32 13 11 (1)
32 33 22 (2)
32 33 21 (1)
32 33 11 (1)
32 22 11 (1)
32 21 11 (11)
43 31 53 (1)
43 31 13 (3)
43 31 33 (4)
43 31 22 (2)
43 31 21 (1)
43 41 53 (2)
43 41 13 (1)
43 41 33 (3)
43 41 22 (2)
43 51 33 (1)
43 51 22 (1)
43 52 53 (2)
43 52 42 (1)
43 52 13 (1)
43 52 22 (1)
43 52 21 (2)
43 53 13 (28)
43 53 33 (33)
43 53 22 (16)
43 53 21 (15)
43 53 11 (1)
43 42 21 (2)
43 42 11 (1)
43 13 33 (30)
43 13 22 (16)
43 13 21 (13)
43 13 11 (1)
43 33 22 (19)
43 33 21 (16)
43 22 21 (1)
43 22 11 (1)
43 21 11 (2)
31 41 51 (34)
31 41 52 (3)
31 41 53 (1)
31 41 42 (1)
31 41 33 (1)
31 41 22 (11)
31 41 21 (4)
31 41 11 (31)
31 51 53 (1)
31 51 42 (1)
31 51 13 (1)
31 51 22 (14)
31 51 21 (4)
31 51 11 (31)
31 52 42 (1)
31 52 13 (2)
31 52 33 (1)
31 52 22 (1)
31 52 11 (4)
31 53 42 (2)
31 53 13 (2)
31 53 33 (2)
31 42 13 (1)
31 42 33 (1)
31 42 22 (1)
31 42 11 (2)
31 13 33 (3)
31 13 22 (4)
31 13 11 (3)
31 33 22 (2)
31 33 21 (1)
31 22 11 (14)
31 21 11 (3)
41 51 53 (3)
41 51 42 (2)
41 51 33 (2)
41 51 22 (12)
41 51 21 (6)
41 51 11 (34)
41 52 53 (1)
41 52 33 (1)
41 52 22 (1)
41 52 11 (3)
41 53 13 (1)
41 53 33 (4)
41 53 22 (2)
41 53 21 (1)
41 53 11 (2)
41 42 22 (1)
41 42 11 (3)
41 13 33 (1)
41 33 22 (2)
41 33 21 (1)
41 33 11 (1)
41 22 11 (12)
41 21 11 (5)
51 52 13 (1)
51 52 21 (2)
51 53 13 (1)
51 53 33 (2)
51 53 21 (1)
51 53 11 (1)
51 42 13 (1)
51 42 22 (2)
51 42 21 (2)
51 42 11 (4)
51 13 33 (1)
51 13 22 (1)
51 13 21 (3)
51 13 11 (1)
51 33 22 (1)
51 33 21 (1)
51 33 11 (1)
51 22 11 (14)
51 21 11 (6)
52 53 42 (2)
52 53 13 (2)
52 53 22 (3)
52 53 21 (2)
52 53 11 (1)
52 42 13 (12)
52 42 33 (4)
52 42 22 (14)
52 42 21 (22)
52 42 11 (9)
52 13 33 (3)
52 13 22 (9)
52 13 21 (5)
52 13 11 (2)
52 33 22 (3)
52 33 21 (2)
52 22 11 (3)
52 21 11 (8)
53 42 13 (5)
53 42 33 (4)
53 42 22 (3)
