 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 12 (4)
23 32 (4)
23 43 (5)
23 31 (21)
23 41 (26)
23 51 (20)
23 53 (5)
23 52 (8)
23 42 (6)
23 13 (6)
23 33 (6)
23 22 (5)
23 21 (5)
23 11 (23)
12 32 (14)
12 43 (12)
12 31 (8)
12 41 (4)
12 51 (6)
12 53 (11)
12 52 (17)
12 42 (17)
12 13 (5)
12 33 (11)
12 22 (12)
12 21 (18)
12 11 (5)
32 43 (4)
32 31 (7)
32 41 (7)
32 51 (9)
32 53 (3)
32 52 (29)
32 42 (32)
32 13 (13)
32 33 (5)
32 22 (15)
32 21 (22)
32 11 (16)
43 31 (6)
43 41 (4)
43 51 (2)
43 53 (31)
43 52 (5)
43 42 (4)
43 13 (32)
43 33 (35)
43 22 (22)
43 21 (19)
43 11 (3)
31 41 (33)
31 51 (28)
31 53 (6)
31 52 (10)
31 42 (8)
31 13 (9)
31 33 (11)
31 22 (16)
31 21 (7)
31 11 (30)
41 51 (34)
41 53 (10)
41 52 (8)
41 42 (5)
41 13 (3)
41 33 (9)
41 22 (15)
41 21 (7)
41 11 (35)
51 53 (12)
51 52 (7)
51 42 (7)
51 13 (6)
51 33 (7)
51 22 (17)
51 21 (13)
51 11 (32)
53 52 (5)
53 42 (8)
53 13 (27)
53 33 (33)
53 22 (20)
53 21 (20)
53 11 (9)
52 42 (33)
52 13 (16)
52 33 (8)
52 22 (17)
52 21 (24)
52 11 (13)
42 13 (18)
42 33 (12)
42 22 (17)
42 21 (29)
42 11 (20)
13 33 (32)
13 22 (26)
13 21 (21)
13 11 (6)
33 22 (23)
33 21 (22)
33 11 (6)
22 21 (3)
22 11 (20)
21 11 (18)
23 12 32 (1)
23 12 43 (1)
23 12 31 (1)
23 12 41 (1)
23 12 51 (1)
23 12 52 (1)
23 12 42 (1)
