 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 12 (4)
23 32 (10)
23 43 (8)
23 31 (14)
23 41 (19)
23 51 (16)
23 53 (6)
23 52 (8)
23 42 (7)
23 33 (8)
23 13 (10)
23 22 (7)
23 21 (8)
23 11 (19)
12 32 (12)
12 43 (14)
12 31 (10)
12 41 (6)
12 51 (6)
12 53 (11)
12 52 (13)
12 42 (15)
12 33 (12)
12 13 (8)
12 22 (12)
12 21 (15)
12 11 (6)
32 43 (9)
32 31 (9)
32 41 (10)
32 51 (11)
32 53 (3)
32 52 (21)
32 42 (25)
32 33 (7)
32 13 (13)
32 22 (16)
32 21 (18)
32 11 (16)
43 31 (7)
43 41 (10)
43 51 (11)
43 53 (23)
43 52 (7)
43 42 (9)
43 33 (25)
43 13 (22)
43 22 (16)
43 21 (15)
43 11 (8)
31 41 (25)
31 51 (20)
31 53 (10)
31 52 (12)
31 42 (10)
31 33 (16)
31 13 (11)
31 22 (18)
31 21 (12)
31 11 (26)
41 51 (25)
41 53 (10)
41 52 (12)
41 42 (8)
41 33 (15)
41 13 (7)
41 22 (15)
41 21 (9)
41 11 (29)
51 53 (16)
51 52 (8)
51 42 (10)
51 33 (10)
51 13 (12)
51 22 (18)
51 21 (15)
51 11 (22)
53 52 (7)
53 42 (11)
53 33 (28)
53 13 (27)
53 22 (16)
53 21 (20)
53 11 (12)
52 42 (28)
52 33 (10)
52 13 (15)
52 22 (17)
52 21 (24)
52 11 (18)
42 33 (14)
42 13 (21)
42 22 (17)
42 21 (26)
42 11 (15)
33 13 (24)
33 22 (22)
33 21 (17)
33 11 (12)
13 22 (24)
13 21 (17)
13 11 (9)
22 21 (9)
22 11 (21)
21 11 (23)
23 12 32 (1)
23 12 43 (1)
23 12 53 (1)
23 12 52 (1)
23 12 42 (2)
23 12 13 (1)
23 12 22 (2)
23 12 11 (3)
23 32 43 (3)
23 32 31 (2)
23 32 41 (3)
23 32 51 (5)
23 32 53 (1)
23 32 42 (3)
23 32 33 (2)
23 32 13 (3)
23 32 22 (3)
23 32 21 (1)
23 32 11 (3)
23 43 31 (1)
23 43 51 (2)
23 43 53 (3)
23 43 42 (2)
23 43 33 (3)
23 43 13 (4)
23 43 22 (2)
23 43 21 (1)
23 43 11 (2)
23 31 41 (10)
23 31 51 (7)
23 31 52 (4)
23 31 33 (4)
23 31 13 (2)
23 31 22 (2)
23 31 21 (1)
23 31 11 (9)
23 41 51 (11)
23 41 53 (2)
23 41 52 (5)
23 41 42 (1)
23 41 33 (5)
23 41 13 (3)
23 41 22 (1)
23 41 21 (4)
23 41 11 (12)
23 51 53 (2)
23 51 52 (1)
23 51 42 (2)
23 51 33 (2)
23 51 13 (4)
23 51 22 (1)
23 51 21 (4)
23 51 11 (7)
23 53 52 (1)
23 53 33 (2)
23 53 13 (2)
23 53 21 (1)
23 53 11 (3)
23 52 42 (2)
23 52 33 (1)
23 52 13 (2)
23 52 21 (2)
23 52 11 (5)
23 42 33 (1)
23 42 13 (2)
23 42 22 (2)
23 42 21 (2)
23 42 11 (2)
23 33 13 (2)
23 33 11 (2)
23 13 22 (2)
23 13 21 (2)
23 13 11 (1)
23 22 21 (2)
23 22 11 (4)
23 21 11 (4)
12 32 43 (2)
12 32 31 (2)
12 32 41 (2)
12 32 51 (2)
12 32 52 (7)
12 32 42 (7)
12 32 33 (1)
12 32 13 (2)
12 32 22 (5)
12 32 21 (4)
12 32 11 (1)
12 43 31 (2)
12 43 41 (2)
12 43 51 (3)
12 43 53 (8)
12 43 52 (1)
12 43 42 (1)
12 43 33 (6)
12 43 13 (3)
12 43 22 (2)
12 43 21 (8)
12 43 11 (3)
12 31 41 (3)
12 31 51 (1)
12 31 53 (3)
12 31 52 (3)
12 31 42 (4)
12 31 33 (4)
12 31 13 (1)
12 31 22 (3)
12 31 21 (4)
12 41 51 (2)
12 41 42 (1)
12 41 33 (3)
12 41 13 (1)
12 41 22 (2)
12 41 21 (1)
12 41 11 (1)
12 51 53 (3)
12 51 52 (1)
12 51 42 (1)
12 51 33 (2)
12 51 13 (1)
12 51 22 (2)
12 53 52 (1)
12 53 42 (1)
12 53 33 (6)
12 53 13 (2)
12 53 22 (2)
12 53 21 (5)
12 53 11 (1)
12 52 42 (9)
12 52 33 (2)
12 52 13 (1)
12 52 22 (4)
12 52 21 (7)
12 52 11 (2)
12 42 33 (1)
12 42 13 (5)
12 42 22 (4)
12 42 21 (7)
12 42 11 (2)
12 33 13 (1)
12 33 22 (4)
12 33 21 (5)
12 33 11 (1)
12 13 22 (3)
12 13 21 (2)
12 13 11 (1)
12 22 21 (1)
12 22 11 (2)
12 21 11 (1)
32 43 41 (2)
32 43 51 (2)
32 43 53 (1)
32 43 52 (4)
32 43 42 (4)
32 43 33 (1)
32 43 13 (2)
32 43 22 (3)
32 43 21 (2)
32 43 11 (1)
32 31 41 (2)
32 31 51 (2)
32 31 52 (4)
32 31 42 (3)
32 31 33 (1)
32 31 13 (2)
32 31 22 (2)
32 31 21 (2)
32 31 11 (5)
32 41 51 (3)
32 41 53 (1)
32 41 52 (1)
32 41 42 (3)
32 41 33 (3)
32 41 13 (2)
32 41 22 (2)
32 41 21 (1)
32 41 11 (5)
32 51 52 (1)
32 51 42 (4)
32 51 33 (1)
32 51 13 (4)
32 51 22 (3)
32 51 21 (3)
32 51 11 (3)
32 53 52 (1)
32 53 42 (1)
32 53 33 (2)
32 53 13 (1)
32 53 21 (1)
32 52 42 (14)
32 52 33 (1)
32 52 13 (6)
32 52 22 (7)
32 52 21 (12)
32 52 11 (5)
32 42 33 (2)
32 42 13 (7)
32 42 22 (8)
32 42 21 (12)
32 42 11 (7)
32 33 22 (1)
32 33 21 (3)
32 33 11 (3)
32 13 22 (6)
32 13 21 (2)
32 13 11 (2)
32 22 21 (3)
32 22 11 (5)
32 21 11 (8)
43 31 41 (2)
43 31 53 (1)
43 31 33 (5)
43 31 13 (2)
43 31 22 (4)
43 31 21 (2)
43 31 11 (2)
