 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 12 (6)
23 32 (12)
23 43 (10)
23 31 (9)
23 41 (12)
23 53 (8)
23 51 (7)
23 52 (10)
23 42 (12)
23 33 (15)
23 13 (10)
23 22 (10)
23 21 (9)
23 11 (14)
12 32 (9)
12 43 (10)
12 31 (10)
12 41 (12)
12 53 (13)
12 51 (9)
12 52 (8)
12 42 (13)
12 33 (13)
12 13 (9)
12 22 (13)
12 21 (10)
12 11 (9)
32 43 (7)
32 31 (9)
32 41 (11)
32 53 (9)
32 51 (14)
32 52 (19)
32 42 (16)
32 33 (8)
32 13 (12)
32 22 (14)
32 21 (22)
32 11 (18)
43 31 (10)
43 41 (10)
43 53 (14)
43 51 (16)
43 52 (13)
43 42 (14)
43 33 (21)
43 13 (20)
43 22 (17)
43 21 (13)
43 11 (9)
31 41 (19)
31 53 (14)
31 51 (18)
31 52 (13)
31 42 (15)
31 33 (18)
31 13 (15)
31 22 (18)
31 21 (13)
31 11 (19)
41 53 (11)
41 51 (19)
41 52 (12)
41 42 (12)
41 33 (15)
41 13 (12)
41 22 (18)
41 21 (12)
41 11 (25)
53 51 (18)
53 52 (11)
53 42 (15)
53 33 (17)
53 13 (21)
53 22 (14)
53 21 (18)
53 11 (17)
51 52 (8)
51 42 (15)
51 33 (14)
51 13 (15)
51 22 (16)
51 21 (14)
51 11 (17)
52 42 (18)
52 33 (15)
52 13 (18)
52 22 (17)
52 21 (24)
52 11 (14)
42 33 (16)
42 13 (19)
42 22 (19)
42 21 (17)
42 11 (15)
33 13 (18)
33 22 (16)
33 21 (17)
33 11 (17)
13 22 (18)
13 21 (17)
13 11 (16)
22 21 (17)
22 11 (21)
21 11 (25)
23 12 32 (1)
23 12 43 (1)
23 12 31 (1)
23 12 41 (1)
23 12 53 (2)
23 12 52 (1)
23 12 42 (2)
23 12 13 (3)
23 12 22 (3)
23 12 11 (3)
23 32 43 (2)
23 32 41 (3)
23 32 53 (4)
23 32 51 (3)
23 32 52 (2)
23 32 42 (5)
23 32 33 (3)
23 32 13 (1)
23 32 22 (3)
23 32 21 (5)
23 32 11 (4)
23 43 31 (3)
23 43 41 (1)
23 43 53 (1)
23 43 51 (2)
23 43 52 (1)
23 43 42 (3)
23 43 33 (6)
23 43 13 (5)
23 43 22 (3)
23 43 21 (1)
23 43 11 (1)
23 31 41 (3)
23 31 51 (1)
23 31 52 (3)
23 31 42 (3)
23 31 33 (6)
23 31 22 (2)
23 31 21 (1)
23 31 11 (4)
23 41 53 (2)
23 41 51 (4)
23 41 52 (3)
23 41 42 (1)
23 41 33 (6)
23 41 13 (2)
23 41 22 (3)
23 41 21 (2)
23 41 11 (5)
23 53 52 (2)
23 53 42 (1)
23 53 33 (2)
23 53 13 (2)
23 53 22 (1)
23 53 21 (3)
23 53 11 (4)
23 51 52 (1)
23 51 42 (2)
23 51 33 (2)
23 51 13 (1)
23 51 22 (1)
23 51 21 (2)
23 51 11 (2)
23 52 42 (3)
23 52 33 (4)
23 52 13 (5)
23 52 21 (3)
23 52 11 (2)
23 42 33 (4)
23 42 13 (3)
23 42 22 (3)
23 42 21 (3)
23 42 11 (3)
23 33 13 (5)
23 33 22 (2)
23 33 11 (5)
23 13 22 (2)
23 13 11 (1)
23 22 21 (3)
23 22 11 (4)
23 21 11 (4)
12 32 43 (2)
12 32 31 (2)
12 32 41 (2)
12 32 53 (1)
12 32 51 (3)
12 32 52 (3)
12 32 42 (2)
12 32 13 (2)
12 32 22 (5)
12 32 21 (3)
12 32 11 (1)
12 43 31 (1)
12 43 41 (2)
12 43 53 (2)
12 43 51 (3)
12 43 52 (3)
12 43 42 (3)
12 43 33 (3)
12 43 13 (2)
12 43 22 (2)
12 43 21 (4)
12 43 11 (2)
12 31 41 (4)
12 31 53 (3)
12 31 51 (1)
12 31 52 (2)
12 31 42 (4)
12 31 33 (4)
12 31 13 (1)
12 31 22 (5)
12 31 21 (1)
12 31 11 (1)
12 41 53 (5)
12 41 51 (3)
12 41 42 (2)
12 41 33 (4)
12 41 13 (2)
12 41 22 (3)
12 41 21 (3)
12 41 11 (5)
12 53 51 (4)
12 53 52 (3)
12 53 42 (4)
12 53 33 (5)
12 53 13 (2)
12 53 22 (2)
12 53 21 (2)
12 53 11 (4)
12 51 52 (1)
12 51 42 (4)
12 51 33 (4)
12 51 13 (1)
12 51 22 (1)
12 51 11 (2)
12 52 33 (3)
12 52 13 (1)
12 52 22 (3)
12 52 21 (4)
12 42 33 (5)
12 42 13 (5)
12 42 22 (4)
12 42 21 (3)
12 42 11 (1)
12 33 13 (2)
12 33 22 (2)
12 33 21 (5)
12 33 11 (2)
12 13 22 (2)
12 13 21 (2)
12 13 11 (2)
12 22 21 (3)
12 22 11 (4)
32 43 41 (1)
32 43 51 (3)
32 43 52 (3)
32 43 42 (2)
32 43 33 (2)
32 43 13 (2)
32 43 22 (2)
32 43 21 (2)
32 31 41 (2)
32 31 53 (1)
32 31 51 (3)
32 31 52 (4)
32 31 42 (1)
32 31 13 (3)
32 31 22 (2)
32 31 21 (4)
32 31 11 (5)
32 41 53 (1)
32 41 51 (4)
32 41 52 (2)
32 41 42 (3)
32 41 33 (3)
32 41 13 (3)
32 41 22 (3)
32 41 21 (2)
32 41 11 (4)
32 53 51 (2)
32 53 52 (3)
32 53 42 (2)
32 53 33 (1)
32 53 21 (7)
32 53 11 (5)
32 51 52 (3)
32 51 42 (3)
32 51 33 (1)
32 51 13 (3)
32 51 22 (5)
32 51 21 (6)
32 51 11 (3)
32 52 42 (7)
32 52 33 (2)
32 52 13 (4)
32 52 22 (6)
32 52 21 (13)
32 52 11 (5)
32 42 33 (2)
32 42 13 (5)
32 42 22 (3)
32 42 21 (8)
32 42 11 (5)
32 33 13 (2)
32 33 22 (2)
32 33 21 (1)
32 33 11 (5)
32 13 22 (4)
32 13 21 (2)
32 13 11 (5)
32 22 21 (4)
32 22 11 (3)
32 21 11 (9)
43 31 41 (2)
43 31 53 (2)
43 31 51 (1)
43 31 52 (1)
43 31 42 (2)
43 31 33 (6)
43 31 13 (4)
43 31 22 (5)
43 31 21 (2)
43 31 11 (1)
43 41 53 (1)
43 41 51 (5)
