 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
52 (50)
53 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 12 (4)
23 32 (2)
23 43 (5)
23 31 (28)
23 41 (29)
23 51 (27)
23 52 (3)
23 53 (7)
23 42 (2)
23 13 (5)
23 33 (5)
23 22 (1)
23 21 (2)
23 11 (24)
12 32 (19)
12 43 (9)
12 31 (4)
12 41 (3)
12 51 (5)
12 52 (21)
12 53 (11)
12 42 (23)
12 13 (1)
12 33 (12)
12 22 (9)
12 21 (22)
12 11 (1)
32 31 (2)
32 41 (1)
32 51 (3)
32 52 (41)
32 53 (1)
32 42 (43)
32 13 (12)
32 33 (2)
32 22 (12)
32 21 (29)
32 11 (13)
43 31 (1)
43 41 (3)
43 51 (1)
43 52 (1)
43 53 (43)
43 13 (35)
43 33 (45)
43 22 (23)
43 21 (17)
43 11 (1)
31 41 (44)
31 51 (44)
31 52 (3)
31 53 (1)
31 42 (3)
31 13 (4)
31 33 (1)
31 22 (19)
31 21 (4)
31 11 (42)
41 51 (44)
41 52 (3)
41 53 (5)
41 42 (1)
41 13 (1)
41 33 (3)
41 22 (18)
41 21 (4)
41 11 (41)
51 52 (2)
51 53 (2)
51 42 (1)
51 13 (3)
51 33 (1)
51 22 (20)
51 21 (6)
51 11 (41)
52 53 (1)
52 42 (45)
52 13 (15)
52 33 (5)
52 22 (15)
52 21 (30)
52 11 (15)
53 42 (5)
53 13 (35)
53 33 (46)
53 22 (22)
53 21 (20)
53 11 (1)
42 13 (18)
42 33 (10)
42 22 (15)
42 21 (35)
42 11 (15)
13 33 (39)
13 22 (28)
13 21 (20)
13 11 (4)
33 22 (26)
33 21 (23)
33 11 (2)
22 11 (20)
21 11 (16)
23 12 32 (1)
23 12 31 (2)
23 12 41 (3)
23 12 51 (3)
23 12 52 (1)
23 12 53 (1)
23 12 42 (1)
23 32 31 (1)
23 32 41 (1)
23 32 51 (1)
23 32 52 (1)
23 32 42 (1)
23 43 53 (5)
23 43 13 (5)
23 43 33 (5)
23 31 41 (27)
23 31 51 (25)
23 31 52 (2)
23 31 53 (1)
