 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 12 (6)
23 32 (8)
23 43 (8)
23 31 (11)
23 41 (17)
23 51 (12)
23 53 (6)
23 52 (8)
23 42 (13)
23 33 (10)
23 13 (9)
23 22 (9)
23 21 (8)
23 11 (19)
12 32 (10)
12 43 (12)
12 31 (9)
12 41 (8)
12 51 (7)
12 53 (12)
12 52 (12)
12 42 (11)
12 33 (11)
12 13 (12)
12 22 (14)
12 21 (13)
12 11 (7)
32 43 (12)
32 31 (8)
32 41 (10)
32 51 (12)
32 53 (7)
32 52 (23)
32 42 (19)
32 33 (8)
32 13 (10)
32 22 (13)
32 21 (21)
32 11 (19)
43 31 (10)
43 41 (10)
43 51 (13)
43 53 (19)
43 52 (12)
43 42 (10)
43 33 (21)
43 13 (19)
43 22 (18)
43 21 (12)
43 11 (8)
31 41 (22)
31 51 (19)
31 53 (10)
31 52 (13)
31 42 (12)
31 33 (19)
31 13 (13)
31 22 (23)
31 21 (10)
31 11 (21)
41 51 (23)
41 53 (11)
41 52 (10)
41 42 (12)
41 33 (16)
41 13 (9)
41 22 (13)
41 21 (13)
41 11 (26)
51 53 (18)
51 52 (7)
51 42 (14)
51 33 (12)
51 13 (11)
51 22 (15)
51 21 (17)
51 11 (20)
53 52 (10)
53 42 (14)
53 33 (21)
53 13 (23)
53 22 (15)
53 21 (19)
53 11 (15)
52 42 (20)
52 33 (14)
52 13 (16)
52 22 (16)
52 21 (25)
52 11 (14)
42 33 (15)
42 13 (22)
42 22 (17)
42 21 (20)
42 11 (17)
33 13 (21)
33 22 (20)
33 21 (18)
33 11 (14)
13 22 (24)
13 21 (17)
13 11 (14)
22 21 (12)
22 11 (19)
21 11 (23)
23 12 43 (1)
23 12 31 (1)
23 12 41 (1)
23 12 53 (2)
23 12 52 (1)
23 12 42 (3)
23 12 13 (3)
23 12 22 (3)
23 12 11 (3)
23 32 43 (3)
23 32 41 (2)
23 32 51 (3)
23 32 53 (2)
23 32 52 (1)
23 32 42 (4)
23 32 33 (2)
23 32 13 (1)
23 32 22 (2)
23 32 21 (2)
23 32 11 (2)
23 43 31 (2)
23 43 41 (1)
23 43 51 (1)
23 43 53 (1)
23 43 52 (1)
23 43 42 (3)
23 43 33 (3)
23 43 13 (4)
23 43 22 (2)
23 43 11 (2)
23 31 41 (7)
23 31 51 (3)
23 31 52 (3)
23 31 42 (2)
23 31 33 (5)
23 31 22 (3)
23 31 21 (1)
23 31 11 (6)
23 41 51 (9)
23 41 53 (3)
23 41 52 (3)
23 41 42 (3)
23 41 33 (5)
23 41 13 (2)
23 41 22 (1)
23 41 21 (4)
23 41 11 (10)
23 51 53 (2)
23 51 52 (1)
23 51 42 (3)
23 51 33 (1)
23 51 13 (2)
23 51 22 (1)
23 51 21 (4)
23 51 11 (6)
23 53 52 (1)
23 53 33 (1)
23 53 22 (1)
23 53 21 (1)
23 53 11 (4)
23 52 42 (2)
23 52 33 (4)
23 52 13 (3)
23 52 21 (2)
23 52 11 (2)
23 42 33 (3)
23 42 13 (5)
23 42 22 (4)
23 42 21 (2)
23 42 11 (5)
23 33 13 (2)
23 33 11 (4)
23 13 22 (2)
23 13 21 (1)
23 13 11 (2)
23 22 21 (2)
23 22 11 (6)
23 21 11 (5)
12 32 43 (3)
12 32 31 (2)
12 32 41 (1)
12 32 51 (3)
12 32 53 (1)
12 32 52 (6)
12 32 42 (3)
12 32 33 (1)
12 32 13 (2)
12 32 22 (3)
12 32 21 (5)
12 43 31 (1)
12 43 41 (2)
12 43 51 (2)
12 43 53 (5)
12 43 52 (3)
12 43 42 (1)
12 43 33 (3)
12 43 13 (5)
12 43 22 (3)
12 43 21 (5)
12 43 11 (2)
12 31 41 (4)
12 31 51 (2)
12 31 53 (1)
12 31 52 (3)
12 31 42 (2)
12 31 33 (4)
12 31 13 (1)
12 31 22 (4)
12 31 21 (1)
12 31 11 (1)
12 41 51 (3)
12 41 53 (1)
12 41 42 (1)
12 41 33 (3)
12 41 13 (1)
