 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 12 (6)
23 32 (8)
23 43 (8)
23 31 (14)
23 41 (18)
23 51 (15)
23 53 (6)
23 52 (8)
23 42 (8)
23 33 (11)
23 13 (9)
23 22 (9)
23 21 (8)
23 11 (16)
12 32 (11)
12 43 (14)
12 31 (11)
12 41 (9)
12 51 (6)
12 53 (11)
12 52 (12)
12 42 (10)
12 33 (10)
12 13 (9)
12 22 (13)
12 21 (14)
12 11 (8)
32 43 (10)
32 31 (6)
32 41 (8)
32 51 (10)
32 53 (4)
32 52 (25)
32 42 (24)
32 33 (7)
32 13 (13)
32 22 (15)
32 21 (21)
32 11 (18)
43 31 (12)
43 41 (11)
43 51 (11)
43 53 (20)
43 52 (8)
43 42 (9)
43 33 (23)
43 13 (20)
43 22 (18)
43 21 (12)
43 11 (8)
31 41 (24)
31 51 (20)
31 53 (13)
31 52 (9)
31 42 (10)
31 33 (17)
31 13 (12)
31 22 (18)
31 21 (12)
31 11 (22)
41 51 (24)
41 53 (13)
41 52 (11)
41 42 (9)
41 33 (16)
41 13 (8)
41 22 (13)
41 21 (9)
41 11 (27)
51 53 (16)
51 52 (8)
51 42 (14)
51 33 (11)
51 13 (14)
51 22 (16)
51 21 (16)
51 11 (19)
53 52 (9)
53 42 (12)
53 33 (25)
53 13 (23)
53 22 (17)
53 21 (18)
53 11 (13)
52 42 (24)
52 33 (13)
52 13 (15)
52 22 (17)
52 21 (25)
52 11 (16)
42 33 (13)
42 13 (20)
42 22 (16)
42 21 (26)
42 11 (21)
33 13 (23)
33 22 (22)
33 21 (16)
33 11 (13)
13 22 (25)
13 21 (17)
13 11 (12)
22 21 (10)
22 11 (19)
21 11 (24)
23 12 32 (1)
23 12 43 (1)
23 12 31 (2)
23 12 41 (2)
23 12 53 (2)
23 12 42 (1)
23 12 33 (1)
23 12 13 (1)
23 12 22 (4)
23 12 11 (3)
23 32 43 (3)
23 32 31 (1)
23 32 41 (1)
23 32 51 (3)
23 32 53 (2)
23 32 52 (2)
23 32 42 (3)
23 32 33 (1)
23 32 13 (2)
23 32 22 (2)
23 32 21 (1)
23 32 11 (2)
23 43 31 (3)
23 43 41 (1)
23 43 51 (2)
23 43 53 (1)
23 43 52 (1)
23 43 42 (2)
23 43 33 (3)
23 43 13 (3)
23 43 22 (2)
23 43 11 (2)
23 31 41 (9)
23 31 51 (6)
23 31 53 (1)
23 31 52 (3)
23 31 33 (5)
23 31 13 (2)
23 31 22 (2)
23 31 21 (2)
23 31 11 (6)
23 41 51 (11)
23 41 53 (3)
23 41 52 (3)
23 41 42 (1)
23 41 33 (6)
23 41 13 (2)
23 41 22 (2)
23 41 21 (4)
23 41 11 (9)
23 51 53 (2)
23 51 52 (1)
23 51 42 (3)
23 51 33 (2)
23 51 13 (5)
23 51 22 (1)
23 51 21 (4)
23 51 11 (5)
23 53 52 (1)
23 53 33 (1)
23 53 22 (1)
23 53 21 (1)
23 53 11 (3)
23 52 42 (2)
23 52 33 (4)
23 52 13 (2)
23 52 21 (2)
23 52 11 (3)
23 42 33 (2)
23 42 13 (3)
23 42 22 (2)
23 42 21 (2)
23 42 11 (3)
23 33 13 (3)
23 33 22 (2)
23 33 11 (3)
23 13 22 (3)
23 13 21 (1)
23 22 21 (2)
23 22 11 (4)
23 21 11 (5)
12 32 43 (3)
12 32 31 (1)
12 32 41 (1)
12 32 51 (2)
12 32 53 (1)
12 32 52 (6)
12 32 42 (5)
12 32 33 (1)
12 32 13 (2)
12 32 22 (4)
12 32 21 (5)
12 32 11 (1)
12 43 31 (4)
12 43 41 (3)
12 43 51 (2)
12 43 53 (5)
12 43 52 (2)
12 43 42 (2)
12 43 33 (3)
12 43 13 (4)
12 43 22 (3)
12 43 21 (7)
12 43 11 (3)
12 31 41 (5)
12 31 51 (2)
12 31 53 (3)
12 31 52 (2)
12 31 42 (2)
12 31 33 (4)
12 31 13 (1)
12 31 22 (3)
12 31 21 (2)
12 31 11 (2)
12 41 51 (3)
