 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 12 (7)
23 32 (12)
23 43 (11)
23 31 (11)
23 41 (11)
23 51 (8)
23 53 (10)
23 52 (8)
23 42 (13)
23 33 (11)
23 13 (10)
23 22 (12)
23 21 (10)
23 11 (10)
12 32 (10)
12 43 (10)
12 31 (7)
12 41 (12)
12 51 (12)
12 53 (9)
12 52 (9)
12 42 (11)
12 33 (14)
12 13 (8)
12 22 (12)
12 21 (10)
12 11 (13)
32 43 (11)
32 31 (11)
32 41 (12)
32 51 (12)
32 53 (10)
32 52 (19)
32 42 (14)
32 33 (11)
32 13 (11)
32 22 (12)
32 21 (15)
32 11 (20)
43 31 (8)
43 41 (9)
43 51 (17)
43 53 (15)
43 52 (12)
43 42 (12)
43 33 (19)
43 13 (17)
43 22 (19)
43 21 (12)
43 11 (12)
31 41 (17)
31 51 (14)
31 53 (17)
31 52 (14)
31 42 (18)
31 33 (17)
31 13 (16)
31 22 (16)
31 21 (18)
31 11 (16)
41 51 (18)
41 53 (9)
41 52 (12)
41 42 (13)
41 33 (21)
41 13 (14)
41 22 (18)
41 21 (12)
41 11 (22)
51 53 (16)
51 52 (9)
51 42 (14)
51 33 (17)
51 13 (14)
51 22 (15)
51 21 (17)
51 11 (17)
53 52 (14)
53 42 (14)
53 33 (15)
53 13 (21)
53 22 (13)
53 21 (18)
53 11 (19)
52 42 (22)
52 33 (14)
52 13 (14)
52 22 (19)
52 21 (19)
52 11 (15)
42 33 (13)
42 13 (15)
42 22 (19)
42 21 (21)
42 11 (17)
33 13 (22)
33 22 (14)
33 21 (16)
33 11 (16)
13 22 (21)
13 21 (19)
13 11 (18)
22 21 (19)
22 11 (19)
21 11 (22)
23 12 32 (1)
23 12 43 (1)
23 12 31 (1)
23 12 41 (2)
23 12 51 (1)
23 12 53 (3)
23 12 52 (1)
23 12 42 (2)
23 12 33 (1)
23 12 13 (2)
23 12 22 (3)
23 12 11 (3)
23 32 43 (3)
23 32 31 (3)
23 32 41 (4)
23 32 51 (3)
23 32 53 (2)
23 32 52 (1)
23 32 42 (5)
23 32 33 (4)
23 32 13 (3)
23 32 22 (2)
23 32 21 (3)
23 32 11 (2)
23 43 31 (3)
23 43 41 (1)
23 43 51 (2)
23 43 53 (1)
23 43 52 (1)
23 43 42 (5)
23 43 33 (5)
23 43 13 (4)
23 43 22 (5)
23 43 21 (1)
23 43 11 (1)
23 31 41 (4)
23 31 51 (2)
23 31 53 (2)
23 31 52 (2)
23 31 42 (5)
23 31 33 (4)
23 31 22 (2)
23 31 21 (4)
23 31 11 (1)
23 41 51 (5)
23 41 53 (1)
23 41 52 (1)
23 41 42 (1)
23 41 33 (4)
23 41 13 (3)
23 41 22 (2)
23 41 21 (2)
23 41 11 (3)
23 51 53 (1)
23 51 42 (2)
23 51 13 (1)
23 51 22 (3)
23 51 21 (2)
23 51 11 (2)
23 53 52 (3)
23 53 42 (3)
23 53 33 (2)
23 53 13 (3)
23 53 22 (2)
23 53 21 (3)
23 53 11 (4)
23 52 42 (3)
23 52 33 (2)
23 52 13 (4)
23 52 22 (1)
23 52 21 (3)
23 52 11 (2)
23 42 33 (2)
23 42 13 (2)
23 42 22 (3)
23 42 21 (4)
23 42 11 (2)
23 33 13 (5)
23 33 22 (2)
23 33 21 (1)
23 33 11 (1)
23 13 22 (3)
23 22 21 (3)
23 22 11 (5)
23 21 11 (4)
12 32 43 (4)
12 32 31 (2)
12 32 41 (1)
12 32 51 (3)
12 32 53 (1)
12 32 52 (5)
12 32 42 (1)
12 32 13 (1)
12 32 22 (5)
12 32 21 (2)
12 32 11 (4)
12 43 41 (1)
12 43 51 (4)
12 43 53 (1)
12 43 52 (5)
12 43 42 (3)
12 43 33 (3)
12 43 22 (2)
12 43 21 (3)
12 43 11 (3)
12 31 41 (2)
12 31 51 (2)
12 31 53 (3)
12 31 52 (1)
12 31 42 (1)
12 31 33 (2)
12 31 13 (2)
12 31 22 (2)
12 31 21 (1)
12 31 11 (2)
12 41 51 (4)
12 41 53 (2)
12 41 42 (3)
12 41 33 (7)
12 41 13 (2)
12 41 22 (3)
12 41 21 (4)
12 41 11 (5)
12 51 53 (3)
12 51 52 (3)
12 51 42 (5)
12 51 33 (5)
12 51 13 (1)
12 51 22 (1)
12 51 21 (1)
12 51 11 (3)
12 53 52 (2)
12 53 42 (2)
12 53 33 (2)
12 53 13 (3)
12 53 22 (1)
12 53 21 (1)
12 53 11 (3)
12 52 42 (2)
12 52 33 (1)
12 52 13 (1)
12 52 22 (3)
12 52 21 (2)
12 52 11 (1)
12 42 33 (4)
12 42 13 (1)
12 42 22 (3)
12 42 21 (3)
12 42 11 (3)
12 33 13 (4)
12 33 22 (3)
12 33 21 (6)
12 33 11 (4)
12 13 22 (3)
12 13 21 (2)
12 13 11 (2)
12 22 21 (3)
12 22 11 (4)
12 21 11 (2)
32 43 51 (4)
32 43 53 (2)
32 43 52 (4)
32 43 42 (2)
32 43 33 (3)
32 43 13 (3)
32 43 22 (3)
32 43 21 (1)
32 43 11 (4)
32 31 41 (4)
32 31 51 (2)
32 31 53 (2)
32 31 52 (3)
32 31 42 (3)
32 31 33 (2)
32 31 13 (2)
32 31 22 (3)
