 (150)
23 (36)
12 (36)
32 (45)
43 (46)
41 (50)
51 (50)
31 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 41 (22)
23 51 (23)
23 31 (24)
23 11 (21)
12 52 (20)
32 52 (34)
32 42 (35)
32 21 (27)
43 53 (35)
43 13 (27)
43 33 (32)
43 22 (21)
41 51 (38)
41 31 (38)
41 11 (38)
51 31 (38)
51 11 (37)
31 11 (37)
53 13 (32)
53 33 (35)
53 22 (25)
53 21 (20)
52 42 (40)
52 21 (29)
42 21 (30)
13 33 (31)
13 22 (27)
33 22 (23)
33 21 (22)
23 41 31 (20)
23 51 31 (20)
32 52 42 (31)
32 52 21 (22)
32 42 21 (21)
43 53 13 (24)
43 53 33 (27)
43 13 33 (20)
41 51 31 (33)
41 51 11 (33)
41 31 11 (32)
51 31 11 (31)
53 13 33 (25)
52 42 21 (22)
41 51 31 11 (28)
