 (150)
23 (36)
12 (36)
32 (45)
43 (46)
41 (50)
51 (50)
31 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 41 (20)
23 51 (22)
23 31 (23)
23 11 (20)
32 52 (32)
32 42 (34)
32 21 (27)
43 53 (31)
43 13 (25)
43 33 (30)
41 51 (37)
41 31 (35)
41 11 (38)
51 31 (36)
51 11 (36)
31 11 (36)
53 13 (30)
53 33 (35)
53 22 (23)
53 21 (20)
52 42 (39)
52 21 (26)
42 22 (20)
42 21 (28)
13 33 (30)
13 22 (28)
33 22 (23)
33 21 (23)
32 52 42 (29)
32 52 21 (20)
32 42 21 (20)
43 53 33 (24)
41 51 31 (30)
41 51 11 (32)
41 31 11 (29)
51 31 11 (29)
53 13 33 (23)
52 42 21 (20)
41 51 31 11 (25)
