 (150)
23 (36)
12 (36)
32 (45)
43 (46)
41 (50)
51 (50)
31 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 41 (24)
23 51 (21)
23 31 (23)
23 11 (20)
32 52 (30)
32 42 (31)
32 21 (24)
43 53 (26)
43 13 (24)
43 33 (27)
41 51 (32)
41 31 (32)
41 11 (33)
51 31 (30)
51 11 (33)
31 11 (33)
53 13 (29)
53 33 (32)
53 22 (26)
53 21 (20)
52 42 (37)
52 21 (24)
42 22 (20)
42 21 (27)
13 33 (31)
13 22 (27)
33 22 (22)
33 21 (26)
32 52 42 (26)
43 53 33 (20)
41 51 31 (23)
41 51 11 (26)
41 31 11 (24)
51 31 11 (23)
53 13 33 (21)
