 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (25)
23 41 (22)
23 51 (23)
23 11 (21)
12 52 (21)
32 52 (35)
32 42 (35)
32 21 (27)
43 53 (37)
43 13 (30)
43 33 (33)
43 22 (22)
31 41 (39)
31 51 (39)
31 11 (38)
41 51 (39)
41 11 (38)
51 11 (38)
53 13 (32)
53 33 (35)
53 22 (25)
53 21 (20)
52 42 (41)
52 21 (29)
42 21 (30)
13 33 (32)
13 22 (27)
33 22 (22)
33 21 (22)
23 31 41 (21)
23 31 51 (21)
32 52 42 (32)
32 52 21 (22)
32 42 21 (21)
43 53 13 (27)
43 53 33 (29)
43 13 33 (23)
31 41 51 (34)
31 41 11 (33)
31 51 11 (32)
41 51 11 (34)
53 13 33 (26)
52 42 21 (22)
43 53 13 33 (22)
31 41 51 11 (29)
