 (150)
23 (36)
12 (36)
32 (45)
43 (46)
41 (50)
51 (50)
31 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 41 (24)
23 51 (21)
23 31 (23)
23 11 (20)
32 52 (29)
32 42 (30)
32 21 (24)
43 53 (26)
43 13 (24)
43 33 (27)
41 51 (31)
41 31 (32)
41 11 (33)
51 31 (30)
51 11 (33)
31 11 (33)
53 13 (28)
53 33 (29)
53 22 (26)
53 21 (20)
52 42 (37)
52 21 (23)
42 22 (20)
42 21 (27)
13 33 (32)
13 22 (27)
33 22 (20)
33 21 (27)
32 52 42 (24)
43 53 33 (20)
41 51 31 (23)
41 51 11 (25)
41 31 11 (24)
51 31 11 (23)
