 (150)
23 (36)
12 (36)
32 (45)
43 (46)
41 (50)
51 (50)
31 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 41 (24)
23 51 (21)
23 31 (23)
23 11 (20)
32 52 (32)
32 42 (33)
32 21 (25)
43 53 (26)
43 13 (24)
43 33 (27)
41 51 (33)
41 31 (33)
41 11 (33)
51 31 (32)
51 11 (34)
31 11 (34)
53 13 (29)
53 33 (32)
53 22 (26)
53 21 (20)
52 42 (37)
52 21 (23)
42 22 (20)
42 21 (26)
13 33 (31)
13 22 (27)
33 22 (22)
33 21 (26)
32 52 42 (28)
43 53 33 (20)
41 51 31 (25)
41 51 11 (27)
41 31 11 (25)
51 31 11 (25)
53 13 33 (21)
41 51 31 11 (20)
