 (150)
23 (36)
12 (36)
32 (45)
43 (46)
41 (50)
51 (50)
31 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 41 (21)
23 51 (21)
23 31 (23)
32 52 (32)
32 42 (34)
32 21 (27)
43 53 (28)
43 13 (25)
43 33 (29)
41 51 (34)
41 31 (34)
41 11 (36)
51 31 (34)
51 11 (35)
31 11 (35)
53 13 (30)
53 33 (33)
53 22 (25)
52 42 (39)
52 21 (25)
42 21 (27)
13 33 (30)
13 22 (28)
33 22 (22)
33 21 (24)
32 52 42 (29)
32 52 21 (20)
32 42 21 (20)
43 53 33 (22)
41 51 31 (27)
41 51 11 (29)
41 31 11 (27)
51 31 11 (27)
53 13 33 (21)
41 51 31 11 (22)
