 (150)
12 (36)
23 (36)
32 (45)
43 (46)
31 (50)
41 (50)
52 (50)
53 (50)
51 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
12 32 (11)
12 43 (10)
12 31 (11)
12 41 (11)
12 52 (13)
12 42 (13)
12 22 (15)
12 21 (12)
12 11 (10)
23 31 (11)
23 52 (12)
23 53 (14)
23 51 (13)
23 42 (11)
23 13 (12)
23 21 (12)
23 11 (13)
32 31 (12)
32 41 (10)
32 52 (14)
32 53 (16)
32 42 (17)
32 33 (17)
32 13 (10)
32 22 (13)
32 21 (17)
32 11 (18)
43 31 (15)
43 41 (12)
43 52 (12)
43 53 (15)
43 51 (13)
43 42 (16)
43 33 (13)
43 13 (18)
43 22 (15)
43 21 (14)
43 11 (16)
31 41 (15)
31 52 (12)
31 53 (16)
31 51 (13)
31 33 (20)
31 13 (16)
31 22 (17)
31 21 (15)
31 11 (19)
41 52 (19)
41 53 (12)
41 51 (16)
41 42 (15)
41 33 (18)
41 13 (16)
41 22 (17)
41 21 (13)
41 11 (19)
52 53 (13)
52 51 (14)
52 42 (16)
52 33 (12)
52 13 (13)
52 22 (17)
52 21 (17)
52 11 (16)
53 51 (12)
53 33 (19)
53 13 (16)
53 22 (16)
53 21 (18)
53 11 (18)
51 42 (18)
51 33 (20)
51 13 (18)
51 22 (13)
51 21 (18)
51 11 (15)
42 33 (14)
42 13 (25)
42 22 (18)
42 21 (20)
42 11 (16)
33 13 (17)
33 22 (19)
33 21 (15)
33 11 (23)
13 22 (19)
13 21 (15)
13 11 (17)
22 21 (23)
22 11 (17)
21 11 (19)
31 33 11 (10)
