 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (12)
23 41 (14)
23 51 (13)
23 52 (10)
23 42 (10)
23 13 (11)
23 22 (12)
23 21 (13)
23 11 (11)
12 32 (11)
12 41 (12)
12 53 (10)
12 51 (10)
12 42 (14)
12 33 (14)
12 22 (15)
12 21 (13)
32 43 (11)
32 31 (10)
32 53 (16)
32 52 (17)
32 42 (17)
32 33 (11)
32 13 (15)
32 22 (16)
32 21 (16)
32 11 (15)
43 31 (13)
43 41 (14)
43 53 (14)
43 52 (12)
43 42 (14)
43 33 (15)
43 13 (15)
43 22 (18)
43 21 (15)
43 11 (19)
31 41 (17)
31 53 (16)
31 51 (20)
31 42 (13)
31 33 (18)
31 13 (16)
31 22 (14)
31 21 (13)
31 11 (22)
41 53 (14)
41 51 (19)
41 52 (12)
41 33 (14)
41 13 (16)
41 22 (20)
41 11 (24)
53 51 (12)
53 52 (15)
53 42 (12)
53 33 (18)
53 13 (19)
53 22 (15)
53 21 (14)
53 11 (16)
51 52 (11)
51 42 (16)
51 33 (18)
51 13 (15)
51 22 (13)
51 21 (15)
51 11 (22)
52 42 (18)
52 33 (13)
52 13 (17)
52 22 (16)
52 21 (24)
52 11 (19)
42 33 (15)
42 13 (21)
42 22 (19)
42 21 (24)
42 11 (16)
33 13 (17)
33 22 (19)
33 21 (22)
33 11 (19)
13 22 (18)
13 21 (18)
13 11 (14)
22 21 (17)
22 11 (16)
21 11 (16)
31 41 11 (10)
31 51 11 (10)
41 51 11 (10)
