 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (10)
23 41 (16)
23 51 (11)
23 52 (11)
23 42 (10)
23 13 (11)
23 22 (12)
23 21 (12)
23 11 (14)
12 32 (12)
12 31 (11)
12 41 (12)
12 53 (10)
12 51 (14)
12 52 (10)
12 42 (14)
12 33 (11)
12 13 (10)
12 22 (10)
12 21 (14)
32 31 (10)
32 53 (14)
32 51 (10)
32 52 (18)
32 42 (20)
32 33 (11)
32 13 (14)
32 22 (15)
32 21 (14)
32 11 (17)
43 31 (12)
43 41 (17)
43 53 (18)
43 52 (10)
43 42 (10)
43 33 (18)
43 13 (16)
43 22 (22)
43 21 (13)
43 11 (17)
31 41 (18)
31 53 (17)
31 51 (20)
31 42 (13)
31 33 (19)
31 13 (13)
31 22 (13)
31 21 (15)
31 11 (21)
41 53 (11)
41 51 (20)
41 52 (15)
41 33 (12)
41 13 (16)
41 22 (18)
41 21 (11)
41 11 (19)
53 51 (14)
53 52 (13)
53 42 (11)
53 33 (22)
53 13 (15)
53 22 (16)
53 21 (13)
53 11 (17)
51 52 (10)
51 42 (15)
51 33 (15)
51 13 (14)
51 22 (13)
51 21 (12)
51 11 (23)
52 42 (17)
52 33 (12)
52 13 (18)
52 22 (17)
52 21 (24)
52 11 (17)
42 33 (13)
42 13 (22)
42 22 (21)
42 21 (25)
42 11 (18)
33 13 (19)
33 22 (20)
33 21 (22)
33 11 (17)
13 22 (18)
13 21 (19)
13 11 (15)
22 21 (17)
22 11 (16)
21 11 (17)
52 13 21 (11)
