 (150)
12 (36)
23 (36)
32 (45)
43 (46)
31 (50)
41 (50)
52 (50)
53 (50)
51 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
12 32 (10)
12 41 (11)
12 52 (12)
12 42 (12)
12 33 (10)
12 22 (16)
12 21 (11)
12 11 (11)
23 31 (10)
23 52 (10)
23 53 (13)
23 51 (11)
23 42 (13)
23 13 (10)
23 21 (13)
23 11 (17)
32 31 (12)
32 41 (13)
32 52 (14)
32 53 (14)
32 51 (11)
32 42 (18)
32 33 (17)
32 13 (11)
32 22 (14)
32 21 (12)
32 11 (17)
43 31 (14)
43 41 (12)
43 52 (12)
43 53 (16)
43 51 (12)
43 42 (13)
43 33 (14)
43 13 (17)
43 22 (15)
43 21 (15)
43 11 (18)
31 41 (15)
31 52 (10)
31 53 (14)
31 51 (13)
31 42 (10)
31 33 (21)
31 13 (18)
31 22 (21)
31 21 (14)
31 11 (19)
41 52 (20)
41 53 (12)
41 51 (15)
41 42 (16)
41 33 (16)
41 13 (18)
41 22 (17)
41 21 (13)
41 11 (13)
52 53 (15)
52 51 (14)
52 42 (18)
52 33 (13)
52 13 (13)
52 22 (17)
52 21 (15)
52 11 (17)
53 51 (14)
53 33 (19)
53 13 (14)
53 22 (16)
53 21 (20)
53 11 (18)
51 42 (17)
51 33 (19)
51 13 (17)
51 22 (14)
51 21 (19)
51 11 (17)
42 33 (15)
42 13 (23)
42 22 (16)
42 21 (22)
42 11 (16)
33 13 (18)
33 22 (17)
33 21 (17)
33 11 (20)
13 22 (18)
13 21 (17)
13 11 (17)
22 21 (22)
22 11 (18)
21 11 (18)
