 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (16)
23 41 (16)
23 51 (14)
23 52 (12)
23 42 (11)
23 21 (11)
23 11 (20)
12 32 (15)
12 31 (11)
12 51 (10)
12 53 (11)
12 52 (14)
12 42 (16)
12 33 (13)
12 21 (17)
32 31 (11)
32 41 (10)
32 52 (23)
32 42 (18)
32 33 (13)
32 13 (12)
32 22 (16)
32 21 (16)
32 11 (13)
43 41 (10)
43 53 (24)
43 42 (11)
43 33 (26)
43 13 (23)
43 22 (25)
43 21 (17)
31 41 (18)
31 51 (19)
31 53 (16)
31 42 (14)
31 33 (16)
31 13 (13)
31 22 (12)
31 21 (14)
31 11 (23)
41 51 (26)
41 52 (13)
41 33 (10)
41 13 (13)
41 22 (18)
41 11 (31)
51 53 (14)
51 52 (12)
51 42 (13)
51 13 (14)
51 22 (16)
51 21 (11)
51 11 (28)
53 42 (11)
53 33 (22)
53 13 (22)
53 22 (17)
53 21 (16)
53 11 (14)
52 42 (21)
52 33 (12)
52 13 (18)
52 22 (18)
52 21 (21)
52 11 (13)
42 33 (15)
42 13 (14)
42 22 (20)
42 21 (24)
42 11 (19)
33 13 (23)
33 22 (23)
33 21 (23)
33 11 (10)
13 22 (21)
13 21 (18)
13 11 (13)
22 21 (12)
22 11 (17)
21 11 (19)
23 31 11 (10)
23 41 11 (10)
12 32 42 (10)
12 42 21 (10)
32 52 42 (11)
43 53 33 (13)
43 53 13 (13)
43 53 22 (11)
43 33 13 (14)
43 33 22 (12)
43 13 22 (12)
31 41 51 (12)
31 41 11 (14)
31 51 11 (13)
41 51 11 (17)
41 22 11 (10)
53 33 13 (10)
