 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (11)
23 41 (15)
23 53 (10)
23 51 (11)
23 52 (10)
23 42 (10)
23 13 (11)
23 22 (12)
23 21 (12)
23 11 (12)
12 32 (12)
12 41 (11)
12 53 (10)
12 51 (11)
12 42 (14)
12 33 (15)
12 22 (16)
12 21 (13)
32 43 (10)
32 31 (10)
32 53 (14)
32 51 (11)
32 52 (17)
32 42 (18)
32 33 (11)
32 13 (15)
32 22 (14)
32 21 (17)
32 11 (15)
43 31 (14)
43 41 (14)
43 53 (17)
43 52 (12)
43 42 (12)
43 33 (17)
43 13 (17)
43 22 (20)
43 21 (12)
43 11 (18)
31 41 (17)
31 53 (17)
31 51 (18)
31 42 (14)
31 33 (18)
31 13 (15)
31 22 (14)
31 21 (14)
31 11 (22)
41 53 (14)
41 51 (20)
41 52 (13)
41 33 (15)
41 13 (16)
41 22 (19)
41 11 (24)
53 51 (13)
53 52 (14)
53 42 (11)
53 33 (18)
53 13 (16)
53 22 (15)
53 21 (14)
53 11 (17)
51 52 (10)
51 42 (16)
51 33 (17)
51 13 (16)
51 22 (14)
51 21 (14)
51 11 (22)
52 42 (18)
52 33 (12)
52 13 (18)
52 22 (16)
52 21 (25)
52 11 (19)
42 33 (16)
42 13 (21)
42 22 (20)
42 21 (24)
42 11 (15)
33 13 (16)
33 22 (19)
33 21 (22)
33 11 (16)
13 22 (16)
13 21 (19)
13 11 (16)
22 21 (17)
22 11 (16)
21 11 (18)
41 51 11 (10)
