 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (12)
23 41 (11)
23 53 (10)
23 51 (15)
23 42 (13)
23 13 (13)
23 22 (12)
23 21 (12)
23 11 (12)
12 32 (11)
12 41 (13)
12 53 (12)
12 52 (12)
12 42 (12)
12 33 (11)
12 22 (16)
12 21 (12)
32 43 (12)
32 53 (16)
32 52 (17)
32 42 (17)
32 13 (13)
32 33 (14)
32 22 (16)
32 21 (18)
32 11 (15)
43 31 (14)
43 41 (14)
43 53 (11)
43 52 (11)
43 42 (16)
43 13 (18)
43 33 (15)
43 22 (16)
43 21 (15)
43 11 (19)
31 41 (17)
31 53 (16)
31 51 (20)
31 52 (11)
31 42 (11)
31 13 (18)
31 33 (16)
31 22 (15)
31 21 (15)
31 11 (18)
41 53 (15)
41 51 (18)
41 52 (13)
41 13 (17)
41 33 (13)
41 22 (19)
41 21 (13)
41 11 (21)
53 51 (11)
53 52 (13)
53 42 (10)
53 13 (17)
53 33 (21)
53 22 (17)
53 21 (15)
53 11 (16)
51 52 (11)
51 42 (18)
51 13 (16)
51 33 (20)
51 22 (12)
51 21 (15)
51 11 (19)
52 42 (17)
52 13 (17)
52 33 (13)
52 22 (15)
52 21 (23)
52 11 (19)
42 13 (21)
42 33 (16)
42 22 (19)
42 21 (20)
42 11 (18)
13 33 (15)
13 22 (18)
13 21 (16)
13 11 (16)
33 22 (19)
33 21 (19)
33 11 (21)
22 21 (18)
22 11 (16)
21 11 (17)
