 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (16)
23 41 (18)
23 51 (13)
23 52 (11)
23 42 (11)
23 21 (10)
23 11 (22)
12 32 (15)
12 31 (10)
12 53 (11)
12 52 (15)
12 42 (16)
12 33 (12)
12 21 (17)
32 31 (11)
32 51 (10)
32 53 (10)
32 52 (22)
32 42 (18)
32 13 (13)
32 33 (12)
32 22 (15)
32 21 (18)
32 11 (13)
43 31 (10)
43 41 (10)
43 53 (24)
43 42 (10)
43 13 (21)
43 33 (28)
43 22 (26)
43 21 (15)
31 41 (19)
31 51 (17)
31 53 (15)
31 42 (15)
31 13 (13)
31 33 (15)
31 22 (14)
31 21 (14)
31 11 (23)
41 51 (26)
41 52 (12)
41 13 (10)
41 22 (17)
41 21 (11)
41 11 (33)
51 53 (12)
51 52 (13)
51 42 (11)
51 13 (17)
51 22 (15)
51 21 (12)
51 11 (29)
53 52 (10)
53 42 (11)
53 13 (23)
53 33 (24)
53 22 (18)
53 21 (14)
53 11 (12)
52 42 (22)
52 13 (18)
52 33 (12)
52 22 (15)
52 21 (23)
52 11 (13)
42 13 (16)
42 33 (15)
42 22 (20)
42 21 (25)
42 11 (17)
13 33 (24)
13 22 (21)
13 21 (18)
13 11 (12)
33 22 (23)
33 21 (21)
22 21 (12)
22 11 (19)
21 11 (18)
23 31 11 (10)
23 41 11 (13)
12 32 42 (10)
12 42 21 (11)
32 52 42 (11)
43 53 13 (13)
43 53 33 (15)
43 53 22 (12)
43 13 33 (13)
43 13 22 (11)
43 33 22 (15)
31 41 51 (12)
31 41 11 (14)
31 51 11 (12)
41 51 11 (19)
41 22 11 (11)
53 13 33 (11)
52 42 21 (10)
