 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (10)
23 41 (11)
23 53 (10)
23 51 (15)
23 52 (12)
23 42 (13)
23 13 (13)
23 21 (10)
23 11 (12)
12 32 (12)
12 43 (10)
12 41 (10)
12 53 (10)
12 52 (11)
12 42 (14)
12 22 (15)
12 21 (13)
12 11 (13)
32 41 (13)
32 53 (16)
32 52 (15)
32 42 (16)
32 13 (12)
32 33 (17)
32 22 (14)
32 21 (17)
32 11 (16)
43 31 (12)
43 41 (13)
43 53 (13)
43 51 (14)
43 52 (16)
43 42 (12)
43 13 (18)
43 33 (14)
43 22 (15)
43 21 (12)
43 11 (17)
31 41 (17)
31 53 (15)
31 51 (16)
31 52 (12)
31 42 (11)
31 13 (18)
31 33 (19)
31 22 (17)
31 21 (18)
31 11 (18)
41 53 (14)
41 51 (19)
41 52 (11)
41 42 (12)
41 13 (15)
41 33 (17)
41 22 (15)
41 21 (16)
41 11 (17)
53 52 (11)
53 42 (10)
53 13 (18)
53 33 (19)
53 22 (20)
53 21 (17)
53 11 (18)
51 52 (14)
51 42 (17)
51 13 (12)
51 33 (23)
51 22 (12)
51 21 (18)
51 11 (17)
52 42 (17)
52 13 (16)
52 33 (11)
52 22 (16)
52 21 (17)
52 11 (21)
42 13 (23)
42 33 (15)
42 22 (18)
42 21 (18)
42 11 (20)
13 33 (17)
13 22 (22)
13 21 (16)
13 11 (14)
33 22 (15)
33 21 (20)
33 11 (17)
22 21 (20)
22 11 (20)
21 11 (16)
