 (150)
12 (36)
23 (36)
32 (45)
43 (46)
31 (50)
41 (50)
52 (50)
53 (50)
51 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
12 32 (11)
12 43 (10)
12 31 (10)
12 41 (10)
12 52 (13)
12 42 (16)
12 22 (15)
12 21 (12)
12 11 (10)
23 31 (12)
23 52 (10)
23 53 (13)
23 51 (14)
23 42 (11)
23 13 (11)
23 21 (10)
23 11 (15)
32 31 (12)
32 41 (11)
32 52 (15)
32 53 (15)
32 42 (18)
32 33 (18)
32 13 (10)
32 22 (12)
32 21 (14)
32 11 (18)
43 31 (15)
43 41 (13)
43 52 (12)
43 53 (15)
43 51 (12)
43 42 (15)
43 33 (13)
43 13 (18)
43 22 (15)
43 21 (14)
43 11 (16)
31 41 (15)
31 52 (10)
31 53 (16)
31 51 (13)
31 33 (20)
31 13 (16)
31 22 (17)
31 21 (15)
31 11 (20)
41 52 (19)
41 53 (12)
41 51 (18)
41 42 (13)
41 33 (18)
41 13 (17)
41 22 (17)
41 21 (13)
41 11 (16)
52 53 (13)
52 51 (15)
52 42 (18)
52 33 (11)
52 13 (13)
52 22 (18)
52 21 (17)
52 11 (16)
53 51 (11)
53 33 (19)
53 13 (17)
53 22 (17)
53 21 (18)
53 11 (18)
51 42 (17)
51 33 (19)
51 13 (18)
51 22 (12)
51 21 (19)
51 11 (17)
42 33 (13)
42 13 (24)
42 22 (18)
42 21 (21)
42 11 (14)
33 13 (17)
33 22 (18)
33 21 (15)
33 11 (23)
13 22 (19)
13 21 (17)
13 11 (16)
22 21 (24)
22 11 (18)
21 11 (19)
31 33 11 (10)
