 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (17)
23 41 (22)
23 51 (18)
23 52 (11)
23 11 (24)
12 32 (16)
12 31 (10)
12 52 (16)
12 42 (17)
12 33 (11)
12 21 (19)
32 52 (27)
32 42 (26)
32 13 (16)
32 33 (10)
32 22 (15)
32 21 (19)
32 11 (12)
43 51 (10)
43 53 (26)
43 13 (26)
43 33 (31)
43 22 (20)
43 21 (18)
31 41 (23)
31 51 (26)
31 53 (11)
31 42 (13)
31 33 (12)
31 22 (18)
31 21 (12)
31 11 (28)
41 51 (30)
41 52 (13)
41 22 (18)
41 21 (11)
41 11 (33)
51 42 (10)
51 22 (18)
51 11 (33)
53 42 (12)
53 13 (25)
53 33 (32)
53 22 (17)
53 21 (21)
53 11 (12)
52 42 (25)
52 13 (21)
52 33 (11)
52 22 (16)
52 21 (21)
52 11 (12)
42 13 (18)
42 33 (14)
42 22 (18)
42 21 (25)
42 11 (17)
13 33 (30)
13 22 (23)
13 21 (20)
33 22 (25)
33 21 (20)
22 11 (20)
21 11 (18)
23 31 41 (11)
23 31 51 (11)
23 31 11 (13)
23 41 51 (14)
23 41 11 (16)
23 51 11 (15)
12 32 52 (10)
12 32 42 (11)
12 32 21 (11)
12 42 21 (12)
32 52 42 (16)
32 52 13 (11)
32 52 21 (11)
32 42 21 (14)
43 53 13 (16)
43 53 33 (21)
43 53 21 (11)
43 13 33 (19)
43 13 22 (11)
43 13 21 (10)
43 33 22 (14)
43 33 21 (10)
31 41 51 (18)
31 41 11 (17)
31 51 11 (21)
31 22 11 (10)
41 51 11 (23)
41 22 11 (13)
51 22 11 (12)
53 13 33 (17)
53 13 21 (11)
53 33 22 (10)
53 33 21 (14)
52 42 13 (11)
52 42 22 (10)
52 42 21 (12)
13 33 22 (15)
23 31 51 11 (10)
23 41 51 11 (11)
43 53 13 33 (11)
31 41 51 11 (14)
