 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (11)
23 41 (12)
23 53 (10)
23 51 (15)
23 42 (12)
23 13 (13)
23 22 (12)
23 21 (12)
23 11 (12)
12 32 (12)
12 41 (12)
12 53 (11)
12 52 (13)
12 42 (12)
12 33 (11)
12 22 (16)
12 21 (12)
12 11 (10)
32 31 (10)
32 53 (15)
32 52 (17)
32 42 (17)
32 13 (13)
32 33 (15)
32 22 (16)
32 21 (19)
32 11 (15)
43 31 (15)
43 41 (14)
43 53 (10)
43 51 (11)
43 52 (11)
43 42 (16)
43 13 (19)
43 33 (16)
43 22 (15)
43 21 (14)
43 11 (19)
31 41 (17)
31 53 (15)
31 51 (19)
31 52 (11)
31 42 (11)
31 13 (18)
31 33 (15)
31 22 (15)
31 21 (16)
31 11 (18)
41 53 (16)
41 51 (18)
41 52 (11)
41 13 (18)
41 33 (13)
41 22 (19)
41 21 (14)
41 11 (20)
53 51 (11)
53 52 (13)
53 42 (11)
53 13 (17)
53 33 (23)
53 22 (17)
53 21 (15)
53 11 (16)
51 52 (11)
51 42 (18)
51 13 (16)
51 33 (19)
51 22 (12)
51 21 (15)
51 11 (19)
52 42 (17)
52 13 (17)
52 33 (14)
52 22 (15)
52 21 (23)
52 11 (19)
42 13 (20)
42 33 (16)
42 22 (20)
42 21 (19)
42 11 (19)
13 33 (14)
13 22 (18)
13 21 (16)
13 11 (16)
33 22 (19)
33 21 (18)
33 11 (20)
22 21 (18)
22 11 (16)
21 11 (17)
