 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (11)
23 41 (15)
23 51 (11)
23 52 (12)
23 42 (10)
23 13 (11)
23 22 (12)
23 21 (13)
23 11 (15)
12 32 (14)
12 31 (10)
12 41 (11)
12 53 (10)
12 51 (12)
12 52 (11)
12 42 (15)
12 33 (12)
12 22 (10)
12 21 (15)
32 31 (11)
32 41 (10)
32 53 (11)
32 51 (10)
32 52 (19)
32 42 (20)
32 33 (13)
32 13 (14)
32 22 (15)
32 21 (13)
32 11 (15)
43 31 (11)
43 41 (17)
43 53 (20)
43 52 (11)
43 42 (11)
43 33 (18)
43 13 (18)
43 22 (22)
43 21 (14)
43 11 (14)
31 41 (19)
31 53 (17)
31 51 (20)
31 42 (12)
31 33 (19)
31 13 (13)
31 22 (12)
31 21 (15)
31 11 (22)
41 53 (12)
41 51 (22)
41 52 (11)
41 33 (12)
41 13 (14)
41 22 (19)
41 21 (10)
41 11 (22)
53 51 (14)
53 52 (11)
53 42 (12)
53 33 (20)
53 13 (18)
53 22 (17)
53 21 (13)
53 11 (16)
51 42 (15)
51 33 (13)
51 13 (13)
51 22 (15)
51 21 (13)
51 11 (24)
52 42 (19)
52 33 (14)
52 13 (20)
52 22 (17)
52 21 (23)
52 11 (15)
42 33 (13)
42 13 (21)
42 22 (21)
42 21 (23)
42 11 (18)
33 13 (20)
33 22 (20)
33 21 (21)
33 11 (16)
13 22 (17)
13 21 (19)
13 11 (14)
22 21 (15)
22 11 (16)
21 11 (21)
43 41 22 (10)
31 41 51 (10)
31 41 11 (11)
31 51 11 (10)
41 51 11 (11)
52 42 21 (10)
52 13 21 (12)
