 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (12)
23 41 (12)
23 53 (10)
23 51 (15)
23 42 (13)
23 13 (12)
23 22 (11)
23 21 (11)
23 11 (11)
12 32 (11)
12 41 (13)
12 53 (11)
12 52 (12)
12 42 (12)
12 22 (16)
12 21 (12)
12 11 (12)
32 31 (10)
32 53 (16)
32 52 (17)
32 42 (16)
32 13 (14)
32 33 (16)
32 22 (14)
32 21 (18)
32 11 (15)
43 31 (15)
43 41 (14)
43 51 (10)
43 52 (14)
43 42 (14)
43 13 (19)
43 33 (16)
43 22 (13)
43 21 (14)
43 11 (20)
31 41 (17)
31 53 (14)
31 51 (17)
31 52 (13)
31 42 (11)
31 13 (17)
31 33 (14)
31 22 (16)
31 21 (18)
31 11 (18)
41 53 (15)
41 51 (19)
41 52 (13)
41 42 (12)
41 13 (15)
41 33 (13)
41 22 (17)
41 21 (15)
41 11 (16)
53 51 (10)
53 52 (14)
53 42 (10)
53 13 (16)
53 33 (21)
53 22 (20)
53 21 (16)
53 11 (18)
51 52 (10)
51 42 (19)
51 13 (15)
51 33 (22)
51 22 (11)
51 21 (16)
51 11 (20)
52 42 (14)
52 13 (17)
52 33 (11)
52 22 (17)
52 21 (19)
52 11 (21)
42 13 (22)
42 33 (18)
42 22 (21)
42 21 (16)
42 11 (18)
13 33 (17)
13 22 (19)
13 21 (16)
13 11 (15)
33 22 (16)
33 21 (20)
33 11 (20)
22 21 (21)
22 11 (16)
21 11 (16)
