 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (16)
23 41 (17)
23 51 (14)
23 52 (12)
23 42 (11)
23 21 (11)
23 11 (20)
12 32 (15)
12 31 (11)
12 53 (11)
12 52 (14)
12 42 (16)
12 33 (13)
12 21 (18)
32 31 (11)
32 52 (23)
32 42 (18)
32 13 (13)
32 33 (13)
32 22 (15)
32 21 (17)
32 11 (13)
43 41 (10)
43 53 (24)
43 42 (11)
43 13 (23)
43 33 (27)
43 22 (25)
43 21 (16)
31 41 (19)
31 51 (18)
31 53 (16)
31 42 (14)
31 13 (12)
31 33 (15)
31 22 (14)
31 21 (14)
31 11 (23)
41 51 (26)
41 53 (10)
41 52 (13)
41 13 (13)
41 33 (10)
41 22 (17)
41 11 (31)
51 53 (13)
51 52 (13)
51 42 (13)
51 13 (15)
51 22 (16)
51 21 (11)
51 11 (28)
53 42 (11)
53 13 (21)
53 33 (23)
53 22 (18)
53 21 (15)
53 11 (14)
52 42 (21)
52 13 (18)
52 33 (12)
52 22 (16)
52 21 (22)
52 11 (13)
42 13 (15)
42 33 (15)
42 22 (20)
42 21 (24)
42 11 (19)
13 33 (23)
13 22 (21)
13 21 (18)
13 11 (13)
33 22 (23)
33 21 (22)
22 21 (12)
22 11 (18)
21 11 (19)
23 31 11 (10)
23 41 11 (10)
12 32 42 (10)
12 42 21 (11)
32 52 42 (11)
43 53 13 (13)
43 53 33 (14)
43 53 22 (11)
43 13 33 (14)
43 13 22 (12)
43 33 22 (13)
31 41 51 (12)
31 41 11 (14)
31 51 11 (12)
41 51 11 (18)
41 22 11 (10)
53 13 33 (10)
