 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (11)
23 41 (16)
23 51 (11)
23 52 (12)
23 42 (10)
23 13 (10)
23 22 (10)
23 21 (15)
23 11 (17)
12 32 (15)
12 31 (11)
12 53 (10)
12 51 (10)
12 52 (13)
12 42 (15)
12 33 (13)
12 21 (16)
32 31 (12)
32 53 (12)
32 51 (10)
32 52 (20)
32 42 (19)
32 33 (14)
32 13 (13)
32 22 (15)
32 21 (10)
32 11 (16)
43 31 (12)
43 41 (14)
43 53 (23)
43 42 (10)
43 33 (20)
43 13 (22)
43 22 (22)
43 21 (16)
43 11 (10)
31 41 (20)
31 53 (14)
31 51 (19)
31 42 (12)
31 33 (20)
31 13 (13)
31 22 (12)
31 21 (16)
31 11 (20)
41 53 (11)
41 51 (24)
41 52 (10)
41 42 (10)
41 33 (11)
41 13 (13)
41 22 (18)
41 21 (10)
41 11 (25)
53 51 (13)
53 52 (11)
53 42 (12)
53 33 (20)
53 13 (20)
53 22 (17)
53 21 (13)
53 11 (16)
51 52 (12)
51 42 (13)
51 33 (11)
51 13 (14)
51 22 (16)
51 21 (14)
51 11 (25)
52 42 (19)
52 33 (13)
52 13 (20)
52 22 (18)
52 21 (22)
52 11 (14)
42 33 (16)
42 13 (18)
42 22 (21)
42 21 (23)
42 11 (18)
33 13 (19)
33 22 (20)
33 21 (20)
33 11 (14)
13 22 (19)
13 21 (18)
13 11 (14)
22 21 (14)
22 11 (18)
21 11 (21)
43 53 13 (12)
43 53 22 (10)
43 33 13 (10)
43 13 22 (10)
31 41 51 (12)
31 41 11 (11)
41 51 11 (13)
52 13 21 (11)
