 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (12)
23 41 (15)
23 51 (12)
23 52 (13)
23 42 (11)
23 13 (10)
23 21 (12)
23 11 (17)
12 32 (14)
12 31 (10)
12 53 (12)
12 52 (13)
12 42 (15)
12 33 (14)
12 21 (16)
32 31 (13)
32 41 (10)
32 51 (10)
32 53 (10)
32 52 (21)
32 42 (17)
32 33 (12)
32 13 (12)
32 22 (14)
32 21 (15)
32 11 (16)
43 31 (11)
43 41 (13)
43 53 (21)
43 42 (11)
43 33 (22)
43 13 (22)
43 22 (23)
43 21 (17)
43 11 (10)
31 41 (18)
31 51 (20)
31 53 (16)
31 42 (13)
31 33 (19)
31 13 (13)
31 22 (13)
31 21 (14)
31 11 (20)
41 51 (24)
41 53 (10)
41 52 (12)
41 42 (10)
41 33 (11)
41 13 (14)
41 22 (20)
41 11 (25)
51 53 (16)
51 52 (13)
51 42 (15)
51 13 (13)
51 22 (15)
51 21 (11)
51 11 (26)
53 52 (11)
53 42 (12)
53 33 (18)
53 13 (19)
53 22 (16)
53 21 (14)
53 11 (17)
52 42 (19)
52 33 (13)
52 13 (17)
52 22 (19)
52 21 (20)
52 11 (14)
42 33 (15)
42 13 (17)
42 22 (19)
42 21 (23)
42 11 (19)
33 13 (21)
33 22 (21)
33 21 (24)
33 11 (13)
13 22 (20)
13 21 (20)
13 11 (14)
22 21 (13)
22 11 (18)
21 11 (20)
32 52 42 (10)
43 53 13 (10)
43 53 22 (10)
43 33 13 (12)
43 13 22 (11)
31 41 51 (11)
31 41 11 (10)
31 51 11 (11)
41 51 11 (13)
