 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (16)
23 41 (15)
23 51 (12)
23 52 (12)
23 42 (10)
23 21 (12)
23 11 (18)
12 32 (14)
12 31 (11)
12 41 (10)
12 51 (10)
12 53 (12)
12 52 (13)
12 42 (15)
12 33 (13)
12 21 (15)
32 31 (11)
32 41 (10)
32 51 (10)
32 53 (10)
32 52 (22)
32 42 (18)
32 33 (12)
32 13 (12)
32 22 (15)
32 21 (15)
32 11 (15)
43 41 (12)
43 53 (23)
43 42 (13)
43 33 (22)
43 13 (22)
43 22 (24)
43 21 (17)
31 41 (16)
31 51 (18)
31 53 (16)
31 42 (15)
31 33 (16)
31 13 (13)
31 22 (13)
31 21 (15)
31 11 (22)
41 51 (25)
41 53 (10)
41 52 (14)
41 33 (11)
41 13 (13)
41 22 (20)
41 11 (27)
51 53 (15)
51 52 (13)
51 42 (13)
51 13 (14)
51 22 (16)
51 21 (11)
51 11 (27)
53 52 (10)
53 42 (12)
53 33 (19)
53 13 (21)
53 22 (17)
53 21 (14)
53 11 (14)
52 42 (19)
52 33 (13)
52 13 (17)
52 22 (17)
52 21 (21)
52 11 (13)
42 33 (16)
42 13 (15)
42 22 (20)
42 21 (24)
42 11 (18)
33 13 (22)
33 22 (22)
33 21 (24)
33 11 (13)
13 22 (20)
13 21 (19)
13 11 (14)
22 21 (12)
22 11 (18)
21 11 (20)
23 31 11 (10)
32 52 42 (10)
43 53 13 (12)
43 53 22 (11)
43 33 13 (12)
43 33 22 (10)
43 13 22 (11)
31 41 51 (10)
31 41 11 (12)
31 51 11 (11)
41 51 11 (15)
