 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (16)
23 41 (21)
23 51 (16)
23 52 (12)
23 11 (24)
12 32 (16)
12 41 (10)
12 51 (10)
12 52 (15)
12 42 (18)
12 33 (11)
12 21 (18)
32 52 (27)
32 42 (22)
32 13 (16)
32 33 (11)
32 22 (16)
32 21 (18)
32 11 (11)
43 53 (25)
43 13 (26)
43 33 (30)
43 22 (21)
43 21 (17)
31 41 (24)
31 51 (23)
31 53 (13)
31 42 (13)
31 13 (11)
31 33 (13)
31 22 (17)
31 21 (12)
31 11 (28)
41 51 (30)
41 52 (13)
41 22 (16)
41 21 (11)
41 11 (31)
51 53 (10)
51 42 (10)
51 22 (16)
51 21 (10)
51 11 (32)
53 42 (13)
53 13 (24)
53 33 (28)
53 22 (18)
53 21 (18)
53 11 (13)
52 42 (24)
52 13 (21)
52 33 (11)
52 22 (16)
52 21 (21)
52 11 (12)
42 13 (16)
42 33 (14)
42 22 (20)
42 21 (25)
42 11 (17)
13 33 (28)
13 22 (23)
13 21 (19)
33 22 (25)
33 21 (21)
22 21 (10)
22 11 (19)
21 11 (19)
23 31 41 (10)
23 31 11 (12)
23 41 51 (13)
23 41 11 (15)
23 51 11 (13)
12 32 52 (10)
12 32 42 (11)
12 32 21 (11)
12 42 21 (12)
32 52 42 (15)
32 52 13 (11)
32 52 21 (11)
32 42 21 (12)
43 53 13 (16)
43 53 33 (18)
43 53 22 (10)
43 13 33 (19)
43 13 22 (11)
43 33 22 (13)
43 33 21 (10)
31 41 51 (17)
31 41 11 (17)
31 51 11 (18)
41 51 11 (21)
41 22 11 (11)
51 22 11 (10)
53 13 33 (15)
53 33 21 (10)
52 42 13 (10)
52 42 21 (12)
13 33 22 (13)
13 33 21 (10)
23 41 51 11 (10)
43 53 13 33 (10)
31 41 51 11 (12)
