 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (16)
23 41 (18)
23 51 (13)
23 52 (11)
23 42 (11)
23 21 (11)
23 11 (21)
12 32 (15)
12 31 (10)
12 53 (11)
12 52 (15)
12 42 (16)
12 33 (12)
12 21 (17)
32 31 (11)
32 51 (10)
32 52 (22)
32 42 (18)
32 33 (13)
32 13 (13)
32 22 (15)
32 21 (17)
32 11 (14)
43 31 (10)
43 41 (10)
43 53 (24)
43 42 (11)
43 33 (27)
43 13 (21)
43 22 (26)
43 21 (15)
31 41 (19)
31 51 (17)
31 53 (16)
31 42 (14)
31 33 (15)
31 13 (13)
31 22 (14)
31 21 (14)
31 11 (23)
41 51 (27)
41 53 (10)
41 52 (13)
41 13 (10)
41 22 (17)
41 21 (10)
41 11 (32)
51 53 (12)
51 52 (13)
51 42 (12)
51 13 (16)
51 22 (15)
51 21 (12)
51 11 (29)
53 52 (10)
53 42 (11)
53 33 (23)
53 13 (24)
53 22 (18)
53 21 (14)
53 11 (12)
52 42 (22)
52 33 (13)
52 13 (16)
52 22 (15)
52 21 (23)
52 11 (13)
42 33 (15)
42 13 (16)
42 22 (20)
42 21 (24)
42 11 (18)
33 13 (24)
33 22 (24)
33 21 (22)
13 22 (20)
13 21 (19)
13 11 (13)
22 21 (12)
22 11 (19)
21 11 (18)
23 31 11 (10)
23 41 11 (12)
12 32 42 (10)
12 42 21 (11)
32 52 42 (11)
43 53 33 (14)
43 53 13 (13)
43 53 22 (11)
43 33 13 (13)
43 33 22 (15)
43 13 22 (11)
31 41 51 (12)
31 41 11 (14)
31 51 11 (12)
41 51 11 (19)
41 22 11 (10)
53 33 13 (12)
52 42 21 (10)
