 (150)
12 (36)
23 (36)
32 (45)
43 (46)
31 (50)
41 (50)
52 (50)
53 (50)
51 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
12 32 (11)
12 31 (11)
12 41 (12)
12 52 (13)
12 42 (13)
12 22 (15)
12 21 (12)
23 31 (10)
23 41 (10)
23 52 (12)
23 53 (14)
23 51 (12)
23 42 (12)
23 13 (10)
23 21 (11)
23 11 (13)
32 31 (11)
32 41 (11)
32 52 (15)
32 53 (16)
32 42 (17)
32 33 (19)
32 13 (11)
32 22 (12)
32 21 (15)
32 11 (18)
43 31 (16)
43 41 (12)
43 52 (12)
43 53 (15)
43 51 (14)
43 42 (14)
43 33 (13)
43 13 (18)
43 22 (15)
43 21 (14)
43 11 (16)
31 41 (16)
31 52 (12)
31 53 (16)
31 51 (12)
31 33 (20)
31 13 (16)
31 22 (16)
31 21 (16)
31 11 (20)
41 52 (17)
41 53 (11)
41 51 (17)
41 42 (14)
41 33 (16)
41 13 (16)
41 22 (17)
41 21 (13)
41 11 (18)
52 53 (12)
52 51 (14)
52 42 (16)
52 33 (12)
52 13 (15)
52 22 (17)
52 21 (18)
52 11 (15)
53 51 (10)
53 42 (10)
53 33 (20)
53 13 (16)
53 22 (16)
53 21 (18)
53 11 (19)
51 42 (20)
51 33 (20)
51 13 (17)
51 22 (13)
51 21 (19)
51 11 (16)
42 33 (13)
42 13 (25)
42 22 (19)
42 21 (19)
42 11 (16)
33 13 (17)
33 22 (19)
33 21 (16)
33 11 (21)
13 22 (19)
13 21 (16)
13 11 (17)
22 21 (22)
22 11 (19)
21 11 (19)
31 33 11 (10)
