 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (15)
23 41 (15)
23 51 (12)
23 52 (12)
23 42 (11)
23 21 (12)
23 11 (17)
12 32 (14)
12 31 (10)
12 53 (12)
12 52 (13)
12 42 (15)
12 33 (14)
12 21 (16)
32 31 (12)
32 41 (10)
32 51 (10)
32 53 (10)
32 52 (22)
32 42 (17)
32 33 (12)
32 13 (12)
32 22 (14)
32 21 (15)
32 11 (16)
43 31 (10)
43 41 (12)
43 53 (23)
43 42 (11)
43 33 (22)
43 13 (22)
43 22 (23)
43 21 (17)
43 11 (10)
31 41 (17)
31 51 (19)
31 53 (16)
31 42 (15)
31 33 (17)
31 13 (12)
31 22 (13)
31 21 (14)
31 11 (22)
41 51 (25)
41 53 (10)
41 52 (13)
41 42 (10)
41 33 (11)
41 13 (14)
41 22 (19)
41 11 (26)
51 53 (15)
51 52 (13)
51 42 (15)
51 13 (14)
51 22 (15)
51 21 (11)
51 11 (26)
53 52 (10)
53 42 (11)
53 33 (19)
53 13 (21)
53 22 (17)
53 21 (14)
53 11 (15)
52 42 (19)
52 33 (13)
52 13 (17)
52 22 (19)
52 21 (21)
52 11 (13)
42 33 (15)
42 13 (16)
42 22 (19)
42 21 (23)
42 11 (19)
33 13 (22)
33 22 (21)
33 21 (24)
33 11 (13)
13 22 (20)
13 21 (19)
13 11 (14)
22 21 (13)
22 11 (18)
21 11 (20)
32 52 42 (10)
43 53 13 (12)
43 53 22 (11)
43 33 13 (12)
43 13 22 (11)
31 41 51 (11)
31 41 11 (11)
31 51 11 (10)
41 51 11 (14)
