 (150)
12 (36)
23 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
12 32 (12)
12 31 (10)
12 41 (14)
12 52 (13)
12 42 (12)
12 22 (14)
12 21 (13)
12 11 (10)
23 31 (11)
23 41 (11)
23 53 (13)
23 51 (15)
23 52 (12)
23 42 (13)
23 13 (11)
23 11 (11)
32 31 (10)
32 41 (11)
32 53 (15)
32 52 (16)
32 42 (15)
32 33 (19)
32 13 (11)
32 22 (13)
32 21 (16)
32 11 (18)
43 31 (15)
43 41 (13)
43 53 (12)
43 51 (14)
43 52 (11)
43 42 (16)
43 33 (15)
43 13 (19)
43 22 (14)
43 21 (14)
43 11 (17)
31 41 (17)
31 53 (14)
31 51 (14)
31 52 (11)
31 33 (19)
31 13 (16)
31 22 (16)
31 21 (18)
31 11 (20)
41 53 (13)
41 51 (15)
41 52 (16)
41 42 (12)
41 33 (15)
41 13 (16)
41 22 (18)
41 21 (13)
41 11 (16)
53 52 (12)
53 42 (11)
53 33 (21)
53 13 (16)
53 22 (18)
53 21 (18)
53 11 (20)
51 52 (13)
51 42 (20)
51 33 (20)
51 13 (18)
51 22 (14)
51 21 (18)
51 11 (17)
52 42 (17)
52 33 (12)
52 13 (15)
52 22 (16)
52 21 (18)
52 11 (18)
42 33 (11)
42 13 (25)
42 22 (18)
42 21 (19)
42 11 (18)
33 13 (17)
33 22 (21)
33 21 (16)
33 11 (20)
13 22 (18)
13 21 (16)
13 11 (15)
22 21 (22)
22 11 (18)
21 11 (18)
53 33 22 (10)
