 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (12)
23 41 (12)
23 53 (11)
23 51 (16)
23 52 (11)
23 42 (13)
23 13 (11)
23 11 (13)
12 32 (12)
12 31 (10)
12 41 (13)
12 52 (10)
12 42 (14)
12 22 (14)
12 21 (13)
12 11 (11)
32 41 (12)
32 53 (17)
32 52 (16)
32 42 (15)
32 33 (18)
32 13 (11)
32 22 (12)
32 21 (16)
32 11 (18)
43 31 (14)
43 41 (13)
43 53 (12)
43 51 (13)
43 52 (14)
43 42 (15)
43 33 (15)
43 13 (18)
43 22 (16)
43 21 (14)
43 11 (15)
31 41 (15)
31 53 (16)
31 51 (13)
31 52 (11)
31 33 (19)
31 13 (16)
31 22 (18)
31 21 (19)
31 11 (20)
41 53 (13)
41 51 (16)
41 52 (14)
41 42 (13)
41 33 (15)
41 13 (16)
41 22 (19)
41 21 (14)
41 11 (15)
53 52 (11)
53 42 (10)
53 33 (21)
53 13 (17)
53 22 (19)
53 21 (17)
53 11 (18)
51 52 (13)
51 42 (21)
51 33 (20)
51 13 (16)
51 22 (13)
51 21 (18)
51 11 (17)
52 42 (17)
52 33 (13)
52 13 (16)
52 22 (17)
52 21 (17)
52 11 (20)
42 33 (10)
42 13 (25)
42 22 (18)
42 21 (18)
42 11 (19)
33 13 (18)
33 22 (17)
33 21 (19)
33 11 (20)
13 22 (18)
13 21 (17)
13 11 (14)
22 21 (20)
22 11 (19)
21 11 (17)
52 42 13 (10)
