 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (11)
23 41 (10)
23 53 (11)
23 51 (15)
23 52 (10)
23 42 (13)
23 13 (13)
23 22 (10)
23 21 (10)
23 11 (12)
12 32 (12)
12 41 (12)
12 53 (10)
12 52 (11)
12 42 (13)
12 33 (10)
12 22 (14)
12 21 (11)
12 11 (15)
32 31 (10)
32 41 (10)
32 53 (17)
32 52 (16)
32 42 (16)
32 13 (13)
32 33 (16)
32 22 (14)
32 21 (18)
32 11 (14)
43 31 (15)
43 41 (15)
43 51 (11)
43 52 (15)
43 42 (13)
43 13 (18)
43 33 (16)
43 22 (14)
43 21 (14)
43 11 (19)
31 41 (18)
31 53 (16)
31 51 (16)
31 52 (13)
31 42 (11)
31 13 (17)
31 33 (14)
31 22 (17)
31 21 (18)
31 11 (16)
41 53 (14)
41 51 (19)
41 52 (11)
41 42 (12)
41 13 (15)
41 33 (15)
41 22 (16)
41 21 (15)
41 11 (18)
53 52 (12)
53 42 (10)
53 13 (18)
53 33 (20)
53 22 (20)
53 21 (17)
53 11 (17)
51 52 (13)
51 42 (17)
51 13 (14)
51 33 (22)
51 22 (13)
51 21 (18)
51 11 (18)
52 42 (16)
52 13 (17)
52 33 (11)
52 22 (16)
52 21 (18)
52 11 (21)
42 13 (22)
42 33 (17)
42 22 (20)
42 21 (17)
42 11 (19)
13 33 (16)
13 22 (21)
13 21 (16)
13 11 (14)
33 22 (16)
33 21 (21)
33 11 (19)
22 21 (19)
22 11 (18)
21 11 (16)
