 (150)
12 (36)
23 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
12 32 (12)
12 31 (10)
12 41 (13)
12 53 (10)
12 52 (11)
12 42 (13)
12 22 (14)
12 21 (13)
12 11 (11)
23 31 (10)
23 41 (10)
23 53 (12)
23 51 (16)
23 52 (12)
23 42 (14)
23 13 (11)
23 21 (10)
23 11 (12)
32 31 (10)
32 41 (11)
32 53 (16)
32 52 (16)
32 42 (15)
32 33 (18)
32 13 (11)
32 22 (13)
32 21 (16)
32 11 (18)
43 31 (14)
43 41 (13)
43 53 (12)
43 51 (14)
43 52 (11)
43 42 (15)
43 33 (15)
43 13 (19)
43 22 (15)
43 21 (13)
43 11 (18)
31 41 (16)
31 53 (16)
31 51 (14)
31 52 (11)
31 33 (20)
31 13 (15)
31 22 (17)
31 21 (19)
31 11 (19)
41 53 (14)
41 51 (15)
41 52 (16)
41 42 (12)
41 33 (15)
41 13 (17)
41 22 (19)
41 21 (14)
41 11 (15)
53 52 (12)
53 42 (10)
53 33 (21)
53 13 (15)
53 22 (19)
53 21 (17)
53 11 (18)
51 52 (13)
51 42 (21)
51 33 (20)
51 13 (17)
51 22 (13)
51 21 (18)
51 11 (17)
52 42 (16)
52 33 (12)
52 13 (16)
52 22 (18)
52 21 (17)
52 11 (19)
42 33 (10)
42 13 (26)
42 22 (18)
42 21 (18)
42 11 (19)
33 13 (17)
33 22 (18)
33 21 (19)
33 11 (20)
13 22 (18)
13 21 (17)
13 11 (14)
22 21 (20)
22 11 (19)
21 11 (17)
31 53 33 (10)
52 42 13 (10)
42 13 21 (10)
