 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (10)
23 41 (11)
23 53 (11)
23 51 (15)
23 42 (14)
23 13 (14)
23 22 (11)
23 21 (11)
23 11 (12)
12 32 (11)
12 41 (14)
12 53 (10)
12 52 (13)
12 42 (12)
12 22 (16)
12 21 (12)
12 11 (11)
32 31 (10)
32 53 (16)
32 52 (18)
32 42 (16)
32 13 (14)
32 33 (16)
32 22 (15)
32 21 (18)
32 11 (15)
43 31 (15)
43 41 (15)
43 51 (11)
43 52 (13)
43 42 (13)
43 13 (18)
43 33 (17)
43 22 (14)
43 21 (14)
43 11 (20)
31 41 (15)
31 53 (15)
31 51 (18)
31 52 (12)
31 42 (10)
31 13 (18)
31 33 (15)
31 22 (16)
31 21 (16)
31 11 (21)
41 53 (16)
41 51 (18)
41 52 (13)
41 42 (13)
41 13 (17)
41 33 (12)
41 22 (17)
41 21 (14)
41 11 (18)
53 51 (10)
53 52 (12)
53 42 (11)
53 13 (15)
53 33 (20)
53 22 (20)
53 21 (17)
53 11 (18)
51 52 (11)
51 42 (18)
51 13 (15)
51 33 (22)
51 22 (11)
51 21 (16)
51 11 (19)
52 42 (15)
52 13 (17)
52 33 (12)
52 22 (16)
52 21 (21)
52 11 (20)
42 13 (22)
42 33 (17)
42 22 (20)
42 21 (17)
42 11 (18)
13 33 (16)
13 22 (18)
13 21 (17)
13 11 (14)
33 22 (18)
33 21 (20)
33 11 (19)
22 21 (20)
22 11 (16)
21 11 (15)
