 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (11)
23 41 (11)
23 53 (10)
23 51 (15)
23 52 (11)
23 42 (12)
23 13 (14)
23 22 (10)
23 21 (10)
23 11 (11)
12 32 (11)
12 43 (10)
12 41 (10)
12 53 (10)
12 52 (11)
12 42 (14)
12 33 (10)
12 22 (15)
12 21 (12)
12 11 (13)
32 43 (10)
32 41 (11)
32 53 (17)
32 52 (16)
32 42 (16)
32 13 (12)
32 33 (17)
32 22 (13)
32 21 (18)
32 11 (15)
43 31 (13)
43 41 (15)
43 53 (12)
43 51 (12)
43 52 (14)
43 42 (13)
43 13 (17)
43 33 (14)
43 22 (14)
43 21 (13)
43 11 (19)
31 41 (18)
31 53 (15)
31 51 (16)
31 52 (13)
31 42 (11)
31 13 (18)
31 33 (16)
31 22 (16)
31 21 (18)
31 11 (18)
41 53 (14)
41 51 (19)
41 52 (11)
41 42 (12)
41 13 (15)
41 33 (16)
41 22 (16)
41 21 (15)
41 11 (17)
53 52 (12)
53 42 (10)
53 13 (18)
53 33 (20)
53 22 (20)
53 21 (17)
53 11 (16)
51 52 (13)
51 42 (18)
51 13 (13)
51 33 (22)
51 22 (13)
51 21 (18)
51 11 (17)
52 42 (16)
52 13 (17)
52 33 (11)
52 22 (16)
52 21 (18)
52 11 (21)
42 13 (22)
42 33 (16)
42 22 (19)
42 21 (17)
42 11 (20)
13 33 (16)
13 22 (22)
13 21 (16)
13 11 (14)
33 22 (15)
33 21 (21)
33 11 (19)
22 21 (19)
22 11 (20)
21 11 (16)
