 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (16)
23 41 (16)
23 51 (14)
23 52 (12)
23 42 (11)
23 21 (11)
23 11 (19)
12 32 (15)
12 31 (11)
12 51 (10)
12 53 (11)
12 52 (14)
12 42 (15)
12 33 (12)
12 21 (17)
32 31 (11)
32 41 (10)
32 52 (22)
32 42 (17)
32 33 (13)
32 13 (12)
32 22 (16)
32 21 (16)
32 11 (15)
43 41 (11)
43 53 (24)
43 42 (12)
43 33 (25)
43 13 (23)
43 22 (24)
43 21 (17)
31 41 (17)
31 51 (19)
31 53 (16)
31 42 (14)
31 33 (17)
31 13 (13)
31 22 (12)
31 21 (14)
31 11 (22)
41 51 (25)
41 52 (14)
41 33 (10)
41 13 (13)
41 22 (20)
41 11 (28)
51 53 (15)
51 52 (12)
51 42 (13)
51 13 (14)
51 22 (16)
51 21 (11)
51 11 (27)
53 52 (10)
53 42 (11)
53 33 (22)
53 13 (22)
53 22 (17)
53 21 (15)
53 11 (13)
52 42 (20)
52 33 (12)
52 13 (17)
52 22 (18)
52 21 (21)
52 11 (13)
42 33 (16)
42 13 (15)
42 22 (20)
42 21 (24)
42 11 (19)
33 13 (23)
33 22 (21)
33 21 (23)
33 11 (11)
13 22 (20)
13 21 (18)
13 11 (14)
22 21 (12)
22 11 (18)
21 11 (20)
23 31 11 (10)
12 42 21 (10)
32 52 42 (10)
43 53 33 (12)
43 53 13 (13)
43 53 22 (11)
43 33 13 (14)
43 33 22 (10)
43 13 22 (11)
31 41 51 (11)
31 41 11 (13)
31 51 11 (12)
41 51 11 (15)
53 33 13 (10)
