 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
51 (50)
53 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (16)
23 41 (18)
23 51 (14)
23 52 (11)
23 42 (10)
23 21 (11)
23 11 (23)
12 32 (16)
12 31 (10)
12 53 (11)
12 52 (15)
12 42 (17)
12 33 (12)
12 21 (16)
32 53 (10)
32 52 (24)
32 42 (19)
32 13 (15)
32 33 (12)
32 22 (16)
32 21 (18)
32 11 (12)
43 31 (10)
43 41 (10)
43 53 (24)
43 13 (22)
43 33 (28)
43 22 (24)
43 21 (16)
31 41 (19)
31 51 (19)
31 53 (15)
31 42 (15)
31 13 (13)
31 33 (15)
31 22 (15)
31 21 (13)
31 11 (24)
41 51 (27)
41 52 (12)
41 13 (10)
41 22 (18)
41 21 (10)
41 11 (33)
51 53 (12)
51 52 (11)
51 42 (11)
51 13 (15)
51 22 (16)
51 21 (11)
51 11 (30)
53 52 (10)
53 42 (11)
53 13 (23)
53 33 (24)
53 22 (17)
53 21 (15)
53 11 (12)
52 42 (24)
52 13 (18)
52 33 (12)
52 22 (16)
52 21 (21)
52 11 (13)
42 13 (16)
42 33 (15)
42 22 (19)
42 21 (26)
42 11 (16)
13 33 (24)
13 22 (21)
13 21 (20)
13 11 (11)
33 22 (22)
33 21 (22)
22 21 (11)
22 11 (20)
21 11 (18)
23 31 11 (11)
23 41 51 (10)
23 41 11 (14)
23 51 11 (11)
12 32 52 (10)
12 32 42 (10)
12 42 21 (11)
32 52 42 (13)
32 42 21 (10)
43 53 13 (13)
43 53 33 (15)
43 53 22 (11)
43 13 33 (14)
43 13 22 (11)
43 33 22 (13)
31 41 51 (13)
31 41 11 (14)
31 51 11 (14)
41 51 11 (20)
41 22 11 (12)
53 13 33 (11)
52 42 21 (11)
13 33 21 (10)
