 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
33 (55)
13 (55)
22 (57)
21 (57)
11 (59)
23 31 (11)
23 41 (14)
23 51 (10)
23 52 (12)
23 42 (10)
23 13 (11)
23 22 (11)
23 21 (14)
23 11 (16)
12 32 (14)
12 31 (12)
12 41 (10)
12 53 (11)
12 51 (11)
12 52 (11)
12 42 (14)
12 33 (13)
12 21 (15)
32 31 (12)
32 53 (13)
32 51 (10)
32 52 (19)
32 42 (19)
32 33 (14)
32 13 (14)
32 22 (14)
32 21 (12)
32 11 (16)
43 31 (12)
43 41 (17)
43 53 (20)
43 52 (11)
43 42 (10)
43 33 (18)
43 13 (18)
43 22 (21)
43 21 (17)
43 11 (11)
31 41 (19)
31 53 (16)
31 51 (19)
31 42 (13)
31 33 (19)
31 13 (11)
31 22 (12)
31 21 (15)
31 11 (21)
41 53 (10)
41 51 (23)
41 52 (11)
41 33 (12)
41 13 (14)
41 22 (20)
41 11 (24)
53 51 (14)
53 52 (11)
53 42 (12)
53 33 (19)
53 13 (19)
53 22 (17)
53 21 (13)
53 11 (16)
51 52 (11)
51 42 (14)
51 33 (11)
51 13 (14)
51 22 (16)
51 21 (13)
51 11 (25)
52 42 (18)
52 33 (14)
52 13 (20)
52 22 (18)
52 21 (22)
52 11 (14)
42 33 (15)
42 13 (20)
42 22 (21)
42 21 (23)
42 11 (18)
33 13 (20)
33 22 (20)
33 21 (22)
33 11 (14)
13 22 (18)
13 21 (19)
13 11 (14)
22 21 (13)
22 11 (18)
21 11 (21)
43 41 22 (10)
31 41 51 (11)
31 41 11 (11)
41 51 11 (13)
52 13 21 (11)
