 (150)
23 (36)
12 (36)
32 (45)
43 (46)
31 (50)
41 (50)
53 (50)
51 (50)
52 (50)
42 (54)
13 (55)
33 (55)
22 (57)
21 (57)
11 (59)
23 31 (12)
23 41 (13)
23 53 (10)
23 51 (16)
23 42 (11)
23 13 (12)
23 22 (12)
23 21 (12)
23 11 (12)
12 32 (10)
12 41 (13)
12 53 (12)
12 52 (12)
12 42 (12)
12 33 (12)
12 22 (16)
12 21 (12)
32 43 (12)
32 53 (16)
32 52 (17)
32 42 (18)
32 13 (14)
32 33 (14)
32 22 (17)
32 21 (17)
32 11 (15)
43 31 (14)
43 41 (14)
43 53 (11)
43 52 (10)
43 42 (16)
43 13 (18)
43 33 (14)
43 22 (16)
43 21 (16)
43 11 (18)
31 41 (17)
31 53 (16)
31 51 (20)
31 52 (11)
31 42 (11)
31 13 (17)
31 33 (17)
31 22 (15)
31 21 (14)
31 11 (19)
41 53 (15)
41 51 (18)
41 52 (12)
41 13 (19)
41 33 (13)
41 22 (19)
41 21 (11)
41 11 (20)
53 51 (11)
53 52 (13)
53 42 (10)
53 13 (17)
53 33 (21)
53 22 (17)
53 21 (14)
53 11 (17)
51 52 (11)
51 42 (18)
51 13 (15)
51 33 (19)
51 22 (12)
51 21 (15)
51 11 (21)
52 42 (18)
52 13 (19)
52 33 (14)
52 22 (14)
52 21 (24)
52 11 (18)
42 13 (18)
42 33 (16)
42 22 (19)
42 21 (22)
42 11 (19)
13 33 (15)
13 22 (17)
13 21 (18)
13 11 (15)
33 22 (19)
33 21 (19)
33 11 (21)
22 21 (18)
22 11 (17)
21 11 (16)
