0.057 -0.054 0.441
1.057 0.046 1.141
0.757 -0.154 0.841
0.157 -0.854 0.241
0.657 -0.054 2.041
-0.043 -0.354 1.341
0.857 0.046 1.841
0.857 -0.554 2.041
-0.143 -0.054 0.441
0.257 -0.054 1.141
-0.143 -0.254 0.341
1.357 0.146 2.241
0.057 -0.054 1.341
0.657 -0.054 1.441
-0.343 -0.554 0.241
-0.943 -0.554 0.741
-0.343 -0.754 0.241
1.357 -0.054 2.041
0.957 0.146 2.141
-0.143 -0.554 1.241
-0.043 -0.454 0.241
-0.243 -0.554 0.141
-0.043 -0.354 0.341
0.457 -0.754 0.641
0.457 -0.554 1.241
-0.243 -0.054 0.741
0.257 -0.054 0.841
0.957 -0.054 1.741
1.457 -0.154 2.541
-0.243 -0.354 0.441
1.257 -0.054 2.141
-0.143 -0.154 0.441
-0.243 -0.254 1.141
0.457 0.246 2.241
0.457 0.346 1.841
1.057 0.046 1.641
1.857 -0.054 2.341
0.257 -0.254 0.941
0.257 -0.454 1.841
0.557 -0.354 1.541
-0.243 -0.054 0.341
-0.443 -0.054 0.741
-0.043 -0.254 1.341
2.057 0.746 2.641
1.857 -0.454 3.141
0.257 -0.254 0.241
0.357 -0.254 1.041
0.157 -0.154 0.741
0.357 0.346 1.641
0.557 0.146 0.741
0.457 -0.154 1.841
0.857 -0.054 1.241
0.057 0.146 1.041
0.857 0.246 1.941
0.457 -0.354 1.141
0.557 0.146 1.541
0.357 -0.854 0.741
0.157 -0.854 1.241
1.557 -0.254 2.341
1.157 0.146 0.941
0.457 0.246 0.941
0.957 -0.254 1.041
0.257 -0.154 0.941
0.657 0.146 1.341
0.857 0.246 1.941
0.857 0.046 0.641
1.057 0.146 1.941
0.557 -0.154 0.541
-0.043 -0.354 0.141
1.757 -0.054 2.841
0.457 -0.254 1.341
0.557 0.046 1.741
0.457 -0.554 1.141
-0.043 -0.354 1.341
0.857 0.046 0.941
0.157 -0.354 1.341
-0.143 -0.254 0.741
0.757 -0.054 0.641
0.557 -0.254 1.841
0.557 -0.254 1.841
1.857 -0.254 2.941
0.157 0.346 0.741
0.657 -0.054 1.741
1.357 0.546 2.341
1.057 0.046 1.341
0.357 -0.154 0.541
0.657 -0.254 0.841
0.157 -0.054 1.041
-0.343 -0.454 0.641
0.857 -0.054 1.441
1.857 0.746 2.941
