1.764,6.216,1
1.6667,6.0904,1
1.6307,6.0716,1
1.68,6.0287,1
1.4713,5.9026,1
1.8145,5.8371,1
1.6676,5.8569,1
1.5674,5.6957,1
1.6136,5.4593,1
1.6777,5.5836,1
1.5154,5.4837,1
1.8009,5.3146,1
1.7714,5.4592,1
1.8236,5.3499,1
1.7844,5.2232,1
1.7691,5.2232,1
1.7659,5.1863,1
1.9225,5.121,1
2.0227,4.8165,1
1.9046,5.0119,1
2.1236,4.8646,1
1.9892,4.7164,1
2.2665,4.691,1
2.0038,4.6983,1
2.1593,4.7831,1
2.2119,4.6494,1
2.3104,4.6358,1
2.4418,4.4403,1
2.3885,4.3274,1
2.3388,4.2328,1
2.4512,4.1104,1
2.5294,4.298,1
2.4577,4.15,1
2.5845,3.9804,1
2.7411,4.12,1
2.716,3.9817,1
2.7648,3.9242,1
2.7912,4.0599,1
2.9473,3.9083,1
3.0725,3.8402,1
2.9708,3.8468,1
3.1656,3.8031,1
2.9706,3.5871,1
3.2215,3.9067,1
3.3173,3.6032,1
3.3628,3.7838,1
3.3544,3.836,1
3.5141,3.6836,1
3.4079,3.6749,1
3.5476,3.5201,1
3.7691,3.5612,1
3.8009,3.5332,1
3.8144,3.3813,1
3.9639,3.6304,1
4.218,3.634,1
4.0769,3.5512,1
3.8577,3.6861,1
4.2504,3.5875,1
4.2072,3.5599,1
4.3595,3.4928,1
4.1535,3.4857,1
4.58,3.4707,1
4.4601,3.4665,1
4.6345,3.5026,1
4.872,3.4945,1
4.8252,3.5208,1
4.9519,3.562,1
4.8266,3.5144,1
4.8705,3.4833,1
4.8856,3.5458,1
5.265,3.6925,1
5.3707,3.6434,1
5.0275,3.7572,1
5.2857,3.841,1
5.5245,3.8189,1
5.3312,3.8214,1
5.5831,3.9183,1
5.509,3.923,1
5.5408,3.7668,1
5.8732,3.804,1
5.8239,4.0208,1
5.933,4.0244,1
5.9643,4.0745,1
5.78,4.0693,1
6.1479,4.1818,1
5.9798,4.2236,1
6.3084,4.301,1
6.1954,4.4222,1
6.1245,4.5525,1
6.2714,4.2476,1
6.3023,4.2526,1
6.2571,4.7244,1
6.4154,4.5522,1
6.3753,4.5659,1
6.4115,4.6552,1
6.4983,4.7325,1
6.7812,4.7747,1
6.7049,4.9294,1
6.6271,4.8441,1
6.6639,5.0068,1
6.639,4.9716,1
6.7463,4.9748,1
6.5148,5.1775,1
6.9483,5.3194,1
6.8177,5.2487,1
6.7715,5.3967,1
6.8156,5.5558,1
7.0593,5.4569,1
6.7543,5.5962,1
7.0326,5.5064,1
6.9399,5.6869,1
6.8129,5.86,1
7.1042,5.9092,1
6.9059,5.9409,1
7.0821,5.8405,1
6.9837,6.0525,1
6.8925,6.169,1
6.9404,6.1316,1
3.6241,5.8285,2
2.9945,6.3734,2
3.3773,6.3296,2
3.0029,5.5963,2
3.5182,5.6987,2
3.4653,5.9644,2
3.2015,6.382,2
3.5465,5.672,2
3.0189,6.5244,2
3.5577,6.0251,2
3.5503,6.4633,2
3.132,6.2928,2
3.646,5.5617,2
3.3504,6.263,2
3.2084,5.8217,2
3.2311,6.2365,2
3.4982,6.3427,2
3.0283,5.9563,2
3.1063,5.8604,2
3.1145,6.36,2
3.814,5.9022,2
3.3986,6.3838,2
3.841,5.8503,2
3.554,6.3052,2
3.6481,6.3269,2
3.0471,6.2954,2
3.0663,6.1354,2
3.5803,5.8065,2
3.2692,5.5194,2
3.6616,5.7873,2
3.1064,5.8231,2
3.1331,6.5096,2
3.4472,6.1804,2
3.1775,5.5774,2
3.4564,5.9681,2
3.4337,6.292,2
3.8688,6.07,2
3.116,6.262,2
3.5541,5.6204,2
3.7258,5.6942,2
2.9127,5.5877,2
3.3019,5.5486,2
3.6605,6.0822,2
3.8325,6.2837,2
3.1572,6.2598,2
2.8465,6.1536,2
3.7849,5.8827,2
3.7503,5.9108,2
3.8018,5.6459,2
3.4407,5.8763,2
2.9686,5.921,2
3.0492,6.2755,2
3.4618,5.8657,2
2.8906,5.7838,2
3.0725,5.6362,2
3.2146,6.2828,2
3.4257,5.6735,2
3.5187,6.0187,2
3.1418,6.3592,2
2.9718,6.1193,2
3.21,5.7048,2
3.6973,6.1439,2
3.6954,5.9835,2
3.1722,6.2467,2
3.0988,6.4573,2
3.0059,5.8424,2
3.2823,6.0826,2
3.0577,6.072,2
3.3753,5.7274,2
3.865,6.3593,2
3.1518,6.3886,2
3.4675,6.0914,2
3.2343,6.0154,2
3.0323,6.5117,2
3.636,6.3708,2
5.3846,6.1317,3
5.3494,5.8791,3
5.1448,6.0724,3
5.4695,6.1943,3
5.3711,5.9023,3
5.8612,6.2272,3
5.6224,5.7243,3
5.6042,6.1712,3
5.6579,6.0063,3
5.7772,5.7265,3
5.8005,6.2284,3
5.3365,6.1384,3
5.3825,5.8783,3
5.3956,5.8117,3
5.5185,6.3062,3
5.6911,5.856,3
5.5497,6.2438,3
5.3117,5.9983,3
5.6234,5.612,3
5.5611,5.8849,3
5.7354,5.9407,3
5.0923,6.3532,3
5.2002,5.6667,3
5.4411,5.9667,3
5.7114,6.2731,3
5.5814,5.9331,3
5.5034,6.2432,3
5.3143,6.3082,3
5.3709,6.3264,3
5.4162,6.2118,3
5.4826,5.9507,3
5.4355,6.3331,3
5.5239,6.4322,3
5.4729,6.1575,3
5.4591,5.8551,3
5.8637,6.0375,3
5.797,6.2836,3
5.8624,6.229,3
5.3496,6.3892,3
5.1414,5.8983,3
5.9004,5.9746,3
5.6066,6.2256,3
5.7377,5.67,3
5.5815,5.6474,3
5.4892,5.7129,3
5.8008,6.0511,3
5.6371,5.618,3
5.0994,5.869,3
5.8723,6.2367,3
5.9101,6.1361,3
5.1185,6.3775,3
5.3331,5.8339,3
5.168,6.2405,3
5.7932,5.6562,3
5.2001,5.8619,3
5.3809,6.2867,3
5.2137,5.9011,3
5.2113,5.8791,3
5.2213,5.6267,3
5.2126,6.2603,3
5.6098,6.3368,3
5.2049,5.9797,3
5.4847,6.3648,3
5.4136,6.1158,3
5.2109,5.6201,3
5.2935,5.6353,3
5.1092,6.436,3
5.3197,5.742,3
5.6243,5.9954,3
5.5682,5.7342,3
5.8145,6.4291,3
5.6064,6.3429,3
5.1165,6.017,3
