% iris.txt minpts 3 eps 0.36
% 0 94 3 94 97
5.90, 3.00
6.90, 3.10
6.60, 2.90
6.00, 2.20
6.50, 3.00
5.80, 2.70
6.70, 3.10
5.70, 3.00
6.10, 3.00
5.70, 2.80
7.20, 3.20
5.90, 3.00
6.50, 3.00
5.50, 2.50
4.90, 2.50
5.50, 2.30
7.20, 3.00
6.80, 3.20
5.70, 2.50
5.80, 2.60
5.10, 2.50
5.60, 2.50
5.80, 2.70
6.30, 2.30
6.30, 2.50
5.60, 3.00
6.10, 3.00
6.80, 3.00
7.30, 2.90
5.60, 2.70
7.10, 3.00
5.70, 2.60
5.70, 2.90
5.60, 2.80
6.30, 3.30
6.30, 3.40
6.90, 3.10
7.70, 3.00
6.10, 2.80
5.60, 2.90
6.10, 2.60
6.40, 2.70
5.60, 3.00
5.40, 3.00
5.80, 2.80
6.10, 2.80
6.20, 2.80
6.00, 2.90
6.20, 3.40
5.00, 2.30
6.40, 3.20
6.30, 2.90
6.70, 3.00
5.90, 3.20
6.70, 3.30
6.30, 2.70
6.40, 3.20
6.20, 2.20
6.00, 2.20
7.40, 2.80
4.90, 2.40
7.00, 3.20
5.50, 2.40
6.30, 3.30
6.80, 2.80
6.10, 2.90
6.50, 3.20
6.70, 3.30
6.70, 3.10
6.90, 3.20
5.20, 2.70
6.40, 2.90
5.80, 2.70
7.60, 3.00
6.30, 2.80
6.40, 3.10
6.30, 2.50
5.80, 2.70
6.70, 3.10
6.00, 2.70
5.70, 2.80
6.60, 3.00
6.40, 2.80
6.40, 2.80
7.70, 2.80
6.00, 3.40
6.50, 3.00
5.50, 2.40
6.90, 3.10
6.20, 2.90
6.50, 2.80
6.00, 3.00
5.50, 2.60
6.70, 3.00
6.70, 2.50
7.70, 2.60
5.00, 2.00
% 1 47 2 144 146
5.20, 4.10
4.60, 3.20
4.70, 3.20
4.90, 3.10
5.40, 3.70
5.10, 3.50
5.10, 3.70
5.10, 3.80
4.90, 3.10
5.00, 3.40
5.00, 3.40
5.40, 3.40
5.00, 3.30
5.10, 3.40
5.00, 3.50
4.60, 3.10
5.40, 3.90
5.00, 3.20
5.10, 3.80
4.80, 3.00
5.30, 3.70
5.70, 3.80
4.40, 3.00
5.40, 3.40
5.00, 3.50
5.10, 3.30
4.90, 3.10
4.60, 3.60
5.20, 3.40
5.50, 3.50
4.60, 3.40
4.70, 3.20
4.40, 2.90
4.80, 3.00
5.40, 3.90
4.80, 3.40
4.40, 3.20
4.80, 3.40
4.90, 3.00
4.30, 3.00
5.00, 3.60
5.20, 3.50
5.50, 4.20
5.00, 3.00
5.10, 3.50
4.80, 3.10
5.10, 3.80
5.70, 4.40
5.80, 4.00
% noise 4
7.90, 3.80
4.50, 2.30
7.20, 3.60
7.70, 3.80
