% t7-4k.txt minpts 10 eps 15.0
% 0 233 20
488.71, 218.80
576.50, 196.43
535.27, 248.27
569.25, 162.94
576.90, 143.79
484.48, 201.81
559.05, 168.66
509.42, 134.11
572.00, 185.26
542.24, 147.63
545.74, 122.26
527.37, 119.72
540.02, 134.87
500.02, 138.52
513.61, 120.02
560.80, 136.88
537.46, 231.80
565.72, 139.57
555.51, 236.32
538.83, 248.08
557.84, 219.16
512.50, 118.82
476.16, 213.08
498.07, 245.93
508.04, 215.33
541.94, 234.88
515.58, 126.16
511.20, 229.15
575.80, 145.08
482.31, 243.42
517.96, 234.85
568.59, 190.19
517.34, 255.76
535.37, 124.99
534.82, 219.90
560.74, 137.68
574.49, 153.96
496.04, 112.87
534.31, 209.11
530.33, 213.72
484.86, 228.52
571.42, 153.63
493.33, 124.91
569.04, 189.64
506.29, 141.36
535.72, 134.30
574.78, 149.67
572.34, 183.79
564.06, 150.09
517.53, 135.09
479.44, 221.89
505.26, 115.02
496.52, 231.65
528.71, 144.86
557.55, 183.66
528.48, 126.85
554.34, 206.42
537.99, 217.92
545.52, 205.06
490.80, 207.90
510.18, 142.28
570.59, 208.91
522.20, 215.14
528.46, 131.65
541.99, 121.06
545.83, 238.45
532.41, 255.87
551.17, 201.65
516.50, 119.60
546.88, 163.68
533.84, 123.35
527.30, 137.36
479.70, 241.16
534.99, 251.82
549.79, 166.15
517.87, 217.44
563.98, 190.31
485.69, 226.43
557.32, 209.42
533.98, 122.55
518.36, 251.86
547.48, 162.10
549.52, 160.60
557.80, 167.45
540.59, 156.14
549.13, 194.16
528.10, 140.67
505.91, 138.92
490.59, 237.16
569.94, 171.43
565.26, 225.20
555.96, 229.73
504.68, 118.56
516.72, 139.65
558.38, 173.09
485.00, 236.31
547.13, 136.61
474.27, 227.44
510.47, 139.21
528.08, 237.99
567.03, 155.56
572.30, 205.83
564.16, 207.98
516.13, 127.97
565.78, 204.76
554.27, 235.09
547.37, 204.99
504.60, 124.78
472.17, 238.43
514.56, 214.18
495.58, 231.43
575.18, 153.38
562.35, 214.13
533.31, 218.95
530.75, 218.32
520.08, 215.48
532.05, 122.72
554.00, 171.03
493.11, 222.60
551.87, 163.96
514.14, 129.28
556.30, 198.56
551.01, 149.55
555.22, 155.70
560.61, 200.31
515.19, 222.45
572.55, 155.74
559.28, 147.01
568.92, 217.77
532.11, 131.97
496.43, 124.01
484.39, 243.90
565.90, 174.82
572.04, 195.97
530.15, 145.49
519.35, 138.61
517.51, 222.68
541.40, 254.55
505.46, 119.07
522.25, 253.70
506.60, 239.50
522.68, 220.75
493.32, 135.26
577.10, 153.56
512.53, 248.17
526.41, 221.98
571.29, 186.59
484.64, 243.16
565.39, 162.42
550.43, 140.70
568.31, 189.23
563.40, 154.95
496.09, 208.48
564.22, 154.31
530.12, 253.40
501.14, 118.43
561.47, 221.50
543.35, 127.12
548.08, 221.70
501.58, 240.34
551.18, 134.99
528.38, 135.25
564.40, 201.74
543.80, 153.22
527.80, 138.09
487.05, 243.99
492.45, 131.38
559.70, 133.75
487.01, 214.47
577.46, 170.63
513.42, 247.72
499.39, 126.14
525.34, 249.37
563.75, 231.23
557.71, 143.81
578.75, 155.16
508.95, 215.78
524.40, 131.16
483.96, 235.96
487.71, 214.87
510.10, 117.98
560.18, 192.29
552.37, 233.90
574.18, 161.59
479.66, 212.09
474.87, 217.08
487.80, 238.76
585.42, 154.12
535.06, 245.01
516.45, 256.85
560.98, 223.13
566.95, 179.12
493.28, 129.61
551.46, 239.13
553.23, 157.64
555.84, 182.67
528.18, 247.66
541.89, 145.18
532.92, 129.12
552.67, 160.49
551.35, 159.41
556.43, 205.59
504.13, 126.13
543.07, 207.69
563.89, 206.67
509.13, 233.75
532.66, 132.97
545.45, 137.99
559.26, 143.60
541.96, 125.61
550.38, 139.18
479.30, 231.04
519.91, 148.30
535.72, 214.52
532.23, 210.61
541.09, 244.47
494.99, 128.92
535.63, 140.86
570.14, 181.32
574.36, 179.51
552.03, 183.05
484.14, 234.60
493.31, 132.28
480.61, 212.46
573.76, 161.15
556.02, 129.04
544.40, 202.04
505.87, 129.02
489.09, 246.34
528.57, 121.50
569.25, 150.45
528.34, 223.13
484.92, 235.71
465.39, 211.47
554.69, 237.10
474.83, 206.71
534.20, 267.29
549.38, 185.62
497.49, 104.28
522.58, 107.24
485.41, 193.97
588.63, 181.08
587.19, 142.75
576.32, 129.88
551.67, 119.94
496.13, 109.08
512.96, 254.41
549.90, 182.94
497.61, 211.97
582.68, 215.26
586.94, 140.31
473.85, 195.78
464.18, 218.97
% 1 1020 98
111.27, 397.43
26.47, 353.76
391.27, 410.43
165.38, 400.07
183.24, 437.52
314.22, 411.27
429.68, 399.50
160.34, 275.22
30.36, 381.21
450.65, 334.17
310.83, 404.41
406.76, 283.25
261.01, 251.37
194.61, 260.52
364.72, 417.61
188.77, 264.40
137.10, 271.70
221.85, 440.86
457.14, 346.66
377.08, 425.77
104.57, 288.07
401.35, 278.39
48.59, 304.01
345.81, 272.64
55.13, 382.35
365.26, 261.57
176.83, 271.57
253.52, 432.82
151.41, 254.81
195.45, 259.27
433.13, 295.73
263.35, 404.73
179.18, 279.62
226.70, 243.07
201.90, 421.72
233.24, 267.00
289.33, 269.12
52.42, 322.43
97.79, 396.42
38.25, 359.37
281.54, 427.36
456.95, 309.31
439.04, 385.26
67.79, 297.25
132.63, 397.51
394.31, 300.81
78.93, 278.74
193.05, 436.95
365.04, 272.92
37.48, 366.46
170.01, 265.45
124.46, 415.93
475.23, 339.60
66.52, 283.80
426.94, 383.65
190.81, 415.40
171.99, 250.24
276.52, 405.35
292.01, 406.99
191.32, 409.42
87.17, 284.13
351.67, 410.95
447.78, 292.70
412.01, 273.04
223.54, 258.02
458.15, 385.60
173.36, 281.24
300.82, 274.93
21.39, 326.61
221.33, 275.56
390.27, 288.21
191.10, 281.64
179.04, 263.45
192.68, 413.77
126.15, 426.48
63.91, 371.66
433.52, 387.91
120.18, 259.24
23.89, 352.25
118.04, 268.76
32.40, 304.97
476.28, 362.57
438.46, 328.80
309.10, 256.78
113.79, 389.31
65.20, 400.42
44.93, 305.39
60.61, 399.96
36.99, 388.86
134.02, 282.92
171.56, 280.03
393.89, 386.86
411.32, 303.13
368.39, 411.80
297.02, 261.79
331.01, 432.34
422.23, 376.35
316.97, 429.70
209.10, 433.40
472.41, 362.64
355.60, 270.21
386.68, 277.68
250.16, 265.48
472.94, 333.82
183.12, 433.70
43.10, 353.88
75.77, 386.67
211.39, 267.14
421.29, 368.03
399.77, 381.62
377.34, 259.23
409.26, 406.52
433.53, 348.61
456.54, 302.21
345.12, 281.93
208.94, 263.77
337.22, 434.14
322.46, 433.22
179.84, 429.55
386.61, 289.19
143.47, 425.73
287.77, 423.09
338.58, 397.03
150.81, 427.67
304.71, 426.11
168.28, 257.95
189.81, 255.13
128.24, 429.04
234.46, 431.80
107.71, 279.45
444.59, 370.73
167.99, 269.39
390.92, 405.78
441.55, 345.23
167.20, 255.12
230.88, 436.57
453.44, 317.45
324.90, 262.24
43.67, 291.40
472.39, 336.52
282.82, 441.90
63.12, 369.84
156.76, 400.33
50.43, 299.39
273.31, 247.17
396.14, 287.85
206.04, 436.02
269.05, 415.21
36.11, 299.35
276.25, 253.03
171.03, 403.24
21.13, 311.60
