30 3 0.9 -9 0.730693040452846 -0.0628932845199189 0.1 10 7.5 0.75 ; 23 41 51
27 0 1 Inf 0.697503884014663 -0.106670706712011 0 Inf 17.1610169491525 0 ; 11 23 31 41
46 15 0.673913043478261 -2.06666666666667 0.87406293479704 -0.0560040324355083 0.326086956521739 3.06666666666667 2.72727272727273 0.889328063241107 ; 33 43
17 5 0.705882352941177 -2.4 0.306539619836745 -0.0116985186248569 0.294117647058824 3.4 2.65238194299979 0.78011233617641 ; 21 33 43
15 21 -0.4 0.285714285714286 -0.157949748324146 0.0137347607238388 1.4 0.714285714285714 0.730994152046784 1.0233918128655 ; 22 42
16 5 0.6875 -2.2 0.264330478638812 -0.0792654177641544 0.3125 3.2 2.42424242424242 0.757575757575758 ; 13 42 52
18 3 0.833333333333333 -5 0.313909448441731 -0.095514436449871 0.166666666666667 6 2.84210526315789 0.473684210526316 ; 22 31 51
50 17 0.66 -1.94117647058824 1 0.01 0.34 2.94117647058824 3 1.02 ; 41 51
32 18 0.4375 -0.777777777777778 0.44657840569979 0.0269745345724705 0.5625 1.77777777777778 1.87134502923977 1.05263157894737 ; 21 32
47 17 0.638297872340426 -1.76470588235294 0.791320018671387 -0.0772019530411109 0.361702127659574 2.76470588235294 2.38983050847458 0.864406779661017 ; 11 41
23 11 0.521739130434783 -1.09090909090909 0.299726121052415 -0.0861873395300936 0.478260869565217 2.09090909090909 1.6812865497076 0.804093567251462 ; 12 21
37 3 0.918918918918919 -11.3333333333333 0.711202939946268 -0.0959158438106556 0.0810810810810811 12.3333333333333 5.98275242544017 0.485088034495149 ; 13 33 43
21 1 0.952380952380952 -20 0.535550484560389 -0.115272626894295 0.0476190476190476 21 5.83333333333333 0.277777777777778 ; 12 32 52
12 1 0.916666666666667 -11 0.228380984099499 -0.104472209171076 0.0833333333333333 12 2.02020202020202 0.168350168350168 ; 13 32 42
32 6 0.8125 -4.33333333333333 0.606541389890074 -0.0563462725311883 0.1875 5.33333333333333 5.19818063677713 0.974658869395711 ; 21 32 42
