30 3 0.9 -9 0.730693040452846 -0.0397799755932928 0.1 10 7.5 0.75 ; 23 41 51
27 0 1 Inf 0.697503884014663 -0.0620494844987621 0 Inf 17.1610169491525 0 ; 11 23 31 41
46 16 0.652173913043478 -1.875 0.87406293479704 -0.0260018722022003 0.347826086956522 2.875 2.72727272727273 0.948616600790514 ; 33 43
17 5 0.705882352941177 -2.4 0.306539619836745 -0.0319123519645658 0.294117647058824 3.4 2.65238194299979 0.78011233617641 ; 21 33 43
15 16 -0.0666666666666667 0.0625 -0.157949748324146 -0.129335663482816 1.06666666666667 0.9375 0.730994152046784 0.779727095516569 ; 22 42
16 4 0.75 -3 0.264330478638812 -0.0797523332968162 0.25 4 2.42424242424242 0.606060606060606 ; 13 42 52
18 6 0.666666666666667 -2 0.313909448441731 -0.045514436449871 0.333333333333333 3 2.84210526315789 0.947368421052632 ; 22 31 51
50 16 0.68 -2.125 1 -0.02 0.32 3.125 3 0.96 ; 41 51
32 16 0.5 -1 0.44657840569979 -0.0329688755885751 0.5 2 1.87134502923977 0.935672514619883 ; 21 32
47 17 0.638297872340426 -1.76470588235294 0.791320018671387 -0.0772019530411109 0.361702127659574 2.76470588235294 2.38983050847458 0.864406779661017 ; 11 41
23 10 0.565217391304348 -1.3 0.299726121052415 -0.118346794578636 0.434782608695652 2.3 1.6812865497076 0.730994152046784 ; 12 21
37 2 0.945945945945946 -17.5 0.711202939946268 -0.096778527985333 0.0540540540540541 18.5 5.98275242544017 0.323392022996766 ; 13 33 43
21 2 0.904761904761905 -9.5 0.535550484560389 -0.0549354916951459 0.0952380952380952 10.5 5.83333333333333 0.555555555555556 ; 12 32 52
12 7 0.416666666666667 -0.714285714285714 0.228380984099499 -0.0555645590900594 0.583333333333333 1.71428571428571 2.02020202020202 1.17845117845118 ; 13 32 42
32 5 0.84375 -5.4 0.606541389890074 -0.0768920610746114 0.15625 6.4 5.19818063677713 0.812215724496426 ; 21 32 42
21 0 1 Inf 0.625315639127346 -0.0684771435549489 0 Inf 16.2037037037037 0 ; 12 32 42 52
27 8 0.703703703703704 -2.375 0.410304145386664 -0.196843733300767 0.296296296296296 3.375 1.90677966101695 0.56497175141243 ; 11 23
11 0 1 Inf 0.332967166617389 -0.087313797641678 0 Inf 5.1789077212806 0 ; 11 32 42 52
12 7 0.416666666666667 -0.714285714285714 0.208520141506618 -0.0112505553876395 0.583333333333333 1.71428571428571 2.10526315789474 1.2280701754386 ; 22 32 52
12 0 1 Inf 0.363669150724521 -0.0785378332762331 0 Inf 5.10618983679104 0 ; 13 21 33 43
18 4 0.777777777777778 -3.5 0.222008262583023 -0.0866449636405899 0.222222222222222 4.5 2.4085637823372 0.535236396074933 ; 11 22 31
15 21 -0.4 0.285714285714286 -0.116543309349613 0.0582716546748065 1.4 0.714285714285714 0.789473684210526 1.10526315789474 ; 22 52
11 0 1 Inf 0.187049359228803 -0.0937095655768508 0 Inf 4.54290150989527 0 ; 11 21 32 42
39 4 0.897435897435897 -8.75 0.720659878507205 -0.0559633327911518 0.102564102564103 9.75 5.80165289256199 0.59504132231405 ; 13 33 53
10 1 0.9 -9 0.264958600999098 -0.144424117499645 0.1 10 2.27272727272727 0.227272727272727 ; 12 33 53
23 4 0.826086956521739 -4.75 0.353408361084115 -0.0950443430059027 0.173913043478261 5.75 3.00130491518051 0.521966072205307 ; 13 22 33
17 4 0.764705882352941 -3.25 0.317948128687405 -0.0671733652968185 0.235294117647059 4.25 2.91762013729977 0.68649885583524 ; 21 43 53
22 2 0.909090909090909 -10 0.545539072777276 -0.0717657583679111 0.0909090909090909 11 5.09259259259259 0.462962962962963 ; 12 42 52
12 13 -0.0833333333333333 0.0769230769230769 -0.152855695910666 -0.122883990830143 1.08333333333333 0.923076923076923 0.701754385964912 0.760233918128655 ; 22 32
21 17 0.19047619047619 -0.235294117647059 0.0028501597951257 -0.111156232009902 0.80952380952381 1.23529411764706 1.00478468899522 0.813397129186603 ; 13 21
49 14 0.714285714285714 -2.5 0.913346259032624 -0.117851130197758 0.285714285714286 3.5 2.72222222222222 0.777777777777778 ; 42 52
20 7 0.65 -1.85714285714286 0.343037735658155 -0.10077312053266 0.35 2.85714285714286 3.12044934470564 1.09215727064697 ; 13 22 43
18 1 0.944444444444444 -17 0.404701496513842 -0.083679266810325 0.0555555555555556 18 7.2256913470116 0.4014272970562 ; 11 22 41 51
