30 2 0.933333333333333 -14 0.730693040452846 -0.0697799755932928 0.0666666666666667 15 7.5 0.5 ; 23 41 51
27 0 1 Inf 0.697503884014663 -0.0518077170859446 0 Inf 17.1610169491525 0 ; 11 23 31 41
46 18 0.608695652173913 -1.55555555555556 0.87406293479704 0.0340024482644157 0.391304347826087 2.55555555555556 2.72727272727273 1.06719367588933 ; 33 43
17 5 0.705882352941177 -2.4 0.306539619836745 -0.0697705854446517 0.294117647058824 3.4 2.65238194299979 0.78011233617641 ; 21 33 43
15 18 -0.2 0.166666666666667 -0.157949748324146 -0.0721074938001538 1.2 0.833333333333333 0.730994152046784 0.87719298245614 ; 22 42
16 4 0.75 -3 0.264330478638812 -0.069230708062668 0.25 4 2.42424242424242 0.606060606060606 ; 13 42 52
18 3 0.833333333333333 -5 0.313909448441731 -0.0937860911246775 0.166666666666667 6 2.84210526315789 0.473684210526316 ; 22 31 51
50 13 0.74 -2.84615384615385 1 -0.11 0.26 3.84615384615385 3 0.78 ; 41 51
32 12 0.625 -1.66666666666667 0.44657840569979 -0.152855695910666 0.375 2.66666666666667 1.87134502923977 0.701754385964912 ; 21 32
47 15 0.680851063829787 -2.13333333333333 0.791320018671387 -0.135103417821944 0.319148936170213 3.13333333333333 2.38983050847458 0.76271186440678 ; 11 41
23 15 0.347826086956522 -0.533333333333333 0.299726121052415 0.042450480664076 0.652173913043478 1.53333333333333 1.6812865497076 1.09649122807018 ; 12 21
37 2 0.945945945945946 -17.5 0.711202939946268 -0.0772084299171331 0.0540540540540541 18.5 5.98275242544017 0.323392022996766 ; 13 33 43
21 3 0.857142857142857 -6 0.535550484560389 -0.0622188631136751 0.142857142857143 7 5.83333333333333 0.833333333333334 ; 12 32 52
12 5 0.583333333333333 -1.4 0.228380984099499 -0.0233538104382849 0.416666666666667 2.4 2.02020202020202 0.841750841750842 ; 13 32 42
32 2 0.9375 -15 0.606541389890074 -0.133107131960823 0.0625 16 5.19818063677713 0.324886289798571 ; 21 32 42
21 0 1 Inf 0.625315639127346 -0.0473717220271648 0 Inf 16.2037037037037 0 ; 12 32 42 52
27 13 0.518518518518518 -1.07692307692308 0.410304145386664 -0.0370679757514432 0.481481481481481 2.07692307692308 1.90677966101695 0.918079096045198 ; 11 23
11 1 0.909090909090909 -10 0.332967166617389 -0.0676619714019989 0.0909090909090909 11 5.1789077212806 0.470809792843691 ; 11 32 42 52
12 2 0.833333333333333 -5 0.208520141506618 -0.100418271500715 0.166666666666667 6 2.10526315789474 0.350877192982456 ; 22 32 52
12 1 0.916666666666667 -11 0.363669150724521 -0.0834318220843169 0.0833333333333333 12 5.10618983679104 0.425515819732587 ; 13 21 33 43
18 8 0.555555555555556 -1.25 0.222008262583023 -0.0115739835515509 0.444444444444444 2.25 2.4085637823372 1.07047279214987 ; 11 22 31
