30 3 0.9 -9 0.730693040452846 -0.0839310541621276 0.1 10 7.5 0.75 ; 23 41 51
27 1 0.962962962962963 -26 0.697503884014663 -0.0263853227545091 0.037037037037037 27 17.1610169491525 0.635593220338983 ; 11 23 31 41
46 20 0.565217391304348 -1.3 0.87406293479704 0.0940067687310317 0.434782608695652 2.3 2.72727272727273 1.18577075098814 ; 33 43
17 6 0.647058823529412 -1.83333333333333 0.306539619836745 0.00723405061340092 0.352941176470588 2.83333333333333 2.65238194299979 0.936134803411691 ; 21 33 43
15 15 0 0 -0.157949748324146 -0.157949748324146 1 1 0.730994152046784 0.730994152046784 ; 22 42
16 3 0.8125 -4.33333333333333 0.264330478638812 -0.0781965068391215 0.1875 5.33333333333333 2.42424242424242 0.454545454545455 ; 13 42 52
18 7 0.611111111111111 -1.57142857142857 0.313909448441731 -0.0252263788956721 0.388888888888889 2.57142857142857 2.84210526315789 1.10526315789474 ; 22 31 51
50 16 0.68 -2.125 1 -0.02 0.32 3.125 3 0.96 ; 41 51
32 20 0.375 -0.6 0.44657840569979 0.0869179447335161 0.625 1.6 1.87134502923977 1.16959064327485 ; 21 32
47 14 0.702127659574468 -2.35714285714286 0.791320018671387 -0.164054150212361 0.297872340425532 3.35714285714286 2.38983050847458 0.711864406779661 ; 11 41
23 12 0.478260869565217 -0.916666666666667 0.299726121052415 -0.0540278844815512 0.521739130434783 1.91666666666667 1.6812865497076 0.87719298245614 ; 12 21
37 7 0.810810810810811 -4.28571428571429 0.711202939946268 0.0206420604238667 0.189189189189189 5.28571428571429 5.98275242544017 1.13187208048868 ; 13 33 43
21 2 0.904761904761905 -9.5 0.535550484560389 -0.107120821327246 0.0952380952380952 10.5 5.83333333333333 0.555555555555556 ; 12 32 52
12 2 0.833333333333333 -5 0.228380984099499 -0.0819480365977344 0.166666666666667 6 2.02020202020202 0.336700336700337 ; 13 32 42
32 9 0.71875 -2.55555555555556 0.606541389890074 0.0416330459019328 0.28125 3.55555555555556 5.19818063677713 1.46198830409357 ; 21 32 42
21 1 0.952380952380952 -20 0.625315639127346 -0.0547225931310028 0.0476190476190476 21 16.2037037037037 0.771604938271605 ; 12 32 42 52
27 18 0.333333333333333 -0.5 0.410304145386664 0.122707781797881 0.666666666666667 1.5 1.90677966101695 1.27118644067797 ; 11 23
11 1 0.909090909090909 -10 0.332967166617389 -0.0580612391485206 0.0909090909090909 11 5.1789077212806 0.470809792843691 ; 11 32 42 52
12 3 0.75 -3 0.208520141506618 -0.0618314319089586 0.25 4 2.10526315789474 0.526315789473684 ; 22 32 52
12 2 0.833333333333333 -5 0.363669150724521 -0.015505511612979 0.166666666666667 6 5.10618983679104 0.851031639465174 ; 13 21 33 43
18 7 0.611111111111111 -1.57142857142857 0.222008262583023 -0.0389497081342057 0.388888888888889 2.57142857142857 2.4085637823372 0.936663693131133 ; 11 22 31
15 19 -0.266666666666667 0.210526315789474 -0.116543309349613 0 1.26666666666667 0.789473684210526 0.789473684210526 1 ; 22 52
11 1 0.909090909090909 -10 0.187049359228803 -0.0476205601632763 0.0909090909090909 11 4.54290150989527 0.412991046354115 ; 11 21 32 42
39 5 0.871794871794872 -6.8 0.720659878507205 -0.0181117043703488 0.128205128205128 7.8 5.80165289256199 0.743801652892562 ; 13 33 53
10 3 0.7 -2.33333333333333 0.264958600999098 -0.0172329517519092 0.3 3.33333333333333 2.27272727272727 0.681818181818182 ; 12 33 53
23 6 0.739130434782609 -2.83333333333333 0.353408361084115 -0.0661296730145759 0.260869565217391 3.83333333333333 3.00130491518051 0.78294910830796 ; 13 22 33
17 1 0.941176470588235 -16 0.317948128687405 -0.108500064444641 0.0588235294117647 17 2.91762013729977 0.17162471395881 ; 21 43 53
22 2 0.909090909090909 -10 0.545539072777276 -0.0435198179442005 0.0909090909090909 11 5.09259259259259 0.462962962962963 ; 12 42 52
12 14 -0.166666666666667 0.142857142857143 -0.152855695910666 -0.0929122857496206 1.16666666666667 0.857142857142857 0.701754385964912 0.818713450292398 ; 22 32
21 18 0.142857142857143 -0.166666666666667 0.0028501597951257 -0.0826546340586452 0.857142857142857 1.16666666666667 1.00478468899522 0.861244019138756 ; 13 21
49 18 0.63265306122449 -1.72222222222222 0.913346259032624 0 0.36734693877551 2.72222222222222 2.72222222222222 1 ; 42 52
20 4 0.8 -4 0.343037735658155 -0.0609141373431731 0.2 5 3.12044934470564 0.624089868941128 ; 13 22 43
18 0 1 Inf 0.404701496513842 -0.0887823714475495 0 Inf 7.2256913470116 0 ; 11 22 41 51
27 5 0.814814814814815 -4.4 0.599221241579107 0.0316940468217281 0.185185185185185 5.4 5.72033898305085 1.05932203389831 ; 11 23 31
27 0 1 Inf 0.757238288343863 -0.040481932244592 0 Inf 51.4830508474576 0 ; 11 23 31 41 51
21 5 0.761904761904762 -3.2 0.327681968422467 -0.0698712196683174 0.238095238095238 4.2 3.01435406698565 0.717703349282297 ; 13 22 53
15 9 0.4 -0.666666666666667 0.239401969279088 -0.009126477112062 0.6 1.66666666666667 1.9573727707699 1.17442366246194 ; 13 21 33
43 21 0.511627906976744 -1.04761904761905 0.655502392344498 0.0239234449760766 0.488372093023256 2.04761904761905 2.13223140495868 1.04132231404959 ; 13 33
20 0 1 Inf 0.529456482385466 -0.0475436577730003 0 Inf 25.5309491839552 0 ; 13 22 33 43 53
11 4 0.636363636363636 -1.75 -0.00913346719548128 -0.095565642722139 0.363636363636364 2.75 1.36287045296858 0.495589255624938 ; 11 21 42
11 2 0.818181818181818 -4.5 0.158099890904008 -0.102975168401328 0.181818181818182 5.5 1.86440677966102 0.338983050847458 ; 11 32 52
34 17 0.5 -1 0.437037410061049 -0.0582716546748065 0.5 2 1.78947368421053 0.894736842105263 ; 21 52
10 12 -0.2 0.166666666666667 -0.0662266178532522 0 1.2 0.833333333333333 0.833333333333333 1 ; 12 53
10 0 1 Inf 0.17867948668727 -0.0751868780454585 0 Inf 3.71691941718704 0 ; 11 21 42 52
44 8 0.818181818181818 -4.5 0.893725749918909 -0.0227785259096038 0.181818181818182 5.5 8.14814814814815 1.48148148148148 ; 32 42 52
11 6 0.454545454545455 -0.833333333333333 0.133241806221576 -0.0566136824557039 0.545454545454545 1.83333333333333 1.55367231638418 0.847457627118644 ; 11 42 52
18 2 0.888888888888889 -8 0.404701496513842 -0.044862488214964 0.111111111111111 9 7.2256913470116 0.8028545941124 ; 11 22 31 51
47 14 0.702127659574468 -2.35714285714286 0.791320018671387 -0.164054150212361 0.297872340425532 3.35714285714286 2.38983050847458 0.711864406779661 ; 11 51
12 5 0.583333333333333 -1.4 0.197532073835983 -0.0807716803771217 0.416666666666667 2.4 1.87226960682338 0.78011233617641 ; 13 21 43
24 18 0.25 -0.333333333333333 0.145679136687016 -0.0291358273374033 0.75 1.33333333333333 1.26315789473684 0.947368421052632 ; 22 53
16 18 -0.125 0.111111111111111 -0.0684762383262326 -0.00978231976089037 1.125 0.888888888888889 0.872727272727273 0.981818181818182 ; 13 52
16 1 0.9375 -15 0.478925825411959 -0.0381873720441867 0.0625 16 9.74658869395712 0.60916179337232 ; 12 21 42 52
21 17 0.19047619047619 -0.235294117647059 0.0582716546748065 -0.0582716546748065 0.80952380952381 1.23529411764706 1.10526315789474 0.894736842105263 ; 21 53
20 2 0.9 -9 0.44852772186809 -0.0788789334996221 0.1 10 9.36134803411692 0.936134803411691 ; 13 22 43 53
45 5 0.888888888888889 -8 0.894635505056936 -0.0166669185896979 0.111111111111111 9 8.00395256916996 0.889328063241107 ; 33 43 53
18 5 0.722222222222222 -2.6 0.313909448441731 -0.045514436449871 0.277777777777778 3.6 2.84210526315789 0.789473684210526 ; 22 41 51
18 17 0.0555555555555556 -0.0588235294117647 -0.0291358273374033 -0.0582716546748065 0.944444444444444 1.05882352941176 0.947368421052632 0.894736842105263 ; 22 51
50 8 0.84 -5.25 1 0.02 0.16 6.25 9 1.44 ; 31 41 51
14 6 0.571428571428571 -1.33333333333333 0.212951067119622 -0.0526499161080488 0.428571428571429 2.33333333333333 2.04678362573099 0.87719298245614 ; 22 42 52
50 19 0.62 -1.63157894736842 1 0.07 0.38 2.63157894736842 3 1.14 ; 31 51
34 5 0.852941176470588 -5.8 0.616852624040045 -0.0148456313169892 0.147058823529412 6.8 4.97076023391813 0.730994152046784 ; 21 42 52
24 1 0.958333333333333 -23 0.406504100730533 -0.0497430059255939 0.0416666666666667 24 3.44497607655502 0.143540669856459 ; 22 33 53
44 12 0.727272727272727 -2.66666666666667 0.894959429780133 -0.0925820099772551 0.272727272727273 3.66666666666667 2.93333333333333 0.8 ; 32 52
47 2 0.957446808510638 -22.5 0.895660009335693 -0.0382512206506943 0.0425531914893617 23.5 21.5084745762712 0.915254237288136 ; 11 31 41 51
18 16 0.111111111111111 -0.125 -0.0291358273374033 -0.0874074820122098 0.888888888888889 1.125 0.947368421052632 0.842105263157895 ; 22 31
12 14 -0.166666666666667 0.142857142857143 -0.169753409684498 -0.110190809795201 1.16666666666667 0.857142857142857 0.677966101694915 0.790960451977401 ; 11 32
30 2 0.933333333333333 -14 0.730693040452846 -0.0518555148777102 0.0666666666666667 15 7.5 0.5 ; 23 31 41
15 2 0.866666666666667 -6.5 0.364583384153451 -0.0321834889908797 0.133333333333333 7.5 3.65497076023392 0.487329434697856 ; 12 21 32
12 0 1 Inf 0.404162067130837 -0.0580347399218915 0 Inf 6.06060606060606 0 ; 13 32 42 52
23 22 0.0434782608695652 -0.0454545454545455 0.0598533556976396 0.0313517577463827 0.956521739130435 1.04545454545455 1.10047846889952 1.05263157894737 ; 21 33
17 1 0.941176470588235 -16 0.464622349093135 -0.0300961712224549 0.0588235294117647 17 7.95714582899938 0.468067401705846 ; 21 33 43 53
15 1 0.933333333333333 -14 0.464998898415737 -0.0577906764007632 0.0666666666666667 15 10.9649122807018 0.730994152046784 ; 12 21 32 52
23 0 1 Inf 0.532942028372085 -0.043813026433837 0 Inf 10.7655502392345 0 ; 22 33 43 53
12 2 0.833333333333333 -5 0.375638082695384 -0.0531996019670964 0.166666666666667 6 5.84795321637427 0.974658869395712 ; 22 32 42 52
21 0 1 Inf 0.45206357718608 -0.050963900744709 0 Inf 8.22096563723358 0 ; 13 22 33 53
16 3 0.8125 -4.33333333333333 0.367003309768784 -0.070546488645412 0.1875 5.33333333333333 3.50877192982456 0.657894736842105 ; 12 21 52
12 3 0.75 -3 0.230211055866128 -0.049215890341106 0.25 4 2.18181818181818 0.545454545454546 ; 13 32 52
27 2 0.925925925925926 -12.5 0.599221241579107 -0.0468954317314527 0.0740740740740741 13.5 5.72033898305085 0.423728813559322 ; 11 23 41
15 2 0.866666666666667 -6.5 0.470970079589517 -0.0149648001755133 0.133333333333333 7.5 10.1526965562053 1.35369287416071 ; 12 21 32 42
37 15 0.594594594594595 -1.46666666666667 0.604043492697268 -0.0560040324355083 0.405405405405405 2.46666666666667 2.19367588932806 0.889328063241107 ; 13 43
24 6 0.75 -3 0.414043151057241 -0.0299116022551644 0.25 4 3.74453921364677 0.936134803411691 ; 22 33 43
30 2 0.933333333333333 -14 0.730693040452846 -0.0428932845199189 0.0666666666666667 15 7.5 0.5 ; 23 31 51
31 6 0.806451612903226 -4.16666666666667 0.592858415180324 -0.0213119066395152 0.193548387096774 5.16666666666667 5.43859649122807 1.05263157894737 ; 21 32 52
49 19 0.612244897959184 -1.57894736842105 0.899973418001914 0.0195646395217807 0.387755102040816 2.57894736842105 2.67272727272727 1.03636363636364 ; 33 53
12 3 0.75 -3 0.146801219425062 -0.049877579827447 0.25 4 1.88323917137476 0.470809792843691 ; 11 32 42
20 7 0.65 -1.85714285714286 0.339366142791453 -0.00245175246888103 0.35 2.85714285714286 2.87081339712919 1.00478468899522 ; 21 33 53
47 21 0.553191489361702 -1.23809523809524 0.791320018671387 0.0386009765205554 0.446808510638298 2.23809523809524 2.38983050847458 1.06779661016949 ; 11 31
38 21 0.447368421052632 -0.80952380952381 0.500174203026464 0.0137347607238388 0.552631578947368 1.80952380952381 1.85185185185185 1.0233918128655 ; 21 42
18 17 0.0555555555555556 -0.0588235294117647 -0.0291358273374033 -0.0582716546748065 0.944444444444444 1.05882352941176 0.947368421052632 0.894736842105263 ; 22 41
18 1 0.944444444444444 -17 0.404701496513842 -0.054862488214964 0.0555555555555556 18 7.2256913470116 0.4014272970562 ; 11 22 31 41
10 5 0.5 -1 -0.0262430163170616 -0.133722555687002 0.5 2 1.33809099018733 0.669045495093667 ; 11 21 52
19 20 -0.0526315789473684 0.05 -0.0961594035849142 -0.0680426189109627 1.05263157894737 0.95 0.847457627118644 0.892060660124889 ; 11 22
13 4 0.692307692307692 -2.25 0.222541879881712 -0.0795831621141185 0.307692307692308 3.25 1.86602870813397 0.574162679425837 ; 13 21 53
24 12 0.5 -1 0.359024561106316 -0.0312195270527231 0.5 2 1.85185185185185 0.925925925925926 ; 12 42
30 1 0.966666666666667 -29 0.798019780339635 -0.0396699633899391 0.0333333333333333 30 22.5 0.75 ; 23 31 41 51
