30 1 0.966666666666667 -29 0.730693040452846 -0.0818555148777102 0.0333333333333333 30 7.5 0.25 ; 23 41 51
27 1 0.962962962962963 -26 0.697503884014663 -0.0471096783860384 0.037037037037037 27 17.1610169491525 0.635593220338983 ; 11 23 31 41
46 16 0.652173913043478 -1.875 0.87406293479704 -0.0260018722022003 0.347826086956522 2.875 2.72727272727273 0.948616600790514 ; 33 43
17 6 0.647058823529412 -1.83333333333333 0.306539619836745 -0.0310558742314552 0.352941176470588 2.83333333333333 2.65238194299979 0.936134803411691 ; 21 33 43
15 15 0 0 -0.157949748324146 -0.157949748324146 1 1 0.730994152046784 0.730994152046784 ; 22 42
16 5 0.6875 -2.2 0.264330478638812 -0.0304131701223513 0.3125 3.2 2.42424242424242 0.757575757575758 ; 13 42 52
18 2 0.888888888888889 -8 0.313909448441731 -0.134938321341473 0.111111111111111 9 2.84210526315789 0.315789473684211 ; 22 31 51
50 14 0.72 -2.57142857142857 1 -0.08 0.28 3.57142857142857 3 0.84 ; 41 51
32 13 0.59375 -1.46153846153846 0.44657840569979 -0.122883990830143 0.40625 2.46153846153846 1.87134502923977 0.760233918128655 ; 21 32
47 17 0.638297872340426 -1.76470588235294 0.791320018671387 -0.0772019530411109 0.361702127659574 2.76470588235294 2.38983050847458 0.864406779661017 ; 11 41
23 10 0.565217391304348 -1.3 0.299726121052415 -0.118346794578636 0.434782608695652 2.3 1.6812865497076 0.730994152046784 ; 12 21
37 3 0.918918918918919 -11.3333333333333 0.711202939946268 -0.0585010160236106 0.0810810810810811 12.3333333333333 5.98275242544017 0.485088034495149 ; 13 33 43
21 0 1 Inf 0.535550484560389 -0.128011263892667 0 Inf 5.83333333333333 0 ; 12 32 52
12 8 0.333333333333333 -0.5 0.228380984099499 -0.034407844712413 0.666666666666667 1.5 2.02020202020202 1.34680134680135 ; 13 32 42
32 2 0.9375 -15 0.606541389890074 -0.0956317824054669 0.0625 16 5.19818063677713 0.324886289798571 ; 21 32 42
21 0 1 Inf 0.625315639127346 -0.0637799116419925 0 Inf 16.2037037037037 0 ; 12 32 42 52
27 11 0.592592592592593 -1.45454545454545 0.410304145386664 -0.100978278771173 0.407407407407407 2.45454545454545 1.90677966101695 0.77683615819209 ; 11 23
11 1 0.909090909090909 -10 0.332967166617389 -0.0439616619577406 0.0909090909090909 11 5.1789077212806 0.470809792843691 ; 11 32 42 52
12 2 0.833333333333333 -5 0.208520141506618 -0.121252981687109 0.166666666666667 6 2.10526315789474 0.350877192982456 ; 22 32 52
12 1 0.916666666666667 -11 0.363669150724521 -0.0494703057783975 0.0833333333333333 12 5.10618983679104 0.425515819732587 ; 13 21 33 43
18 4 0.777777777777778 -3.5 0.222008262583023 -0.0682401214124395 0.222222222222222 4.5 2.4085637823372 0.535236396074933 ; 11 22 31
15 15 0 0 -0.116543309349613 -0.116543309349613 1 1 0.789473684210526 0.789473684210526 ; 22 52
11 0 1 Inf 0.187049359228803 -0.0301329317705653 0 Inf 4.54290150989527 0 ; 11 21 32 42
39 8 0.794871794871795 -3.875 0.720659878507205 0.00187881869235144 0.205128205128205 4.875 5.80165289256199 1.1900826446281 ; 13 33 53
10 5 0.5 -1 0.264958600999098 0.0221906954389894 0.5 2 2.27272727272727 1.13636363636364 ; 12 33 53
23 5 0.782608695652174 -3.6 0.353408361084115 -0.0662673636945992 0.217391304347826 4.6 3.00130491518051 0.652457590256633 ; 13 22 33
17 3 0.823529411764706 -4.66666666666667 0.317948128687405 -0.0682736605711762 0.176470588235294 5.66666666666667 2.91762013729977 0.51487414187643 ; 21 43 53
22 4 0.818181818181818 -4.5 0.545539072777276 -0.0196035626550315 0.181818181818182 5.5 5.09259259259259 0.925925925925926 ; 12 42 52
12 14 -0.166666666666667 0.142857142857143 -0.152855695910666 -0.0929122857496206 1.16666666666667 0.857142857142857 0.701754385964912 0.818713450292398 ; 22 32
21 19 0.0952380952380952 -0.105263157894737 0.0028501597951257 -0.0541530361073882 0.904761904761905 1.10526315789474 1.00478468899522 0.909090909090909 ; 13 21
49 16 0.673469387755102 -2.0625 0.913346259032624 -0.058925565098879 0.326530612244898 3.0625 2.72222222222222 0.888888888888889 ; 42 52
20 2 0.9 -9 0.343037735658155 -0.0623427510644291 0.1 10 3.12044934470564 0.312044934470564 ; 13 22 43
18 2 0.888888888888889 -8 0.404701496513842 -0.0602895370552405 0.111111111111111 9 7.2256913470116 0.8028545941124 ; 11 22 41 51
27 4 0.851851851851852 -5.75 0.599221241579107 -0.0497431664739557 0.148148148148148 6.75 5.72033898305085 0.847457627118644 ; 11 23 31
27 0 1 Inf 0.757238288343863 -0.0769199950137219 0 Inf 51.4830508474576 0 ; 11 23 31 41 51
21 3 0.857142857142857 -6 0.327681968422467 -0.0704350717393744 0.142857142857143 7 3.01435406698565 0.430622009569378 ; 13 22 53
15 6 0.6 -1.5 0.239401969279088 -0.0567668310441802 0.4 2.5 1.9573727707699 0.78294910830796 ; 13 21 33
43 19 0.558139534883721 -1.26315789473684 0.655502392344498 -0.0334928229665072 0.441860465116279 2.26315789473684 2.13223140495868 0.942148760330579 ; 13 33
20 0 1 Inf 0.529456482385466 -0.0654134617185664 0 Inf 25.5309491839552 0 ; 13 22 33 43 53
11 6 0.454545454545455 -0.833333333333333 -0.00913346719548128 -0.0401163272012766 0.545454545454545 1.83333333333333 1.36287045296858 0.743383883437407 ; 11 21 42
11 3 0.727272727272727 -2.66666666666667 0.158099890904008 -0.0639863485069757 0.272727272727273 3.66666666666667 1.86440677966102 0.508474576271187 ; 11 32 52
34 18 0.470588235294118 -0.888888888888889 0.437037410061049 -0.0291358273374033 0.529411764705882 1.88888888888889 1.78947368421053 0.947368421052632 ; 21 52
10 9 0.1 -0.111111111111111 -0.0662266178532522 -0.0993399267798783 0.9 1.11111111111111 0.833333333333333 0.75 ; 12 53
10 1 0.9 -9 0.17867948668727 -0.0524271765786066 0.1 10 3.71691941718704 0.371691941718704 ; 11 21 42 52
44 2 0.954545454545455 -21 0.893725749918909 -0.0730968410410273 0.0454545454545455 22 8.14814814814815 0.37037037037037 ; 32 42 52
11 6 0.454545454545455 -0.833333333333333 0.133241806221576 -0.0573006678649778 0.545454545454545 1.83333333333333 1.55367231638418 0.847457627118644 ; 11 42 52
18 0 1 Inf 0.404701496513842 -0.0950323286588726 0 Inf 7.2256913470116 0 ; 11 22 31 51
47 17 0.638297872340426 -1.76470588235294 0.791320018671387 -0.0772019530411109 0.361702127659574 2.76470588235294 2.38983050847458 0.864406779661017 ; 11 51
12 4 0.666666666666667 -2 0.197532073835983 -0.0515575018143442 0.333333333333333 3 1.87226960682338 0.624089868941128 ; 13 21 43
24 14 0.416666666666667 -0.714285714285714 0.145679136687016 -0.145679136687016 0.583333333333333 1.71428571428571 1.26315789473684 0.736842105263158 ; 22 53
16 19 -0.1875 0.157894736842105 -0.0684762383262326 0.0195646395217807 1.1875 0.842105263157895 0.872727272727273 1.03636363636364 ; 13 52
16 1 0.9375 -15 0.478925825411959 -0.0607071763675467 0.0625 16 9.74658869395712 0.60916179337232 ; 12 21 42 52
21 16 0.238095238095238 -0.3125 0.0582716546748065 -0.0874074820122098 0.761904761904762 1.3125 1.10526315789474 0.842105263157895 ; 21 53
20 0 1 Inf 0.44852772186809 -0.0890143352457225 0 Inf 9.36134803411692 0 ; 13 22 43 53
45 5 0.888888888888889 -8 0.894635505056936 -0.017099579366735 0.111111111111111 9 8.00395256916996 0.889328063241107 ; 33 43 53
18 3 0.833333333333333 -5 0.313909448441731 -0.0558024940040699 0.166666666666667 6 2.84210526315789 0.473684210526316 ; 22 41 51
18 17 0.0555555555555556 -0.0588235294117647 -0.0291358273374033 -0.0582716546748065 0.944444444444444 1.05882352941176 0.947368421052632 0.894736842105263 ; 22 51
50 1 0.98 -49 1 -0.1 0.02 50 9 0.18 ; 31 41 51
14 2 0.857142857142857 -6 0.212951067119622 -0.111139540924213 0.142857142857143 7 2.04678362573099 0.292397660818714 ; 22 42 52
50 9 0.82 -4.55555555555556 1 -0.23 0.18 5.55555555555556 3 0.54 ; 31 51
