30 4 0.866666666666667 -6.5 0.730693040452846 0.0554088726177507 0.133333333333333 7.5 7.5 1 ; 23 41 51
27 0 1 Inf 0.697503884014663 -0.122249161068711 0 Inf 17.1610169491525 0 ; 11 23 31 41
46 13 0.717391304347826 -2.53846153846154 0.87406293479704 -0.116008352902124 0.282608695652174 3.53846153846154 2.72727272727273 0.770750988142293 ; 33 43
17 8 0.529411764705882 -1.125 0.306539619836745 -0.0329846753800615 0.470588235294118 2.125 2.65238194299979 1.24817973788226 ; 21 33 43
15 21 -0.4 0.285714285714286 -0.157949748324146 0.0137347607238388 1.4 0.714285714285714 0.730994152046784 1.0233918128655 ; 22 42
16 6 0.625 -1.66666666666667 0.264330478638812 -0.00139869534998421 0.375 2.66666666666667 2.42424242424242 0.909090909090909 ; 13 42 52
18 3 0.833333333333333 -5 0.313909448441731 -0.162921918462081 0.166666666666667 6 2.84210526315789 0.473684210526316 ; 22 31 51
50 20 0.6 -1.5 1 0.1 0.4 2.5 3 1.2 ; 41 51
32 14 0.5625 -1.28571428571429 0.44657840569979 -0.0929122857496206 0.4375 2.28571428571429 1.87134502923977 0.818713450292398 ; 21 32
47 17 0.638297872340426 -1.76470588235294 0.791320018671387 -0.0772019530411109 0.361702127659574 2.76470588235294 2.38983050847458 0.864406779661017 ; 11 41
23 13 0.434782608695652 -0.769230769230769 0.299726121052415 -0.0218684294330088 0.565217391304348 1.76923076923077 1.6812865497076 0.950292397660819 ; 12 21
37 1 0.972972972972973 -36 0.711202939946268 -0.18592232451058 0.027027027027027 37 5.98275242544017 0.161696011498383 ; 13 33 43
21 3 0.857142857142857 -6 0.535550484560389 -0.0756268261938757 0.142857142857143 7 5.83333333333333 0.833333333333334 ; 12 32 52
12 4 0.666666666666667 -2 0.228380984099499 -0.0963516681557375 0.333333333333333 3 2.02020202020202 0.673400673400674 ; 13 32 42
32 0 1 Inf 0.606541389890074 -0.164768699404214 0 Inf 5.19818063677713 0 ; 21 32 42
21 1 0.952380952380952 -20 0.625315639127346 -0.0653923581601258 0.0476190476190476 21 16.2037037037037 0.771604938271605 ; 12 32 42 52
27 10 0.62962962962963 -1.7 0.410304145386664 -0.132933430281038 0.37037037037037 2.7 1.90677966101695 0.706214689265537 ; 11 23
11 0 1 Inf 0.332967166617389 -0.0475539321854791 0 Inf 5.1789077212806 0 ; 11 32 42 52
12 7 0.416666666666667 -0.714285714285714 0.208520141506618 0.0189820798843311 0.583333333333333 1.71428571428571 2.10526315789474 1.2280701754386 ; 22 32 52
12 1 0.916666666666667 -11 0.363669150724521 -0.0943940141543217 0.0833333333333333 12 5.10618983679104 0.425515819732587 ; 13 21 33 43
